geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04, -Log.p.value,Student's T-test q-value daf2_d10_N2_d10,log2FC,Student's T-test Test statistic daf2_d10_N2_d10,Sign p-val: 0.05 
"CELE_Y56A3A,19",-2.55792,3.48,Q9U241,Acyl carrier protein,16.8437,16.8074,16.6351,16.7041,18.9569,18.9754,18.9465,20.3434,3.48,2.83E-05,-2.55792,-7.32329,+
"Y52B11A,8",-3.32559,4.95003,Q9U256,"Phospholipase A2-like protein Y52B11A,8",15.0031,15.288,14.8895,14.966,18.0866,17.9699,18.3743,19.0182,4.95003,0,-3.32559,-13.2905,+
set-26,-2.10977,2.77974,Q9U263,Histone-lysine N-methyltransferase set-26,14.5135,14.559,14.285,14.8872,16.2231,15.9899,16.8208,17.65,2.77974,0.000163086,-2.10977,-5.4021,+
hda-10,-2.6451,2.74278,Q9U266,Histone deacetylase,13.0943,13.2367,13.5935,13.7712,16.4242,16.5555,16.6393,14.657,2.74278,0.00016,-2.6451,-5.31249,+
haf-7,-1.37455,2.15552,Q9U275,HAlF transporter (PGP related),13.1772,13.1261,12.5611,12.9771,13.5313,14.3793,14.3713,15.0577,2.15552,0.000772774,-1.37455,-4.01606,+
tat-1,-1.15436,2.62549,Q9U280,Phospholipid-transporting ATPase tat-1,13.7684,13.7284,13.1759,13.8806,14.3401,14.7934,14.9042,15.1332,2.62549,0.00025833,-1.15436,-5.03494,+
"CELE_Y48G10A,3",-1.7777,0.822926,Q9U283,Uncharacterized protein,14.1335,13.5529,14.6638,14.9253,15.1322,13.7163,17.1959,18.342,0.822926,0.0329468,-1.7777,-1.64853,+
"CELE_Y48C3A,20",-0.0862117,0.337369,Q9U287,Uncharacterized protein,14.0112,14.2515,14.0918,14.1233,13.9753,14.4388,14.2578,14.1508,0.337369,0.183366,-0.0862117,-0.789513,
"CELE_Y48C3A,12",-0.46878,0.570095,Q9U290,Uncharacterized protein,13.6437,13.8238,13.2915,14.7603,14.1908,14.2001,13.9995,15.0041,0.570095,0.0762729,-0.46878,-1.21757,
"CELE_Y48B6A,13",-2.09058,4.67976,Q9U294,Diphosphomevalonate decarboxylase,14.8851,14.6505,14.3965,14.7618,17.1847,16.5858,16.6451,16.6407,4.67976,0,-2.09058,-11.9401,+
men-1,-1.69052,3.76622,Q9U296,Malic enzyme,16.4548,16.3786,16.7657,16.8059,18.3797,18.6693,18.2883,17.8298,3.76622,3.47E-05,-1.69052,-8.25131,+
xrn-2,-1.54586,3.04774,Q9U299,5'-3' exoribonuclease 2 homolog,14.5919,14.6535,14.261,14.425,15.601,15.6342,16.4863,16.3933,3.04774,6.48E-05,-1.54586,-6.08486,+
efhd-1,-2.325,3.53022,Q9U2A6,EF HanD calcium binding protein,15.2213,15.334,15.1941,15.3447,17.6581,17.3711,16.9502,18.4147,3.53022,2.93E-05,-2.325,-7.47946,+
rpl-43,0.441174,0.452683,Q9U2A8,60S ribosomal protein L37a,16.7426,16.6827,16.9606,17.0406,15.4367,16.039,16.7802,17.4058,0.452683,0.115507,0.441174,1.0074,
"Y48B6A,1",-1.39993,3.38744,Q9U2A9,Ribosome biogenesis protein BOP1 homolog,15.5147,15.6471,15.1873,15.4865,16.8029,16.5209,16.7674,17.3441,3.38744,2.69E-05,-1.39993,-7.04251,+
"CELE_Y47D3A,13",-3.80876,4.92222,Q9U2C8,Uncharacterized protein,11.3982,10.283,11.2827,11.2702,14.915,14.5582,15.1763,14.8198,4.92222,0,-3.80876,-13.1451,+
cku-70,-1.74303,1.06556,Q9U2D2,Caenorhabditis KU,12.4439,12.524,11.2896,11.9547,13.6495,14.0866,11.7781,15.6701,1.06556,0.0152681,-1.74303,-2.05212,+
cnp-2,-2.93405,5.06316,Q9U2D6,Calcineurin-interacting protein 2,14.9481,14.0078,14.1838,14.444,17.2012,17.3231,17.4533,17.3424,5.06316,0,-2.93405,-13.8972,+
gsy-1,-1.1658,2.17061,Q9U2D9,Glycogen [starch] synthase,16.9695,16.8948,17.2094,17.5666,17.9593,18.3949,17.956,18.9934,2.17061,0.000738079,-1.1658,-4.04668,+
cpt-1,-2.86923,4.45556,Q9U2F2,Carnitine Palmitoyl Transferase,15.8095,16.1238,16.466,16.5947,19.0592,19.6502,18.7161,19.0454,4.45556,0,-2.86923,-10.918,+
tiar-2,-2.12354,1.77116,Q9U2F5,TIA-1/TIAL RNA binding protein homolog,14.1192,14.2089,13.4375,14.6145,16.6615,15.7159,14.8556,17.6413,1.77116,0.00207772,-2.12354,-3.27458,+
vps-2,0.626769,1.56957,Q9U2F6,Related to yeast Vacuolar Protein Sorting factor,15.4942,15.4397,15.5642,15.457,15.0067,14.847,15.3058,14.2884,1.56957,0.0035729,0.626769,2.9111,+
snrp-200,-1.1723,3.08489,Q9U2G0,Putative U5 small nuclear ribonucleoprotein 200 kDa helicase,14.3866,14.1229,14.4686,14.7088,15.4838,15.8766,15.781,15.2347,3.08489,6.60E-05,-1.1723,-6.18434,+
pisy-1,-1.25777,1.58248,Q9U2G1,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,12.9791,12.0881,13.5153,12.764,14.4783,13.1701,14.2897,14.4396,1.58248,0.00335696,-1.25777,-2.93394,+
mrp-7,-1.05664,1.44235,Q9U2G5,Uncharacterized protein,12.8344,13.4545,12.8206,13.8219,14.1233,13.584,14.3912,15.0594,1.44235,0.00507238,-1.05664,-2.68876,+
"eef-1B,2",-2.65296,4.33961,Q9U2H9,Probable elongation factor 1-beta/1-delta 2,17.4489,17.316,17.6243,17.2441,20.1114,20.6519,20.0029,19.479,4.33961,0,-2.65296,-10.4214,+
"CELE_Y41C4A,9",-2.54332,2.70122,Q9U2I4,Uncharacterized protein,12.1606,12.7698,10.4923,11.7438,14.3977,14.1149,14.3496,14.4776,2.70122,0.000238478,-2.54332,-5.21298,+
slc-25a46,3.07883,3.5907,Q9U2J0,SLC (SoLute Carrier) homolog,16.9147,16.2922,17.8927,17.687,14.0275,13.7019,14.3964,14.3454,3.5907,3.05E-05,3.07883,7.67122,+
"CELE_Y39G8B,7",2.09789,4.2956,Q9U2J2,Uncharacterized protein,15.9903,15.9385,16.0155,16.0443,14.2715,14.1183,13.3424,13.8649,4.2956,0,2.09789,10.2385,+
dhhc-8,-1.2478,2.69549,Q9U2K0,Palmitoyltransferase,12.9959,13.0569,13.1494,13.393,14.245,14.3406,13.975,15.0258,2.69549,0.000237774,-1.2478,-5.19936,+
abce-1,-1.34781,3.84564,Q9U2K8,"ABC transporter, class E",16.5193,16.5163,16.613,16.8635,18.1678,17.7304,17.7562,18.2489,3.84564,0,-1.34781,-8.52588,+
mlt-3,-1.00117,1.52965,Q9U2L2,Uncharacterized protein,13.7354,13.9387,13.0903,12.9394,14.1664,14.4072,13.9867,15.1483,1.52965,0.00405685,-1.00117,-2.8408,+
dpy-28,-0.630548,1.42748,Q9U2M1,Condensin complex subunit 1,13.5535,13.9288,13.7962,14.4566,14.4391,14.41,14.4238,14.9845,1.42748,0.00532336,-0.630548,-2.66309,+
hphd-1,-3.3361,4.88595,Q9U2M4,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",14.6582,15.352,15.7122,15.7063,18.5766,18.6483,18.651,18.8972,4.88595,0,-3.3361,-12.9579,+
ndx-4,-1.47876,2.31911,Q9U2M7,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],15.9358,15.9335,15.9595,15.6862,17.0599,17.0292,16.9844,18.3566,2.31911,0.000527505,-1.47876,-4.35506,+
"Y37H9A,3",0.593309,1.3876,Q9U2M8,Coiled-coil and C2 domain-containing protein 1-like,15.0234,15.2625,14.6348,14.4168,13.9818,14.1467,14.2509,14.5847,1.3876,0.00592442,0.593309,2.59449,+
pap-1,-1.89537,2.69602,Q9U2P3,Poly-A Polymerase,12.1749,12.8825,11.7517,13.1639,14.4982,13.9004,14.4795,14.6763,2.69602,0.000237975,-1.89537,-5.20061,+
fkb-2,-1.32293,2.13069,Q9U2Q8,Peptidylprolyl isomerase,18.0637,18.0586,17.8743,18.1889,19.1098,18.9895,19.0299,20.3481,2.13069,0.000795099,-1.32293,-3.96593,+
gsk-3,-1.13984,0.960119,Q9U2Q9,Glycogen synthase kinase-3,16.4186,16.3968,16.5823,16.6393,17.0545,16.742,17.3804,19.4194,0.960119,0.021763,-1.13984,-1.87695,+
"Y17G7B,18",0.715595,0.877832,Q9U2R0,"Probable RNA methyltransferase Y17G7B,18",15.4654,15.702,14.1339,15.4265,14.4191,14.1552,14.2231,15.068,0.877832,0.0278442,0.715595,1.74014,+
"CELE_Y15E3A,4",-1.10376,1.52338,Q9U2R3,Uncharacterized protein,13.8351,14.9162,14.8463,13.3412,15.2726,15.3669,15.2491,15.4653,1.52338,0.00408839,-1.10376,-2.82981,+
arf-6,0.391715,0.598303,Q9U2S4,ADP-Ribosylation Factor related,14.8687,14.1014,15.1836,15.36,14.4019,14.3406,14.3164,14.8879,0.598303,0.069182,0.391715,1.26682,
cyn-13,-1.39587,3.32567,Q9U2S6,Peptidyl-prolyl cis-trans isomerase E,15.4345,15.4864,14.9695,15.5973,16.5864,16.6199,16.6513,17.2136,3.32567,2.60E-05,-1.39587,-6.86005,+
itsn-1,-2.4581,3.24157,Q9U2T9,ITSN (Intersectin) family,14.5085,14.9151,14.045,14.251,15.9422,17.0427,17.3189,17.2481,3.24157,4.26E-05,-2.4581,-6.61776,+
uaf-2,-2.60173,3.24119,Q9U2U0,U2AF splicing factor,15.3484,15.2246,14.9122,15.2303,17.999,16.6744,18.431,18.018,3.24119,4.26E-05,-2.60173,-6.61668,+
"CELE_Y116A8C,27",-1.35395,1.78848,Q9U2U3,Uncharacterized protein,13.3449,13.6193,11.9707,12.9513,14.3745,14.034,14.038,14.8555,1.78848,0.00194746,-1.35395,-3.30654,+
map-2,-0.882257,4.02522,Q9U2V9,Methionine aminopeptidase 2,16.8443,16.6145,16.7742,16.7617,17.8547,17.6256,17.5888,17.4546,4.02522,0,-0.882257,-9.17624,+
prmt-1,-1.52958,2.26838,Q9U2X0,Protein arginine N-methyltransferase 1,16.7597,16.6216,16.1695,15.9462,17.8256,17.2965,17.7412,18.752,2.26838,0.000629165,-1.52958,-4.24827,+
cdkr-3,-2.14133,3.286,Q9U2Y2,CDK5RAP3-like protein,14.6682,14.6907,14.3626,14.4823,16.5126,16.1293,16.5582,17.5691,3.286,2.53E-05,-2.14133,-6.74489,+
sec-23,-2.22293,3.38187,Q9U2Z1,Yeast SEC homolog,14.8905,14.8301,15.5562,15.6375,16.9587,17.6182,17.2085,18.0206,3.38187,2.68E-05,-2.22293,-7.02591,+
"CELE_Y106G6H,14",-0.695577,0.422431,Q9U2Z5,Uncharacterized protein,14.8239,14.7647,15.4314,15.4199,16.9967,16.7792,15.53,13.9163,0.422431,0.1296,-0.695577,-0.951547,
"CELE_Y106G6H,8",0.16813,0.189884,Q9U2Z9,Uncharacterized protein,13.9555,13.685,13.8813,14.9325,14.1578,13.4521,13.7783,14.3936,0.189884,0.354029,0.16813,0.483578,
pdpr-1,-0.0668666,0.0597198,Q9U300,Pyruvate Dehydrogenase Phosphatase Regulatory subunit,13.7991,13.8402,15.1184,14.4551,14.4153,13.8953,14.1332,15.0364,0.0597198,0.718178,-0.0668666,-0.168767,
pab-1,-1.90092,3.50008,Q9U302,Polyadenylate-binding protein,17.4851,17.1752,17.4853,17.9336,19.143,19.1177,19.424,19.9983,3.50008,2.86E-05,-1.90092,-7.38542,+
gln-3,-0.836245,1.33176,Q9U307,Glutamine synthetase,17.9533,17.8457,18.0102,18.0793,19.1323,18.15,18.3756,19.5756,1.33176,0.00674973,-0.836245,-2.49911,+
"CELE_Y105C5B,5",-1.38559,2.35279,Q9U315,Uncharacterized protein,17.5423,17.3922,17.1235,17.8374,19.1934,18.9288,18.0612,19.2542,2.35279,0.000513274,-1.38559,-4.42683,+
"CELE_W09C5,8",-1.10384,2.70894,Q9U329,Uncharacterized protein,17.5544,17.7624,17.5991,17.8311,18.711,18.4713,18.6062,19.3739,2.70894,0.000238781,-1.10384,-5.23137,+
"CELE_W09C5,7",-1.21461,1.57234,Q9U330,Uncharacterized protein,12.9806,13.0569,12.4026,13.117,13.4917,13.5172,14.3038,15.1029,1.57234,0.00357496,-1.21461,-2.91599,+
rpl-31,-2.00857,3.68122,Q9U332,60S ribosomal protein L31,18.7164,18.6906,18.8938,18.837,21.0562,21.2823,20.6844,20.1493,3.68122,3.23E-05,-2.00857,-7.9659,+
unc-59,-3.19556,3.69396,Q9U334,Uncharacterized protein,13.884,13.7136,14.0318,14.1617,16.7322,16.7545,16.782,18.3045,3.69396,3.27E-05,-3.19556,-8.00812,+
col-93;col-94;col-133;col-92,-1.87643,1.45097,Q9U348;Q9U349;Q9XUE9;Q9XVG3,COLlagen,12.9313,12.4661,13.6241,10.5275,14.0608,14.4251,13.8254,14.7434,1.45097,0.00492668,-1.87643,-2.70369,+
vps-25,-1.88252,2.89828,Q9U354,Related to yeast Vacuolar Protein Sorting factor,15.0192,15.1777,14.9057,14.8661,17.1783,16.5748,16.1415,17.6042,2.89828,8.42E-05,-1.88252,-5.69676,+
"CELE_T16G1,9",-0.592192,0.427317,Q9U367,Uncharacterized protein,14.5391,16.7041,15.1443,14.679,16.0656,15.2918,15.2723,16.8055,0.427317,0.127295,-0.592192,-0.960624,
"CELE_T16G1,7",0.887796,1.98547,Q9U368,Uncharacterized protein,15.3266,15.1924,15.2773,15.5078,13.9833,14.3421,14.3414,15.0862,1.98547,0.00113396,0.887796,3.67922,+
rsbp-1,-0.15503,0.352257,Q9U379,R-Seven Binding Protein (R7BP) homolog,14.4379,14.7216,13.9895,14.1854,14.5064,14.3768,14.2996,14.7718,0.352257,0.172358,-0.15503,-0.818478,
chaf-1,-1.0562,1.29774,Q9U380,CHromatin Assembly Factor,13.3553,13.6606,12.6488,12.7652,13.478,13.8246,14.2067,15.1456,1.29774,0.00766917,-1.0562,-2.44133,+
"cisd-3,1",-0.731448,1.8593,Q9U3A1,CDGSH Iron Sulfur Domain protein homolog,14.2536,14.1444,13.4972,13.8521,14.901,14.8721,14.5137,14.3863,1.8593,0.00152488,-0.731448,-3.43851,+
nol-9,-4.00678,3.67194,Q9U3B6,Polynucleotide 5'-hydroxyl-kinase nol-9,9.03205,10.7607,10.912,9.68333,13.6453,14.0816,13.942,14.7463,3.67194,3.21E-05,-4.00678,-7.93526,+
hsb-1,-1.11606,1.88753,Q9U3B7,Heat Shock factor Binding protein,16.1225,16.2785,16.0842,16.4066,16.964,16.6683,17.7556,17.9681,1.88753,0.00138598,-1.11606,-3.49173,+
dcn-1,-1.28693,2.44866,Q9U3C8,Defective in cullin neddylation protein 1,15.1144,14.9767,14.6628,15.0804,16.014,15.7808,16.2152,16.972,2.44866,0.000455483,-1.28693,-4.63498,+
adr-1,-1.51514,3.36602,Q9U3D6,Adenosine Deaminase acting on RNA,14.3134,14.3927,14.1108,14.5428,16.0848,15.7641,15.3397,16.2316,3.36602,2.66E-05,-1.51514,-6.9788,+
zyx-1,-3.50708,4.9053,Q9U3F4,Zyxin,16.0128,16.0285,16.2421,16.299,19.7759,20.3299,19.3129,19.192,4.9053,0,-3.50708,-13.0575,+
aagr-3,-1.76038,2.65546,Q9U3F8,Acid Alpha Glucosidase Relate,16.1874,16.1856,16.3394,16.0182,17.6195,17.3129,17.9624,18.8775,2.65546,0.000260906,-1.76038,-5.10489,+
"CELE_F31D4,9",1.1214,1.40371,Q9U3H4,Uncharacterized protein,17.0667,16.9501,16.9271,17.2125,15.5737,15.3857,15.5316,17.1798,1.40371,0.00562266,1.1214,2.62216,+
rpb-12,-2.33351,2.79515,Q9U3I0,RNA Polymerase II (B) subunit,17.1402,17.1403,15.7799,17.0196,18.9937,18.3835,19.4269,19.6099,2.79515,0.000125831,-2.33351,-5.43977,+
tag-280,-3.44431,2.54678,Q9U3J2,Uncharacterized protein,10.953,9.29403,12.4926,10.8275,14.5077,14.2804,13.6152,14.9411,2.54678,0.000344392,-3.44431,-4.85425,+
tag-281,-0.585416,0.709232,Q9U3J3,Uncharacterized protein,13.1259,14.1693,13.8005,13.7832,13.3726,14.4205,14.4355,14.9919,0.709232,0.0479775,-0.585416,-1.45718,+
inx-2,-2.61724,3.83549,Q9U3K5,Innexin-2,11.2411,12.0107,12.0669,12.2111,14.2514,14.4407,14.1747,15.132,3.83549,0,-2.61724,-8.49035,+
"C47B2,9",-0.717142,0.631955,Q9U3L4,Uncharacterized protein,12.5121,13.8662,13.4121,14.5822,14.4616,14.0283,13.6176,15.1338,0.631955,0.0618089,-0.717142,-1.32508,
"C47B2,2",-2.85787,4.68128,Q9U3L5,Uncharacterized protein,13.8748,13.8225,14.2221,14.2148,17.0355,16.5789,17.4317,16.5197,4.68128,0,-2.85787,-11.9473,+
"C46C2,5",-0.176539,0.186436,Q9U3M0,Uncharacterized protein,16.2034,16.069,16.2766,16.5877,15.5546,16.9518,16.2453,17.0912,0.186436,0.360644,-0.176539,-0.475906,
"C35C5,3",-3.89723,2.8575,Q9U3N5,"Putative selT-like protein C35C5,3",14.2441,14.612,14.1493,14.9008,18.2552,20.2962,17.2191,17.7246,2.8575,8.23E-05,-3.89723,-5.59411,+
tram-1,-1.3469,1.75521,Q9U3P5,Translocating chain-associated membrane protein,16.1127,16.4348,16.4916,16.5801,17.2799,17.9875,16.9652,18.7743,1.75521,0.0022076,-1.3469,-3.24525,+
alkb-8,-1.9166,3.36319,Q9U3P9,ALKylated DNA repair protein AlkB homolog,12.374,12.7873,11.81,12.8431,14.2195,14.2082,14.2758,14.7773,3.36319,2.65E-05,-1.9166,-6.97041,+
mrps-22,-1.97101,3.35141,Q9U3Q0,"Mitochondrial Ribosomal Protein, Small",14.8229,14.6753,14.8235,14.9712,15.9819,17.0542,17.2211,16.9197,3.35141,2.63E-05,-1.97101,-6.93563,+
ugt-22,-1.15414,3.26762,Q9U3Q6,UDP-glucuronosyltransferase,16.1144,16.082,16.071,16.5057,17.0981,17.4663,17.1471,17.6781,3.26762,2.51E-05,-1.15414,-6.69207,+
"B0035,1",-3.347,4.72362,Q9U3S8,Uncharacterized protein,14.8088,14.9543,15.5399,15.3872,18.2138,19.0578,18.1392,18.6675,4.72362,0,-3.347,-12.1501,+
lin-41,2.22644,3.50891,Q9U489,Protein lin-41,16.6207,15.8198,16.8311,16.585,14.2999,14.3377,13.6736,14.6396,3.50891,2.87E-05,2.22644,7.41287,+
unc-70,-1.51453,4.273,Q9U9J8,Spectrin beta chain,17.618,17.6998,17.4691,17.5749,18.9428,19.0875,18.881,19.5086,4.273,0,-1.51453,-10.1456,+
"CELE_W04B5,5",-2.65971,3.51839,Q9UA62,Uncharacterized protein,12.1036,12.1777,11.3975,11.1229,14.3668,14.0449,13.9805,15.0481,3.51839,2.89E-05,-2.65971,-7.44244,+
mrpl-30,-2.07992,2.4434,Q9UA63,"Mitochondrial Ribosomal Protein, Large",13.9026,15.6932,13.7396,14.4395,16.7199,16.5916,16.3749,16.4082,2.4434,0.000454615,-2.07992,-4.62341,+
rab-1,-0.933578,1.76022,Q9UAQ6,RAB family,18.2575,18.3141,17.8825,18.1086,19.5534,18.3465,18.9912,19.4059,1.76022,0.0021937,-0.933578,-3.25445,+
"CELE_D2063,1",0.752028,2.35107,Q9UAT1,Uncharacterized protein,15.3226,15.3744,15.0193,15.236,14.425,14.3489,14.2453,14.9251,2.35107,0.000512896,0.752028,4.42314,+
mct-2,-3.70931,4.0629,Q9UAT3,MonoCarboxylate Transporter family,15.9598,15.1308,15.4709,16.2031,19.5282,19.6369,18.4882,19.9485,4.0629,0,-3.70931,-9.31811,+
ubh-1,-0.824734,0.812462,Q9UAV3,Ubiquitin carboxyl-terminal hydrolase,12.8229,13.1143,14.565,13.0797,13.9297,14.2388,13.624,15.0883,0.812462,0.0342354,-0.824734,-1.63103,+
mdh-1,-2.06823,2.38321,Q9UAV5,Malate dehydrogenase,18.3421,18.0943,19.2509,19.2171,20.4298,21.602,20.0264,21.1192,2.38321,0.000467513,-2.06823,-4.49225,+
acs-1,-5.54417,4.21542,Q9UAV8,Fatty Acid CoA Synthetase family,11.3066,10.8633,12.0334,12.7851,17.0445,17.8568,16.3613,17.9026,4.21542,0,-5.54417,-9.91249,+
"CELE_T12B3,3",-1.84657,2.44819,Q9UAW8,Uncharacterized protein,13.6827,13.5923,12.9966,14.7667,15.4429,16.0238,15.3344,15.6235,2.44819,0.000455309,-1.84657,-4.63395,+
"CELE_T12B3,2",-1.2963,1.83299,Q9UAW9,Uncharacterized protein,13.4987,12.1531,13.8421,12.7278,14.2701,14.3025,14.3957,14.4386,1.83299,0.00176168,-1.2963,-3.38923,+
rpac-40,-1.47262,2.93972,Q9UAY9,RNA Polymerase I/III (A/C) shared subunit,15.414,15.2111,15.6485,15.5338,16.949,16.572,16.5937,17.5832,2.93972,8.65E-05,-1.47262,-5.80247,+
"CELE_Y49G5A,1",-3.07178,4.34202,Q9UAZ2,Uncharacterized protein,12.8968,12.5703,13.1025,12.808,15.4667,15.5947,15.9194,16.6839,4.34202,0,-3.07178,-10.4315,+
"CELE_Y60C6A,1",-1.56849,0.657407,Q9UAZ5,Uncharacterized protein,13.1366,9.54779,14.766,13.4976,14.0935,13.8866,14.2267,15.0151,0.657407,0.0564152,-1.56849,-1.36882,
gba-4,-1.26438,1.34834,Q9UB00,Putative glucosylceramidase 4,14.434,13.4159,12.3895,12.7313,14.2254,14.2611,14.3929,15.1489,1.34834,0.00656716,-1.26438,-2.52735,+
let-805,-1.17578,4.48883,Q9UB28,Myotactin form B,17.2802,17.3322,16.8911,17.1355,18.3534,18.2379,18.3231,18.4278,4.48883,0,-1.17578,-11.0643,+
lem-2,-0.373105,1.02965,Q9XTB5,LEM protein 2,16.4548,16.8016,16.7483,16.811,16.8251,17.0399,16.883,17.56,1.02965,0.0170291,-0.373105,-1.99243,+
"B0250,5",-1.19757,2.47678,Q9XTI0,"Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial",15.76,15.8569,15.6797,15.7628,17.5303,16.3755,16.7516,17.1924,2.47678,0.000440154,-1.19757,-4.69716,+
gob-1,-1.26687,3.10413,Q9XTQ5,Trehalose-phosphatase,13.2363,12.6136,13.3284,13.4388,14.2025,14.4313,14.4382,14.6126,3.10413,6.67E-05,-1.26687,-6.23633,+
suox-1,-1.87814,5.55196,Q9XTQ8,SUlfite OXidase,14.5745,14.7081,14.8267,14.8627,16.3904,16.7982,16.5695,16.7266,5.55196,0,-1.87814,-16.8356,+
scav-3,0.39159,0.189066,Q9XTT3,SCAVenger receptor (CD36 family) related,16.2439,15.9805,16.1273,16.0091,13.3425,16.7692,16.7661,15.9168,0.189066,0.355606,0.39159,0.481761,
ani-1,-0.456618,1.60493,Q9XTT4,Anillin-like protein 1,13.7788,14.1811,13.8152,14.2247,14.3702,14.4055,14.3051,14.7455,1.60493,0.00322899,-0.456618,-2.97379,+
rpt-6,-1.53918,3.35829,Q9XTT9,"Proteasome Regulatory Particle, ATPase-like",16.8132,16.8239,16.4598,16.8882,17.887,18.248,18.1719,18.8348,3.35829,2.64E-05,-1.53918,-6.95592,+
"CELE_Y49E10,18",-1.17444,2.51124,Q9XTU3,Uncharacterized protein,13.321,13.5288,13.0798,12.9204,14.0167,14.3192,14.2358,14.976,2.51124,0.000444444,-1.17444,-4.77408,+
"CELE_Y49E10,16",0.0829372,0.0544795,Q9XTU5,Uncharacterized protein,13.8812,13.9801,13.5556,15.3458,13.7602,14.1084,13.4478,15.1145,0.0544795,0.740152,0.0829372,0.154733,
snr-6,1.94993,3.68863,Q9XTU6,Probable small nuclear ribonucleoprotein E,16.8748,16.8848,16.8043,17.0609,14.6104,14.4834,15.3793,15.352,3.68863,3.26E-05,1.94993,7.99042,+
"CELE_Y49E10,4",-4.34399,2.01352,Q9XTU8,Uncharacterized protein,12.5415,12.6288,11.6839,7.73846,15.2023,15.5353,15.4152,15.8157,2.01352,0.00107868,-4.34399,-3.73377,+
glrx-5,-1.9431,3.09029,Q9XTU9,Glutaredoxin,16.3211,16.238,15.9024,17.1703,18.2212,18.3241,18.0579,18.8009,3.09029,6.61E-05,-1.9431,-6.19888,+
"CELE_H21P03,2",-3.29424,2.12878,Q9XTV3,Uncharacterized protein,12.4858,15.0686,15.552,15.3471,17.9684,19.0762,17.3864,17.1994,2.12878,0.000816049,-3.29424,-3.96208,+
mbf-1,0.0424504,0.0400499,Q9XTV4,MBF (Multiprotein bridging factor) transcriptional coactivator,18.3811,18.4393,18.2259,18.5532,19.1135,18.1982,17.4291,18.6889,0.0400499,0.805516,0.0424504,0.115383,
"H03A11,1",-1.3114,1.46972,Q9XTW2,Extracellular serine/threonine protein kinase CeFam20,14.4346,15.5577,14.3868,15.0367,16.4259,16.0746,17.0141,15.1469,1.46972,0.00463264,-1.3114,-2.7362,+
sbt-1,-1.37635,2.67251,Q9XTY3,Seven B Two (Mammalian 7BT prohormone convertase chaperone) homolog,14.6767,15.0752,14.0951,14.5347,16.0507,15.4737,16.0681,16.2947,2.67251,0.000262322,-1.37635,-5.14499,+
vha-20,2.25686,1.54148,Q9XTY9,Vacuolar H ATPase,18.0297,18.0551,15.0024,18.1917,15.292,14.9498,14.6755,15.3343,1.54148,0.00393502,2.25686,2.86158,+
rsp-8,-2.76114,4.07668,Q9XTZ2,SR Protein (Splicing factor),15.3817,15.3054,14.5761,15.1283,17.7219,17.8954,18.4661,17.3526,4.07668,0,-2.76114,-9.37048,+
"C18D11,3",-1.06468,1.41222,Q9XTZ3,Uncharacterized protein,13.9622,15.2697,14.6342,14.0873,14.7476,15.7267,15.9342,15.8036,1.41222,0.00550634,-1.06468,-2.6368,+
"C18D11,1",0.744752,1.25622,Q9XTZ4,Uncharacterized protein,15.1272,14.5008,15.5628,15.7368,14.3102,14.4055,14.2981,14.9347,1.25622,0.00851141,0.744752,2.37113,+
maa-1,-3.82643,4.69976,Q9XTZ5,Membrane Associated Acyl-CoA binding protein,10.5354,10.8296,9.92165,10.7517,14.4349,14.0907,13.8503,14.9682,4.69976,0,-3.82643,-12.0355,+
sca-1,-2.58457,3.26043,Q9XU13,Calcium-transporting ATPase,16.7631,17.09,17.0105,17.7653,19.1476,19.7214,19.4542,20.6439,3.26043,2.48E-05,-2.58457,-6.67149,+
hxk-2,-1.71235,4.60558,Q9XU15,Phosphotransferase,15.0765,15.3476,15.4124,15.4347,16.7809,16.8622,17.2757,17.2017,4.60558,0,-1.71235,-11.5925,+
"B0379,1",-1.76892,3.00173,Q9XU45,Uncharacterized protein,15.6317,15.669,16.1278,16.0942,17.3403,17.3878,17.4276,18.4426,3.00173,6.34E-05,-1.76892,-5.96336,+
ensa-1,-1.78406,2.97656,Q9XU56,ENdoSulfine Alpha,16.1979,16.8227,16.0463,16.0769,18.5667,17.4124,18.2178,18.0831,2.97656,8.79E-05,-1.78406,-5.89766,+
rbd-1,-2.41198,3.29946,Q9XU67,RBD (RNA binding domain) protein,14.842,15.0311,14.213,14.6042,17.5972,16.2887,16.9039,17.5483,3.29946,2.56E-05,-2.41198,-6.7838,+
trpp-6,0.416773,0.278731,Q9XU81,TRansport Protein Particle,14.3163,14.4384,13.2152,15.3691,13.2821,13.1053,14.3579,14.9265,0.278731,0.234164,0.416773,0.67243,
uda-1,-1.2829,3.02106,Q9XU84,Nucleoside-diphosphatase uda-1,13.124,13.3037,12.9591,12.8695,14.2946,13.8916,14.3805,14.8212,3.02106,6.38E-05,-1.2829,-6.01417,+
