geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value eat2_d1_N2_d1,log2FC,Student's T-test Test statistic eat2_d1_N2_d1,Sign p-val: 0.05 
pas-3,0.0619249,0.198822,Q9N599,Proteasome subunit alpha type-4,17.0808,16.9514,17.0306,17.1359,16.8821,17.3129,16.7725,16.9834,0.198822,0.741483,0.0619249,0.503332,
spe-5,0.0862763,0.0628175,Q9N5A0,Uncharacterized protein,12.8254,14.9922,14.1355,14.0741,14.2041,14.154,13.9741,13.3499,0.0628175,0.912653,0.0862763,0.177001,
"CELE_W08E12,7",-0.270675,1.30731,Q9N5B3,Uncharacterized protein,17.7789,18.0866,18.152,18.0632,18.0955,18.3504,18.4387,18.2789,1.30731,0.140207,-0.270675,-2.45756,
rme-1,-0.0820127,0.257196,Q9N5B7,Receptor Mediated Endocytosis,17.523,17.3232,17.1751,17.4631,17.4535,17.2069,17.4319,17.7201,0.257196,0.681722,-0.0820127,-0.628066,
"CELE_W02H5,8",0.438205,0.585475,Q9N5C4,Uncharacterized protein,14.1475,14.2502,13.4037,13.5403,13.1469,13.7285,13.977,12.7366,0.585475,0.414588,0.438205,1.24447,
lron-8,0.358613,0.392235,Q9N5D7,ELRR (Extracellular Leucine-Rich Repeat) ONly,15.3879,13.9633,13.614,13.9199,13.8555,14.0272,13.7808,13.7871,0.392235,0.554007,0.358613,0.894937,
thoc-1,0.147027,0.32827,Q9N5E3,THO Complex (Transcription factor/nuclear export) subunit,14.0633,14.474,14.5715,14.0408,14.375,14.0524,13.8067,14.3274,0.32827,0.610906,0.147027,0.771669,
"CELE_T02H6,11",-0.0408196,0.0959191,Q9N5E4,Uncharacterized protein,18.8375,18.3641,18.3503,18.443,18.7171,18.4938,18.2613,18.6859,0.0959191,0.869326,-0.0408196,-0.262349,
"CELE_R193,2",0.187935,0.405428,Q9N5F6,Uncharacterized protein,15.6613,15.2018,15.8646,15.8897,15.6409,15.2684,15.2266,15.7298,0.405428,0.542447,0.187935,0.919784,
dhs-14,0.0173399,0.0656557,Q9N5G3,"DeHydrogenases, Short chain",15.7283,15.6599,15.5929,15.8619,15.5319,15.7066,15.6469,15.8882,0.0656557,0.909622,0.0173399,0.184506,
"CELE_H43E16,1",0.0126331,0.00813852,Q9N5K0,Uncharacterized protein,12.7194,12.5217,12.6205,12.9335,13.5737,11.3411,12.435,13.3947,0.00813852,0.988874,0.0126331,0.0242562,
sacy-1,0.093895,0.152764,Q9N5K1,Suppressor of ACY-4 sterility,15.4431,14.9044,15.0198,15.4464,15.4626,14.6232,15.0124,15.34,0.152764,0.799534,0.093895,0.399362,
rpb-5,-0.177593,0.70524,Q9N5K2,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",15.0183,15.577,15.2324,15.4306,15.4791,15.5091,15.4542,15.5263,0.70524,0.344833,-0.177593,-1.45041,
syp-4,0.00166512,0.00366168,Q9N5K3,Uncharacterized protein,14.0059,13.6059,13.8968,13.7204,13.5772,13.8756,13.6487,14.1208,0.00366168,0.993281,0.00166512,0.0109686,
"CELE_H24K24,4",0.0593376,0.111098,Q9N5L0,Uncharacterized protein,14.604,14.4824,14.3198,14.8225,14.381,14.7013,14.083,14.826,0.111098,0.850848,0.0593376,0.300018,
pdf-2,0.000319958,0.000481978,Q9N5M2,Prefoldin subunit 2,16.5037,15.7163,15.7843,15.8971,16.2763,15.7801,15.7462,16.0976,0.000481978,0.998981,0.000319958,0.00144903,
scl-12,4.42936,5.76865,Q9N5N3,SCP-Like extracellular protein,14.3745,14.1923,14.2351,14.8018,10.266,9.46983,10.3086,9.84171,5.76865,0,4.42936,18.3214,+
scl-13,3.83484,5.80239,Q9N5N4,SCP-Like extracellular protein,14.1839,13.7565,13.2472,14.0262,10.0184,9.93582,9.92577,9.99449,5.80239,0,3.83484,18.5639,+
spt-16,-0.0844173,0.616245,Q9N5R9,FACT complex subunit spt-16,14.97,15.1832,14.967,15.0103,15.217,15.1275,15.1014,15.0221,0.616245,0.394674,-0.0844173,-1.29794,
"CELE_F49H12,5",-0.0955329,0.378778,Q9N5S7,Uncharacterized protein,15.0029,14.834,14.762,15.1483,14.8998,14.9651,15.0528,15.2116,0.378778,0.567086,-0.0955329,-0.869402,
acl-4,0.918431,1.54236,Q9N5S8,ACyLtransferase-like,12.4663,12.4894,11.4956,12.0736,11.0857,11.1239,10.8014,11.8401,1.54236,0.101742,0.918431,2.86313,
"CELE_T22F3,3",0.522945,1.86819,Q9N5U1,"Alpha-1,4 glucan phosphorylase",18.0047,18.1184,17.6331,18.2661,17.3316,17.431,17.515,17.653,1.86819,0.0669317,0.522945,3.45524,
cdc-73,-0.10273,0.173201,Q9N5U5,Cell division cycle protein 73,13.657,13.786,13.71,13.3118,13.7481,13.5763,14.2638,13.2875,0.173201,0.77365,-0.10273,-0.44618,
imb-3,-0.12162,0.90104,Q9N5V3,IMportin Beta family,17.4909,17.469,17.2061,17.4382,17.5161,17.4738,17.5452,17.5557,0.90104,0.25706,-0.12162,-1.77876,
"C53D5,5",-0.17748,0.633092,Q9N5V4;V6CLP9,Uncharacterized protein,13.5388,13.8824,13.5482,13.6186,13.5789,14.0998,13.8235,13.7957,0.633092,0.388741,-0.17748,-1.32704,
"C39B5,6",0.355004,0.769896,Q9N5X5,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",14.5317,14.2468,14.0675,14.4957,13.6356,13.6508,14.2107,14.4246,0.769896,0.314413,0.355004,1.55963,
"C15F1,1",0.355448,0.589404,Q9N5X8,Uncharacterized protein,14.3808,13.2614,13.9122,14.24,13.4438,13.4826,13.445,14.0011,0.589404,0.412346,0.355448,1.25133,
art-1,-0.0803204,0.268922,Q9N5Y2,Probable very-long-chain enoyl-CoA reductase art-1,16.8612,17.042,16.545,17.004,16.8754,16.9733,16.856,17.0688,0.268922,0.670606,-0.0803204,-0.652323,
vps-28,-0.313402,1.06545,Q9NA26,Vacuolar protein sorting-associated protein 28 homolog,15.2213,15.0897,14.8565,14.7,15.5131,15.3305,15.2388,15.0388,1.06545,0.201127,-0.313402,-2.05195,
"CELE_Y73F8A,27",-0.523855,5.40914,Q9NA32,Uncharacterized protein,14.4204,14.3098,14.2763,14.3607,14.8723,14.878,14.8756,14.8365,5.40914,0,-0.523855,-15.9206,+
ccg-1,-0.0851502,0.342238,Q9NA39,Conserved Cysteine/Glycine domain protein,17.114,17.5209,17.2823,17.2663,17.1967,17.388,17.4994,17.44,0.342238,0.597004,-0.0851502,-0.799016,
"CELE_Y57A10A,13",0.0464504,0.124563,Q9NA69,Uncharacterized protein,13.0067,12.6657,12.5934,13.0305,12.8733,12.5378,12.8141,12.8853,0.124563,0.835111,0.0464504,0.332739,
"Y57A10A,29",1.05556,1.68711,Q9NA72,"Succinate dehydrogenase assembly factor 2, mitochondrial",14.514,13.7215,13.3222,13.6067,12.0882,13.0874,12.8359,12.9306,1.68711,0.0840206,1.05556,3.1212,
"CELE_Y57A10A,26",0.239507,2.19818,Q9NA74,Uncharacterized protein,16.1979,16.3674,16.297,16.413,15.9999,16.1319,16.042,16.1435,2.19818,0.0426387,0.239507,4.10298,+
"Y57A10A,10",0.679792,0.872515,Q9NA75,"Trimeric intracellular cation channel type 1B,1",15.4212,15.0925,15.3377,15.6244,14.3872,14.0219,14.5828,15.7648,0.872515,0.268788,0.679792,1.73128,
"CELE_Y57A10A,23",-0.668263,1.38165,Q9NA78,Uncharacterized protein,16.0763,16.4068,16.6512,16.7459,16.6738,17.4977,17.4942,16.8876,1.38165,0.125675,-0.668263,-2.58429,
sinh-1,0.0212741,0.0213971,Q9NA80,Stress-activated map kinase-interacting protein 1 homolog,14.1937,14.7519,15.4321,14.0213,14.6505,14.6103,14.7984,14.2548,0.0213971,0.9675,0.0212741,0.0628526,
aat-9,0.177453,0.204974,Q9NA91,Amino Acid Transporter,13.7831,13.9151,13.8503,13.1517,13.1715,12.9473,14.2876,13.584,0.204974,0.734397,0.177453,0.516819,
"CELE_Y53F4B,23",-0.420445,0.952095,Q9NA97,Uncharacterized protein,13.2802,13.6537,12.8147,13.2558,13.6601,13.3551,14.0627,13.6083,0.952095,0.238864,-0.420445,-1.86362,
arp-1,-0.045162,0.0994431,Q9NA98,Actin-Related Proteins,16.2401,16.0503,15.7512,16.0632,16.4373,16.0892,15.908,15.8509,0.0994431,0.864332,-0.045162,-0.271171,
"Y53F4B,13",-0.132087,0.174722,Q9NAA5,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,13.9605,13.4538,13.0194,12.7754,13.5144,13.5297,13.6557,13.0377,0.174722,0.771432,-0.132087,-0.449619,
nsun-5,0.071245,0.0803326,Q9NAA7,Nop2 (NOP2)/SUN domain family member,13.1949,13.3104,12.9734,14.3929,13.3027,13.3263,13.4564,13.5013,0.0803326,0.888985,0.071245,0.22274,
gst-39,-0.0107548,0.0339589,Q9NAB0,Glutathione S-Transferase,15.9735,15.9674,16.0158,15.6627,15.737,15.8968,16.0915,15.9369,0.0339589,0.950441,-0.0107548,-0.0984446,
gst-29,0.725575,2.35615,Q9NAB1,Glutathione S-Transferase,12.6315,12.2282,12.5743,12.8929,11.848,12.1095,11.6972,11.7699,2.35615,0.0344585,0.725575,4.43402,+
gst-28,0.558923,1.12874,Q9NAB2,Glutathione S-Transferase,16.6566,17.0014,16.532,17.4812,16.0748,16.5537,16.6693,16.1377,1.12874,0.181806,0.558923,2.15737,
gst-27,0.457625,0.65388,Q9NAB3,Glutathione S-Transferase,16.8401,17.4726,16.9377,18.1232,16.4095,17.0646,17.0949,16.9742,0.65388,0.374028,0.457625,1.36278,
gst-26,0.106467,0.241057,Q9NAB4,Glutathione S-Transferase,16.73,16.9528,16.6031,16.6234,17.094,16.4961,16.51,16.3834,0.241057,0.697406,0.106467,0.594268,
"CELE_Y53F4B,18",0.47146,1.13162,Q9NAB7,Uncharacterized protein,14.3736,14.4195,13.7332,14.4612,13.5657,14.086,13.9112,13.5388,1.13162,0.181343,0.47146,2.16217,
"CELE_Y53F4B,3",0.166898,0.159766,Q9NAC5,Uncharacterized protein,13.0443,12.2376,11.208,12.3991,11.82,12.2105,12.3377,11.8533,0.159766,0.790545,0.166898,0.415532,
sta-1,0.776699,1.24521,Q9NAD6,Signal transducer and activator of transcription 1,13.7438,13.5692,12.7605,14.0779,12.9185,13.1814,12.4561,12.4886,1.24521,0.151933,0.776699,2.35258,
"Y51H4A,7",0.647275,1.87364,Q9NAE2,Probable urocanate hydratase,15.793,15.3616,15.1315,15.8097,15.0416,14.7309,14.7337,15.0004,1.87364,0.0662598,0.647275,3.46551,
pinn-4,0.19018,1.30023,Q9NAF9,Peptidyl-prolyl cis-trans isomerase,16.2792,16.0802,16.1031,16.1891,16.1455,15.964,15.9386,15.8429,1.30023,0.141085,0.19018,2.44556,
mrpl-20,-0.372713,2.08333,Q9NAG2,"Mitochondrial Ribosomal Protein, Large",14.313,14.1743,14.0736,14.2631,14.6476,14.3447,14.6119,14.7107,2.08333,0.0496169,-0.372713,-3.87122,+
mac-1,0.381153,0.869242,Q9NAG4,Member of AAA family binding CED-4,15.0335,14.152,14.4002,14.7998,14.3332,13.993,14.1123,14.4225,0.869242,0.269837,0.381153,1.72583,
"CELE_Y48C3A,3",0.0123875,0.0339723,Q9NAG5,Uncharacterized protein,14.605,14.3048,14.1135,14.303,14.2951,14.3976,14.122,14.4619,0.0339723,0.95062,0.0123875,0.0984821,
teg-1,-0.0560999,0.0917913,Q9NAH3,Tumorous Enhancer of Glp-1(Gf),14.5761,14.0687,13.8781,14.5832,14.6628,14.0491,14.2127,14.4058,0.0917913,0.87415,-0.0560999,-0.251954,
"Y47D3A,21",-0.222543,0.497686,Q9NAH4,Density-regulated protein homolog,15.1712,14.737,15.1888,15.7177,15.5136,15.3553,15.4682,15.3677,0.497686,0.476609,-0.222543,-1.08908,
rsks-1,-0.154433,0.443539,Q9NAH6,Ribosomal protein S6 kinase beta,15.2769,15.534,15.1211,15.6676,15.4528,15.5508,15.8229,15.3909,0.443539,0.51728,-0.154433,-0.990602,
aakb-2,0.0570378,0.0936916,Q9NAH7,AMP-Activated Kinase Beta subunit,14.7777,13.9916,14.1716,14.2857,14.632,14.0162,14.0326,14.3176,0.0936916,0.871908,0.0570378,0.256748,
"CELE_Y39G8B,1",0.0978427,0.213747,Q9NAI5,Uncharacterized protein,17.2772,17.2133,17.5052,17.3531,16.9394,17.661,17.3752,16.9818,0.213747,0.724756,0.0978427,0.535905,
"CELE_Y38E10A,24",0.0217576,0.0498756,Q9NAI7,Uncharacterized protein,15.3935,15.3924,15.8947,15.7493,15.5715,15.7866,15.6105,15.3742,0.0498756,0.928093,0.0217576,0.142293,
"CELE_Y38E10A,17",-0.450408,0.206443,Q9NAJ4,Uncharacterized protein,15.4817,17.9329,17.7315,16.3124,15.5262,18.305,18.1575,17.2715,0.206443,0.732404,-0.450408,-0.520028,
clec-4,-0.517435,0.85533,Q9NAK5,C-type LECtin,12.2453,11.0246,11.6601,11.3858,12.2924,11.7016,11.9731,12.4183,0.85533,0.275911,-0.517435,-1.70264,
"Y105C5B,9",0.194525,0.379011,Q9NAM7,Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog,14.2882,14.0138,13.6139,13.7423,13.6235,14.0672,13.8856,13.3037,0.379011,0.566843,0.194525,0.869846,
uba-2,0.153995,0.400898,Q9NAN1,SUMO-activating enzyme subunit uba-2,15.6956,15.1533,15.1538,15.5397,15.4401,15.3054,14.9756,15.2055,0.400898,0.546777,0.153995,0.911272,
par-6,-0.32084,0.310531,Q9NAN2,Partitioning defective protein 6,13.9291,12.2164,13.416,12.921,13.6122,12.9806,13.1421,14.0309,0.310531,0.626428,-0.32084,-0.736554,
mrps-15,-0.65163,1.36702,Q9NAP9,"28S ribosomal protein S15, mitochondrial",14.2992,14.0562,14.2528,13.9597,14.3143,15.0731,14.4619,15.3251,1.36702,0.129256,-0.65163,-2.55926,
"CELE_JC8,2",-0.30033,0.830015,Q9NAQ2,Uncharacterized protein,15.1752,14.755,14.5119,14.888,15.4583,15.0161,14.9236,15.1335,0.830015,0.287315,-0.30033,-1.66038,
tim-22,0.0250597,0.0175586,Q9NAQ9,Mitochondrial import inner membrane translocase subunit tim-22,13.3028,12.4395,13.3466,13.3723,13.0247,12.0473,13.1485,14.1403,0.0175586,0.972208,0.0250597,0.0517912,
col-124,1.13962,1.06662,Q9NAR3,COLlagen,15.3413,16.9004,17.4696,16.0698,14.5382,15.956,15.5371,15.1914,1.06662,0.20086,1.13962,2.05389,
lis-1,0.165983,0.540032,Q9NDC9,Lissencephaly-1 homolog,14.6989,14.5235,14.3602,14.5321,14.5262,13.9913,14.4641,14.4692,0.540032,0.445414,0.165983,1.16461,
mrps-35,-0.119355,0.545316,Q9NEI6,"Mitochondrial Ribosomal Protein, Small",15.4772,15.4701,15.211,15.5552,15.5268,15.5153,15.7382,15.4106,0.545316,0.441666,-0.119355,-1.17396,
ssl-1,-0.331885,0.516068,Q9NEL2,Helicase ssl-1,11.8298,12.9317,13.0496,12.6747,12.9494,12.6516,13.1455,13.0668,0.516068,0.461316,-0.331885,-1.12201,
"CELE_Y111B2A,3",-0.0829704,0.123533,Q9NEM5,Uncharacterized protein,13.1739,13.2172,12.6193,13.7512,13.1568,13.1062,13.5456,13.2848,0.123533,0.835944,-0.0829704,-0.330258,
rps-6,-0.172253,1.27574,Q9NEN6,40S ribosomal protein S6,19.8587,20.0289,19.7123,19.9771,20.1015,20.0358,20.0704,20.0582,1.27574,0.145945,-0.172253,-2.4041,
fat-1,-0.535708,3.22181,Q9NEQ0,Omega-3 fatty acid desaturase fat-1,14.2958,14.5021,14.351,14.4338,15.1298,14.906,14.8338,14.856,3.22181,0.011443,-0.535708,-6.56183,+
"CELE_Y59A8B,12",-0.00135756,0.00142241,Q9NEQ5,Uncharacterized protein,13.6751,13.4264,12.5039,13.6914,13.7607,13.1357,13.1157,13.29,0.00142241,0.997697,-0.00135756,-0.00427173,
"CELE_Y59A8B,8",-0.057075,0.0960848,Q9NEQ8,Uncharacterized protein,13.8324,14.4439,13.9965,14.3476,14.1323,14.5964,14.3009,13.8191,0.0960848,0.869539,-0.057075,-0.262765,
"CELE_Y39B6A,1",-4.17518,0.754428,Q9NES7,Uncharacterized protein,10.5551,10.1669,11.3925,0,11.2044,12.8402,12.995,11.7755,0.754428,0.319852,-4.17518,-1.53359,
pph-5,0.0713079,0.28696,Q9NES8,Serine/threonine-protein phosphatase 5,15.6671,15.2533,15.5305,15.5923,15.5707,15.3684,15.3518,15.467,0.28696,0.64996,0.0713079,0.689177,
"CELE_Y39B6A,5",-0.290902,0.901855,Q9NET2,Uncharacterized protein,13.6286,13.8319,13.4212,14.1046,13.9951,14.1686,14.1385,13.8477,0.901855,0.257005,-0.290902,-1.78012,
"CELE_Y39B6A,10",0.591137,0.169663,Q9NET7,Uncharacterized protein,12.3604,8.72659,10.5754,12.1042,12.056,8.07067,9.03053,12.2449,0.169663,0.776557,0.591137,0.438155,
pro-3,-0.379052,1.33099,Q9NEU2,Protein SDA1 homolog,14.272,13.9824,14.0051,14.5213,14.5534,14.4029,14.5393,14.8015,1.33099,0.137073,-0.379052,-2.49781,
tgt-2,0.402835,0.397371,Q9NEU3,Queuine tRNA-ribosyltransferase accessory subunit 2,13.0174,14.2947,14.1983,12.7501,13.5318,12.6211,13.1105,13.3857,0.397371,0.549767,0.402835,0.904631,
"Y39B6A,33",-0.44065,1.28589,Q9NEU5,"Uncharacterized protein Y39B6A,33",13.725,14.058,13.3006,13.6513,13.868,14.1214,14.1889,14.3191,1.28589,0.144163,-0.44065,-2.42126,
spin-4,-1.84792,0.690734,Q9NEW5,SPINster (Drosophila lysosomal permease) homolog,11.7806,12.4267,12.9751,13.2908,12.4384,17.4655,15.6025,12.3585,0.690734,0.351777,-1.84792,-1.42575,
rsp-3,-0.552763,4.19278,Q9NEW6,"Probable splicing factor, arginine/serine-rich 3",17.2543,17.0655,17.1756,17.0607,17.6683,17.6478,17.7851,17.666,4.19278,0.00340984,-0.552763,-9.82218,+
elpc-2,-0.319692,0.370431,Q9NEW7,ELongator complex Protein Component,12.7495,14.2532,13.4608,13.4077,14.0314,13.955,14.0149,13.1487,0.370431,0.575149,-0.319692,-0.853463,
"CELE_Y105E8A,11",-0.366985,2.07785,Q9NEY7,Uncharacterized protein,15.7109,15.8026,15.712,15.8959,15.9708,16.3737,16.0954,16.1495,2.07785,0.0496489,-0.366985,-3.86034,+
unc-95,-0.034095,0.0995882,Q9NEZ5,Uncharacterized protein,16.0814,15.7583,15.6839,15.9331,16.1552,15.7954,15.8719,15.7707,0.0995882,0.86422,-0.034095,-0.271533,
ech-7,0.535465,1.33167,Q9NEZ8,Enoyl-CoA Hydratase,17.0303,16.9389,16.4199,16.8356,16.6288,16.1166,15.8856,16.4517,1.33167,0.13691,0.535465,2.49896,
hprt-1,0.1174,0.33169,Q9NF11,Hypoxanthine PhosphoRibosylTransferase homolog,18.2135,17.7724,17.9323,17.9073,18.07,17.5304,17.7816,17.9737,0.33169,0.607353,0.1174,0.778389,
"CELE_Y105E8A,2",-0.26787,1.32587,Q9NF22,Uncharacterized protein,14.0207,13.8746,13.7852,13.7463,14.3049,13.8842,14.1888,14.1204,1.32587,0.137657,-0.26787,-2.48909,
mdf-2,0.991954,2.23103,Q9NGT3,MAD (Yeast Mitosis arrest DeFicient) related,12.9859,12.3479,12.1778,12.2288,11.7654,11.4514,11.5022,11.0537,2.23103,0.0408571,0.991954,4.17063,+
ced-2,0.386893,0.569854,Q9NHC3,Cell death abnormality protein 2,13.5505,12.4849,12.7799,13.1786,12.8657,11.9626,12.807,12.8111,0.569854,0.424736,0.386893,1.21715,
oaz-1,0.344002,0.10266,Q9NHZ6,Ornithine decarboxylase antizyme,8.90678,13.1698,12.8377,8.94859,11.6764,10.1199,10.2195,10.471,0.10266,0.861904,0.344002,0.279184,
hrp-2,0.1352,0.382605,Q9NLD1,HnRNP A1 homolog,16.7841,16.9611,16.6572,17.357,16.8731,16.7905,16.7918,16.7632,0.382605,0.563815,0.1352,0.876683,
msp-77,-0.265742,0.619141,Q9TVW5,Major sperm protein 77/79,16.9882,17.4156,16.5967,16.919,17.4618,17.3614,17.2271,16.9322,0.619141,0.394542,-0.265742,-1.30295,
par-1,0.0654297,0.189262,Q9TW45,Serine/threonine-protein kinase par-1,14.4526,14.493,14.0851,14.6059,14.5028,14.1398,14.3523,14.3799,0.189262,0.754105,0.0654297,0.482196,
dys-1,-0.0556824,0.0300717,Q9TW65;V6CJD7;V6CLR8;V6CLV8,Dystrophin-1;DYStrophin related;DYStrophin related;DYStrophin related,11.5697,12.2761,10.5869,11.7961,11.5197,10.2011,12.6868,12.044,0.0300717,0.956947,-0.0556824,-0.0875277,
png-1,0.714983,0.581758,Q9TW67,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,13.5766,13.924,12.7079,13.8651,11.3502,13.6661,12.9821,13.2153,0.581758,0.418097,0.714983,1.23798,
ubxn-1,-0.00815487,0.0299245,Q9TXH9,UBX-containing protein in Nematodes,16.8276,16.6243,16.5984,16.8948,16.6395,16.7271,16.7022,16.9089,0.0299245,0.95696,-0.00815487,-0.0871127,
did-2,0.111979,0.374269,Q9TXI3,"Doa4-Independent Degradation, homologous to yeast Did2",16.7511,16.581,16.706,17.162,16.7044,16.7551,16.5986,16.694,0.374269,0.571446,0.111979,0.860802,
"CELE_F23C8,5",0.108485,0.368532,Q9TXI4,Uncharacterized protein,18.7494,18.477,18.5115,18.519,18.1348,18.5956,18.476,18.6165,0.368532,0.576981,0.108485,0.849826,
vps-34,0.586291,2.8461,Q9TXI7,Phosphatidylinositol 3-kinase catalytic subunit type 3,10.6628,10.2086,10.401,10.5821,9.86733,9.81409,9.9571,9.87082,2.8461,0.0193307,0.586291,5.56568,+
"CELE_F54E2,1",-0.487838,0.750269,Q9TXK1,Uncharacterized protein,15.9022,14.8606,15.6894,15.2453,16.2974,15.5817,15.4861,16.2836,0.750269,0.32194,-0.487838,-1.52658,
atg-9,1.37118,1.71409,Q9TXN6,Autophagy-related protein 9,11.9054,12.0054,10.1463,11.1032,9.86032,9.93498,9.88189,9.99839,1.71409,0.0810145,1.37118,3.17012,
rps-27,0.23068,0.577286,Q9TXP0,40S ribosomal protein S27,18.313,18.7921,18.2811,18.3735,17.9534,18.4562,18.4643,17.9629,0.577286,0.419784,0.23068,1.23017,
tank-1,1.22493,0.449427,Q9TXQ1,Tankyrase-like protein,14.5896,12.6791,13.1244,18.0728,13.3066,13.5283,13.354,13.3773,0.449427,0.512812,1.22493,1.00143,
"CELE_T04G9,7",0.145748,0.302348,Q9TXQ6,Uncharacterized protein,15.3653,14.7781,14.8665,14.7545,15.0339,14.6211,14.4846,15.0418,0.302348,0.634297,0.145748,0.720201,
"C01G5,9",0.0411375,0.00617533,Q9TXQ7,Uncharacterized protein,8.14497,14.4776,12.531,7.73075,9.98414,13.7787,12.1001,6.85687,0.00617533,0.990627,0.0411375,0.0184457,
msh-2,-0.13393,0.101178,Q9TXR4,MSH (MutS Homolog) family,13.6803,13.101,12.6896,13.721,12.2368,13.8116,13.5256,14.1536,0.101178,0.86327,-0.13393,-0.275497,
"CELE_F56B3,11",0.0820475,0.243675,Q9TXR7,Uncharacterized protein,15.8413,15.5971,15.7901,15.989,15.6709,15.5269,15.6526,16.0389,0.243675,0.694341,0.0820475,0.599784,
bcmo-2,0.687402,2.93889,Q9TXT9,"Beta-Carotene 15,15'-MonoOxygenase",14.4281,14.1476,14.3204,14.6738,13.7079,13.6532,13.8272,13.632,2.93889,0.0171453,0.687402,5.80034,+
"eif-1,a",-0.344737,0.744132,Q9TXU7,Eukaryotic Initiation Factor,16.4099,15.5596,15.4788,16.1085,16.272,16.1786,16.144,16.3411,0.744132,0.322963,-0.344737,-1.51623,
abt-4,-0.626222,0.458764,Q9TXV8,ABC Transporter family,12.5377,11.0551,11.1536,12.8537,12.2803,13.1585,13.1739,11.4922,0.458764,0.50635,-0.626222,-1.01853,
trx-4,-0.0417242,0.0383146,Q9TXY8,Thioredoxin,17.6878,16.515,16.5317,16.9057,17.6674,16.5645,16.5774,16.9979,0.0383146,0.943174,-0.0417242,-0.110578,
ugt-13,0.342525,1.20322,Q9TXZ6,UDP-GlucuronosylTransferase,14.0914,13.7131,13.9612,13.7535,13.2164,13.7851,13.5099,13.6376,1.20322,0.163784,0.342525,2.28197,
ykt-6,-0.0637305,0.16771,Q9TXZ9,YKT6 (Yeast v-SNARE) homolog,15.8589,15.2639,15.4654,15.3073,15.5606,15.3862,15.5415,15.6621,0.16771,0.779116,-0.0637305,-0.433713,
frh-1,-0.153237,0.46349,Q9TY03,"Frataxin, mitochondrial",14.4254,14.1632,14.2801,14.5667,14.6283,14.15,14.6285,14.6416,0.46349,0.503048,-0.153237,-1.02716,
dpm-1,0.288638,0.919729,Q9TYJ7,Dolichol Phosphate Mannosyltransferase,15.4911,15.3027,15.3113,15.4904,15.2154,15.1289,14.6932,15.4036,0.919729,0.250369,0.288638,1.80984,
mrpl-55,-0.254747,0.260914,Q9TYJ8,"Mitochondrial Ribosomal Protein, Large",14.2952,13.6025,14.8517,14.9638,14.332,14.199,14.9357,15.2656,0.260914,0.677045,-0.254747,-0.635782,
"Y66H1A,4",-0.262865,0.175565,Q9TYK1,Probable H/ACA ribonucleoprotein complex subunit 1-like protein,17.8852,16.1186,16.1848,17.3691,17.7976,16.4989,16.4812,17.8315,0.175565,0.769983,-0.262865,-0.451521,
"CELE_Y25C1A,13",0.0143242,0.0385173,Q9TYL2,Uncharacterized protein,16.1001,16.3092,16.4793,16.0103,16.2477,16.0123,16.3692,16.2124,0.0385173,0.943031,0.0143242,0.11114,
copb-1,-0.0781901,0.247225,Q9TYL9,Coatomer subunit beta,15.7159,16.1701,15.8001,15.7597,15.7497,16.1154,15.9212,15.9722,0.247225,0.691202,-0.0781901,-0.607243,
"Y48A5A,1",-0.237525,0.244023,Q9TYM6,Protein SHQ1 homolog,14.8009,15.4893,14.1515,14.5689,15.8148,14.5975,14.8444,14.7039,0.244023,0.693893,-0.237525,-0.600515,
"CELE_Y37E11B,5",-0.127382,0.442435,Q9TYN2,tRNA-dihydrouridine(47) synthase [NAD(P)(+)],14.5251,14.0638,14.3252,14.1545,14.4208,14.2757,14.2732,14.6084,0.442435,0.517806,-0.127382,-0.98857,
blos-7,-0.51011,0.366069,Q9TYN4,BLOC (Biogenesis of Lysosome-related Organelles Complex) and n,13.1985,14.0786,11.6654,13.0901,12.885,14.1047,14.1048,12.9784,0.366069,0.578646,-0.51011,-0.845102,
mca-2,0.173122,0.497449,Q9TYP9,Calcium-transporting ATPase,15.9965,15.5901,15.394,15.9871,15.5775,15.4154,15.6291,15.6532,0.497449,0.47677,0.173122,1.08865,
lin-33,-0.00825,0.010316,Q9TYQ5,Uncharacterized protein,13.3514,12.4504,12.9199,13.2712,13.179,12.8108,12.6345,13.4017,0.010316,0.985752,-0.00825,-0.0306715,
"CELE_H04M03,3",-0.263657,0.451778,Q9TYR0,Uncharacterized protein,13.5919,13.4663,12.9405,13.0565,14.0597,13.1335,13.2578,13.659,0.451778,0.510782,-0.263657,-1.00574,
ftn-2,-0.550893,1.92046,Q9TYS3,Ferritin,16.7051,17.0883,17.1751,17.005,17.2126,17.552,17.7212,17.6915,1.92046,0.0618913,-0.550893,-3.55427,
