geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04, -Log.p.value,Student's T-test q-value eat2_d5_eat2_d1,log2FC,Student's T-test Test statistic eat2_d15_eat2_d1,Sign p-val: 0.05 
col-93;col-94;col-133;col-92,-3.55804,2.6184,Q9U348;Q9U349;Q9XUE9;Q9XVG3,COLlagen,11.6316,12.5821,12.1642,9.58624,15.4564,14.4605,14.8145,15.465,2.6184,0.000963636,-3.55804,-5.01848,+
vps-25,1.04947,1.63162,Q9U354,Related to yeast Vacuolar Protein Sorting factor,15.6436,16.3764,15.6163,15.671,15.405,13.984,14.9177,14.8027,1.63162,0.00939968,1.04947,3.02141,+
"CELE_T16G1,9",0.831633,0.488345,Q9U367,Uncharacterized protein,16.6632,16.6453,14.0883,13.9836,14.0454,14.6125,14.5238,14.8721,0.488345,0.18664,0.831633,1.07225,
"CELE_T16G1,7",0.0885952,0.244446,Q9U368,Uncharacterized protein,14.6039,15.0892,14.6129,14.8988,14.9063,14.6344,14.5077,14.8021,0.244446,0.399498,0.0885952,0.601405,
rsbp-1,-0.1041,0.211921,Q9U379,R-Seven Binding Protein (R7BP) homolog,12.7527,13.0193,13.0465,13.0008,13.4254,13.127,12.5495,13.1338,0.211921,0.444063,-0.1041,-0.531948,
chaf-1,1.71135,1.75791,Q9U380,CHromatin Assembly Factor,12.0588,11.9542,11.8231,11.8265,10.7068,10.8188,8.6372,10.6543,1.75791,0.00699874,1.71135,3.2502,+
"cisd-3,1",0.943743,1.37853,Q9U3A1,CDGSH Iron Sulfur Domain protein homolog,15.1247,14.4882,14.1098,14.0871,14.1451,12.9297,13.1962,13.7638,1.37853,0.0168989,0.943743,2.57895,+
nol-9,2.04582,1.89566,Q9U3B6,Polynucleotide 5'-hydroxyl-kinase nol-9,14.1671,13.3699,13.4834,12.963,10.1112,11.9325,11.1923,12.5641,1.89566,0.00497674,2.04582,3.50713,+
hsb-1,-0.455627,1.85978,Q9U3B7,Heat Shock factor Binding protein,15.5872,15.8862,15.43,15.8496,16.1502,16.3004,15.9387,16.1862,1.85978,0.00541652,-0.455627,-3.43941,+
dcn-1,0.65398,1.86069,Q9U3C8,Defective in cullin neddylation protein 1,15.537,15.544,15.1136,15.076,15.057,14.6485,14.413,14.5362,1.86069,0.00537555,0.65398,3.44113,+
adr-1,-0.428798,0.987577,Q9U3D6,Adenosine Deaminase acting on RNA,14.0585,13.7833,13.7371,14.0082,14.8186,13.8196,14.2299,14.4342,0.987577,0.0455257,-0.428798,-1.92255,+
zyx-1,1.5433,2.92755,Q9U3F4,Zyxin,16.9297,17.4891,16.8987,17.1735,16.0136,15.225,15.1417,15.9374,2.92755,0.000403979,1.5433,5.77128,+
aagr-3,0.899086,4.41023,Q9U3F8,Acid Alpha Glucosidase Relate,17.1907,17.0727,16.951,16.9631,16.2451,16.2463,15.9877,16.102,4.41023,0,0.899086,10.7213,+
"CELE_F31D4,9",-0.0299473,0.0321661,Q9U3H4,Uncharacterized protein,18.3031,18.16,18.1181,17.4721,17.7623,18.7134,17.517,18.1805,0.0321661,0.878709,-0.0299473,-0.0934203,
rpb-12,0.757082,3.74837,Q9U3I0,RNA Polymerase II (B) subunit,16.8394,16.8302,16.8063,16.8665,16.276,16.0034,15.8616,16.1731,3.74837,6.99E-05,0.757082,8.19067,+
tag-280,-1.38182,1.5773,Q9U3J2,Uncharacterized protein,13.2429,12.1498,12.8351,12.123,12.9821,14.8268,14.211,13.8583,1.5773,0.0104071,-1.38182,-2.92476,+
tag-281,-0.272093,0.528204,Q9U3J3,Uncharacterized protein,12.9772,13.6981,13.0537,12.5758,13.3957,13.471,13.2618,13.2647,0.528204,0.165693,-0.272093,-1.14363,
inx-2,1.95299,3.05926,Q9U3K5,Innexin-2,13.8974,12.8152,13.2798,13.2897,12.021,11.3557,11.0368,11.0567,3.05926,0.000315091,1.95299,6.11556,+
"C47B2,9",-0.768692,3.47098,Q9U3L4,Uncharacterized protein,13.2384,13.4204,13.2807,13.2686,14.3081,13.8768,14.1455,13.9523,3.47098,0.000189636,-0.768692,-7.29556,+
"C47B2,2",-0.225645,0.449665,Q9U3L5,Uncharacterized protein,15.0062,14.6234,14.478,14.6491,14.9489,15.3916,14.4372,14.8816,0.449665,0.210213,-0.225645,-1.00186,
"C46C2,5",2.85999,5.02002,Q9U3M0,Uncharacterized protein,17.0876,16.8198,16.8308,16.8469,13.7207,14.512,14.2187,13.6936,5.02002,0,2.85999,13.6628,+
"C35C5,3",0.951437,2.80263,Q9U3N5,"Putative selT-like protein C35C5,3",14.4865,14.3452,14.7354,14.5099,13.5546,13.5198,13.974,13.2229,2.80263,0.000496434,0.951437,5.45814,+
tram-1,0.945645,3.09558,Q9U3P5,Translocating chain-associated membrane protein,17.0896,17.1377,17.0037,17.1225,15.8282,16.0292,16.1781,16.5354,3.09558,0.000323956,0.945645,6.21317,+
alkb-8,0.51057,0.901496,Q9U3P9,ALKylated DNA repair protein AlkB homolog,13.4111,13.418,13.8198,13.8694,13.2697,13.1405,12.415,13.6508,0.901496,0.0576616,0.51057,1.77952,
mrps-22,-0.395217,3.3511,Q9U3Q0,"Mitochondrial Ribosomal Protein, Small",15.2569,15.3779,15.1346,15.2599,15.6449,15.6068,15.733,15.6254,3.3511,0.000174619,-0.395217,-6.93471,+
ugt-22,0.336298,1.01981,Q9U3Q6,UDP-glucuronosyltransferase,17.1967,17.1905,17.0356,17.0963,16.6187,16.7515,16.5321,17.2717,1.01981,0.0416833,0.336298,1.97609,+
"B0035,1",-0.0220177,0.0469777,Q9U3S8,Uncharacterized protein,14.6995,14.7722,15.271,15.1891,14.8543,15.0758,14.902,15.1878,0.0469777,0.825628,-0.0220177,-0.134408,
lin-41,-1.59201,3.13323,Q9U489,Protein lin-41,14.7786,14.7449,15.5082,15.0991,16.346,16.78,16.3154,17.0573,3.13323,0.000279476,-1.59201,-6.31561,+
unc-70,0.146125,0.55161,Q9U9J8,Spectrin beta chain,16.9589,16.9996,16.8928,16.8401,17.0225,16.4564,16.7852,16.8428,0.55161,0.155406,0.146125,1.18507,
"CELE_W04B5,5",-0.41439,0.672661,Q9UA62,Uncharacterized protein,12.0725,11.851,11.5038,11.8398,13.0327,12.0622,12.022,11.8078,0.672661,0.109531,-0.41439,-1.39493,
mrpl-30,0.0792751,0.227435,Q9UA63,"Mitochondrial Ribosomal Protein, Large",14.412,14.0885,13.8092,14.1323,13.9305,14.2118,13.9305,14.0522,0.227435,0.422252,0.0792751,0.56535,
rab-1,0.136278,0.480519,Q9UAQ6,RAB family,18.1277,18.1787,18.0177,18.1027,18.0756,17.7613,17.7721,18.2727,0.480519,0.190952,0.136278,1.0581,
"CELE_D2063,1",1.83891,3.73134,Q9UAT1,Uncharacterized protein,15.2372,15.3807,14.7005,14.5641,13.2275,12.8162,13.2019,13.2812,3.73134,6.89E-05,1.83891,8.13316,+
mct-2,1.06538,2.56232,Q9UAT3,MonoCarboxylate Transporter family,18.3588,18.2551,18.1278,18.1869,17.7767,17.1063,16.8096,16.9745,2.56232,0.0011185,1.06538,4.88958,+
ubh-1,0.300003,0.582371,Q9UAV3,Ubiquitin carboxyl-terminal hydrolase,14.5855,14.5287,14.3896,14.3233,13.7025,14.2856,13.8816,14.7574,0.582371,0.141876,0.300003,1.23905,
mdh-1,0.553358,1.6396,Q9UAV5,Malate dehydrogenase,19.6683,19.679,19.6661,19.6808,18.5858,19.407,19.2511,19.2369,1.6396,0.00927649,0.553358,3.03567,+
acs-1,0.118855,0.243464,Q9UAV8,Fatty Acid CoA Synthetase family,14.7301,14.552,14.1298,14.1486,14.6594,14.1009,14.1799,14.1447,0.243464,0.400659,0.118855,0.599341,
"CELE_T12B3,3",-0.41416,1.8442,Q9UAW8,Uncharacterized protein,14.5105,14.8018,14.5365,14.4754,15.0522,14.9954,14.7372,15.196,1.8442,0.0055441,-0.41416,-3.4102,+
"CELE_T12B3,2",-0.508058,0.212814,Q9UAW9,Uncharacterized protein,13.5443,13.255,12.8355,11.9398,12.0409,15.7942,13.6895,12.0822,0.212814,0.443042,-0.508058,-0.533884,
rpac-40,-0.66366,3.01095,Q9UAY9,RNA Polymerase I/III (A/C) shared subunit,14.8051,14.7538,15.1016,14.9702,15.5092,15.6843,15.3819,15.7099,3.01095,0.000338211,-0.66366,-5.98755,+
"CELE_Y49G5A,1",-0.186522,1.28671,Q9UAZ2,Uncharacterized protein,14.7625,14.9195,14.8879,14.752,14.8795,14.98,15.1868,15.0218,1.28671,0.0212915,-0.186522,-2.42265,+
"CELE_Y60C6A,1",1.81173,1.02755,Q9UAZ5,Uncharacterized protein,13.1186,13.0383,13.4166,13.2865,9.13017,11.1833,13.5295,11.7701,1.02755,0.0405972,1.81173,1.98894,+
gba-4,-0.51918,0.561602,Q9UB00,Putative glucosylceramidase 4,14.7318,14.3945,14.4339,14.3719,15.4764,14.3794,15.9506,14.2024,0.561602,0.150791,-0.51918,-1.20266,
let-805,0.430287,3.5145,Q9UB28,Myotactin form B,16.9525,16.8488,16.8236,16.874,16.5338,16.3124,16.4178,16.5137,3.5145,0.000197022,0.430287,7.43028,+
lem-2,0.33746,1.28637,Q9XTB5,LEM protein 2,16.2586,16.1505,16.0723,15.9425,15.9231,15.4101,15.8129,15.928,1.28637,0.021292,0.33746,2.42208,+
"B0250,5",-0.431439,3.23484,Q9XTI0,"Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial",17.1971,17.1286,17.1903,17.1522,17.7366,17.4691,17.6726,17.5157,3.23484,0.000268431,-0.431439,-6.59865,+
gob-1,0.93681,4.79007,Q9XTQ5,Trehalose-phosphatase,14.4873,14.3985,14.1685,14.2935,13.4308,13.3166,13.4558,13.3975,4.79007,0,0.93681,12.4749,+
suox-1,-0.273957,1.57265,Q9XTQ8,SUlfite OXidase,14.799,14.9647,14.6454,14.8403,15.0966,15.1351,14.8993,15.2143,1.57265,0.0104525,-0.273957,-2.91653,+
scav-3,0.802655,2.61581,Q9XTT3,SCAVenger receptor (CD36 family) related,16.0253,15.6197,15.4547,15.486,14.8524,15.0993,14.7309,14.6925,2.61581,0.000995463,0.802655,5.01248,+
ani-1,0.549335,0.917805,Q9XTT4,Anillin-like protein 1,13.9776,14.1462,14.5412,15.1453,14.1991,13.4545,14.008,13.9514,0.917805,0.0549459,0.549335,1.80664,
rpt-6,0.300315,0.988158,Q9XTT9,"Proteasome Regulatory Particle, ATPase-like",17.239,17.0294,17.0292,17.0393,17.0689,16.4032,16.7099,16.9538,0.988158,0.0454991,0.300315,1.92351,+
"CELE_Y49E10,18",-0.402075,0.693442,Q9XTU3,Uncharacterized protein,13.4996,14.4636,14.6267,14.6666,14.6827,14.5982,14.7085,14.8753,0.693442,0.103043,-0.402075,-1.43035,
"CELE_Y49E10,16",1.27056,2.85925,Q9XTU5,Uncharacterized protein,14.803,15.0328,14.8221,15.1316,13.3554,13.4181,14.2845,13.6494,2.85925,0.000456808,1.27056,5.59849,+
snr-6,0.942935,3.24684,Q9XTU6,Probable small nuclear ribonucleoprotein E,17.4279,17.5904,17.3683,17.0291,16.5686,16.2274,16.3331,16.5149,3.24684,0.000270476,0.942935,6.63272,+
"CELE_Y49E10,4",1.12681,4.6858,Q9XTU8,Uncharacterized protein,13.6154,13.8167,13.9599,13.9055,12.8499,12.7134,12.621,12.6061,4.6858,0,1.12681,11.9688,+
glrx-5,-0.465533,2.55023,Q9XTU9,Glutaredoxin,15.7846,15.7011,15.7937,16.0116,16.3539,16.186,16.162,16.4512,2.55023,0.00111014,-0.465533,-4.86208,+
"CELE_H21P03,2",0.0665278,0.067247,Q9XTV3,Uncharacterized protein,16.0139,15.2566,15.0179,15.3013,14.5252,15.7474,15.3842,15.6669,0.067247,0.759185,0.0665278,0.188698,
mbf-1,-0.230933,0.307875,Q9XTV4,MBF (Multiprotein bridging factor) transcriptional coactivator,16.9152,16.9109,16.9302,16.9137,17.5997,17.3843,16.2128,17.397,0.307875,0.326896,-0.230933,-0.731257,
"H03A11,1",-0.420539,0.408049,Q9XTW2,Extracellular serine/threonine protein kinase CeFam20,12.9859,12.3716,13.0624,12.1705,12.5477,14.2495,12.6789,12.7965,0.408049,0.239412,-0.420539,-0.924699,
sbt-1,-0.317595,0.539188,Q9XTY3,Seven B Two (Mammalian 7BT prohormone convertase chaperone) homolog,13.6992,13.2047,13.5102,13.8701,14.4832,13.4946,13.5413,14.0355,0.539188,0.160521,-0.317595,-1.16312,
vha-20,1.09592,0.802987,Q9XTY9,Vacuolar H ATPase,18.4621,18.5573,18.8431,18.6629,18.2379,18.1779,15.515,18.2109,0.802987,0.0754108,1.09592,1.61516,
rsp-8,0.2061,0.724462,Q9XTZ2,SR Protein (Splicing factor),15.0408,14.8849,15.3447,14.7295,14.7049,14.8974,14.8421,14.731,0.724462,0.0941158,0.2061,1.48299,
"C18D11,3",1.05129,1.21799,Q9XTZ3,Uncharacterized protein,15.1064,14.4069,14.3042,14.1981,13.8873,12.2364,13.7629,13.9239,1.21799,0.025858,1.05129,2.30678,+
"C18D11,1",1.3191,2.58616,Q9XTZ4,Uncharacterized protein,15.5925,15.9102,15.6355,15.8372,13.7723,14.9223,14.7233,14.281,2.58616,0.00100889,1.3191,4.94412,+
maa-1,1.13834,0.702357,Q9XTZ5,Membrane Associated Acyl-CoA binding protein,12.3842,11.7108,10.0238,10.5289,10.6902,10.9471,10.0619,8.39511,0.702357,0.100302,1.13834,1.44551,
sca-1,0.883584,3.53372,Q9XU13,Calcium-transporting ATPase,18.3697,18.3451,17.9897,18.186,17.5009,17.3989,17.3292,17.1272,3.53372,0.000200935,0.883584,7.49045,+
hxk-2,-0.16812,0.721443,Q9XU15,Phosphotransferase,15.9171,15.9601,15.9485,15.9916,15.8317,16.3182,16.282,16.0578,0.721443,0.0949315,-0.16812,-1.47788,
"B0379,1",0.660945,1.48376,Q9XU45,Uncharacterized protein,17.1536,16.7132,16.1983,16.5723,15.9198,15.9918,15.7165,16.3657,1.48376,0.0131512,0.660945,2.7606,+
ensa-1,1.53273,3.53927,Q9XU56,ENdoSulfine Alpha,16.4659,16.4139,15.834,16.3999,14.9011,15.0517,14.586,14.444,3.53927,0.000201878,1.53273,7.50789,+
rbd-1,0.10447,0.0973423,Q9XU67,RBD (RNA binding domain) protein,14.405,14.4011,14.0108,13.5603,13.0958,13.8575,14.6168,14.3893,0.0973423,0.67108,0.10447,0.265918,
trpp-6,1.36077,1.55558,Q9XU81,TRansport Protein Particle,14.0407,16.0552,15.6213,15.4049,14.3808,13.8106,13.5073,13.9803,1.55558,0.0108886,1.36077,2.8864,+
uda-1,-0.249471,0.178627,Q9XU84,Nucleoside-diphosphatase uda-1,13.2799,12.5502,12.8447,12.8473,13.6259,11.7347,12.9943,14.1651,0.178627,0.496502,-0.249471,-0.458419,
"CELE_F44E5,1",-0.10219,0.264286,Q9XU97,Uncharacterized protein,17.9017,17.9628,18.0047,17.9261,17.8143,17.9476,18.5149,17.9272,0.264286,0.375434,-0.10219,-0.642761,
mex-5,1.46254,1.7582,Q9XUB2,Zinc finger protein mex-5,14.9452,13.4925,14.2969,15.1908,13.5149,12.996,12.3698,13.1946,1.7582,0.00700168,1.46254,3.25073,+
far-6,1.88805,5.1348,Q9XUB7,Fatty Acid/Retinol binding protein,19.041,18.929,18.7698,18.8181,17.2922,16.9839,16.7178,17.0117,5.1348,0,1.88805,14.295,+
nra-1,0.294225,1.3374,Q9XUB9,Nicotinic receptor-associated protein 1,13.092,13.3378,13.2543,13.4347,13.259,12.8576,12.9105,12.915,1.3374,0.018831,0.294225,2.50871,+
"CELE_T28F3,8",-0.445245,1.56749,Q9XUC0,Uncharacterized protein,14.4585,14.4081,14.2704,14.0518,14.9242,14.4335,14.6551,14.9571,1.56749,0.0105854,-0.445245,-2.90742,+
"CELE_F55G11,8",2.53397,6.12786,Q9XUD6,Uncharacterized protein,19.1003,19.0941,19.2368,19.111,16.7828,16.3491,16.4631,16.8113,6.12786,0,2.53397,21.0689,+
"CELE_F55G11,2",5.39919,5.94613,Q9XUD8,Uncharacterized protein,17.9277,18.7806,17.8365,18.1358,12.7484,12.9453,12.2942,13.0958,5.94613,0,5.39919,19.6323,+
noah-2,-0.621685,2.47633,Q9XUE5,NOmpA Homolog (Drosophila nompA: no mechanoreceptor potential A),14.8582,14.8979,14.5961,14.5575,15.116,15.4017,15.2902,15.5887,2.47633,0.00125373,-0.621685,-4.69617,+
"F52B11,2",-0.308817,2.12593,Q9XUE6,Probable phosphomannomutase,15.551,15.3988,15.2392,15.3496,15.6563,15.8036,15.7148,15.5991,2.12593,0.00272264,-0.308817,-3.95636,+
"CELE_F52B11,5",1.88301,5.20219,Q9XUF0,Uncharacterized protein,12.6827,12.7681,12.722,12.8116,11.2113,10.6399,10.7326,10.8684,5.20219,0,1.88301,14.679,+
"C49C3,4",1.58639,5.38067,Q9XUF9,Uncharacterized protein,16.1914,16.3248,16.1992,16.2054,14.463,14.5211,14.7059,14.8851,5.38067,0,1.58639,15.744,+
dod-24,2.01175,4.94871,Q9XUH3,Downstream Of DAF-16 (Regulated by DAF-16),16.8943,16.8736,16.7007,16.7424,14.4435,14.6736,15.0742,14.9727,4.94871,0,2.01175,13.2835,+
"CELE_W09D6,4",0.910713,1.07559,Q9XUJ5,Uncharacterized protein,13.9949,14.858,14.6191,14.7517,14.362,12.5202,13.9338,13.7647,1.07559,0.0362317,0.910713,2.06881,+
clec-49,0.619789,1.0792,Q9XUL6,C-type LECtin,12.0097,11.7539,11.6643,11.8112,10.6492,10.9352,11.9957,11.1797,1.0792,0.0358714,0.619789,2.07482,+
clec-50,0.925528,2.18022,Q9XUL7,C-type LECtin,16.545,16.6074,16.3851,16.4627,16.1992,15.4936,15.4588,15.1464,2.18022,0.00242593,0.925528,4.06628,+
"CELE_T20B3,1",0.506853,0.902657,Q9XUN8,Uncharacterized protein,13.2726,13.5547,12.5995,13.2162,12.9095,12.0566,12.7736,12.8758,0.902657,0.0575814,0.506853,1.78145,
tni-3,0.0106125,0.029147,Q9XUN9,Troponin I 3,16.1182,16.2,16.3013,16.1941,16.3976,16.1151,15.8901,16.3684,0.029147,0.889812,0.0106125,0.0849181,
"eif-3,K",0.44935,3.01604,Q9XUP3,Eukaryotic translation initiation factor 3 subunit K,16.1755,16.2387,16.4101,16.1487,15.7526,15.8198,15.9098,15.6935,3.01604,0.000339315,0.44935,6.00095,+
"CELE_T16G1,4",0.0840573,0.218069,Q9XUP7,Uncharacterized protein,12.1757,12.433,12.4226,12.1381,12.5909,11.9881,12.0884,12.1656,0.218069,0.435466,0.0840573,0.545245,
"CELE_T16G1,5",3.28332,7.14939,Q9XUP8,Uncharacterized protein,13.7466,13.7223,13.645,13.7698,10.6427,10.1686,10.4108,10.5284,7.14939,0,3.28332,31.2815,+
"CELE_T05F1,9",1.41048,6.1821,Q9XUR3,Uncharacterized protein,11.7642,11.9655,11.8498,11.811,10.453,10.3384,10.3894,10.5678,6.1821,0,1.41048,21.5172,+
"CELE_T05F1,2",0.817655,2.38927,Q9XUR4,Uncharacterized protein,13.4076,13.3166,12.8052,13.5376,12.4037,12.6412,12.2402,12.5113,2.38927,0.00158382,0.817655,4.50535,+
"CELE_T05E12,3",2.87531,3.89289,Q9XUR6,Uncharacterized protein,15.8516,15.9412,15.6415,15.8201,13.219,13.3196,11.9661,13.2485,3.89289,7.82E-05,2.87531,8.69296,+
mdt-29,0.256413,0.960369,Q9XUS2,Mediator of RNA polymerase II transcription subunit 29,14.1994,14.4879,14.4161,14.4865,13.9664,14.4901,14.0716,14.0361,0.960369,0.048569,0.256413,1.87736,+
"CELE_K08E3,5",0.692693,2.66696,Q9XUS6,Uncharacterized protein,18.6068,18.6333,18.4796,18.5521,17.5362,18.1709,17.8694,17.9244,2.66696,0.0007227,0.692693,5.13191,+
cyk-4,0.287702,0.302678,Q9XUS9,CYtoKinesis defect,14.3816,15.3149,14.1222,14.6603,13.4331,14.7883,14.6161,14.4908,0.302678,0.331965,0.287702,0.720862,
dbn-1,0.97684,3.41897,Q9XUT0,DreBriN 1/DreBriN-like (Where Drebrin is from Developmentally REgulated BRaIN protein) family homolog,15.8973,15.9103,15.5945,15.6372,15.0674,14.6222,14.6061,14.8364,3.41897,0.000183957,0.97684,7.13715,+
"CELE_K06G5,1",1.07453,4.72356,Q9XUT9,Uncharacterized protein,18.4048,18.4084,18.4146,18.4364,17.4282,17.0776,17.4173,17.4431,4.72356,0,1.07453,12.1498,+
"CELE_K05C4,7",2.16096,2.98081,Q9XUU5,Armadillo repeat-containing protein 1,17.2034,18.4832,17.7785,17.008,15.04,15.4086,15.6634,15.7174,2.98081,0.0003328,2.16096,5.90871,+
"CELE_K05C4,5",-0.142388,0.187809,Q9XUU8,Uncharacterized protein,14.053,14.5293,14.1738,14.2149,15.0896,13.7836,14.142,14.5254,0.187809,0.481726,-0.142388,-0.478964,
"K05C4,2",0.667552,2.95046,Q9XUU9,Protein jagunal homolog,17.8463,17.7459,17.7372,17.7168,17.3579,16.8422,17.1721,17.0038,2.95046,0.00036477,0.667552,5.83011,+
pbs-5,0.343352,1.37307,Q9XUV0,Proteasome subunit beta type,17.7567,17.8414,17.6401,17.7455,17.0856,17.5292,17.3258,17.6697,1.37307,0.0171693,0.343352,2.56961,+
ddx-17,0.459226,3.63253,Q9XUW5,DEAD boX helicase homolog,16.9308,16.8611,16.9595,16.9424,16.4646,16.6187,16.3928,16.3808,3.63253,0.0002134,0.459226,7.80622,+
"CELE_F56G4,4",-2.2302,3.29793,Q9XUY1,Uncharacterized protein,11.973,11.9873,11.8042,10.952,14.3467,13.5427,13.5242,14.2237,3.29793,0.000219823,-2.2302,-6.77935,+
aakb-1,0.90302,2.17493,Q9XUY2,AMP-Activated Kinase Beta subunit,14.1101,14.3979,13.8362,14.6198,13.6256,13.1987,13.0062,13.5214,2.17493,0.0024756,0.90302,4.05549,+
nkb-3,0.584087,4.46676,Q9XUY5,Probable sodium/potassium-transporting ATPase subunit beta-3,18.0679,18.0491,17.9037,18.0361,17.5418,17.3801,17.3854,17.4132,4.46676,0,0.584087,10.967,+
gfm-1,-0.228027,1.08055,Q9XV52,"Elongation factor G, mitochondrial",15.4105,15.3947,14.9673,15.1889,15.5639,15.4013,15.4368,15.4713,1.08055,0.0357553,-0.228027,-2.07706,+
"CELE_F08G2,5",0.73148,1.06826,Q9XVA3,Uncharacterized protein,14.5493,15.6357,14.8242,14.2576,13.8389,13.7215,14.1851,14.5953,1.06826,0.0368437,0.73148,2.05662,+
cyp-37a1,0.106155,0.13363,Q9XVA6,CYtochrome P450 family,14.4032,14.5328,14.3905,14.3685,13.9135,14.9336,13.7143,14.709,0.13363,0.58448,0.106155,0.354431,
"CELE_F01D5,5",3.31961,2.58258,Q9XVA9,Uncharacterized protein,16.6162,16.4366,16.5144,16.4499,13.716,11.7676,14.7948,12.4603,2.58258,0.00102662,3.31961,4.93589,+
"CELE_F01D5,1",1.35867,3.10938,Q9XVB1,Uncharacterized protein,16.5945,16.3266,16.3389,16.3378,14.8711,15.544,15.1727,14.5753,3.10938,0.000275624,1.35867,6.25059,+
"CELE_F01D5,3",2.37769,3.45206,Q9XVB4,Uncharacterized protein,15.428,15.2892,14.4147,14.2057,12.3032,12.7976,12.4227,12.3033,3.45206,0.00018716,2.37769,7.23759,+
immp-1,0.445859,0.467609,Q9XVD2,Inner Mitochondrial Membrane Protease,13.9651,14.9855,13.4493,15.0186,14.2888,13.4541,13.7669,14.1253,0.467609,0.199391,0.445859,1.03466,
fce-1,0.0667701,0.182291,Q9XVE5,CAAX prenyl protease 1 homolog,15.1887,15.5805,15.3354,15.2046,15.4386,15.2694,14.9457,15.3884,0.182291,0.490291,0.0667701,0.466645,
"C04F12,5",-2.3608,3.98121,Q9XVE8,Uncharacterized protein,12.0283,11.9957,11.586,11.8455,14.8722,13.9429,14.3023,13.7813,3.98121,0,-2.3608,-9.01297,+
rpl-14,-0.258938,0.816617,Q9XVE9,"Ribosomal Protein, Large subunit",19.3562,20.0044,19.9302,19.8461,19.8683,20.1046,20.1336,20.0661,0.816617,0.0732434,-0.258938,-1.63798,
"C04F12,1",0.885555,1.68875,Q9XVF1,Uncharacterized protein,13.5952,14.0369,14.1335,14.1191,13.5655,12.4948,12.8371,13.445,1.68875,0.008262,0.885555,3.12415,+
rpl-8,-0.818376,4.5233,Q9XVF7,60S ribosomal protein L8,19.6558,19.743,19.6939,19.6867,20.4312,20.6158,20.6488,20.3572,4.5233,0,-0.818376,-11.2179,+
ssp-37,0.80054,2.01184,Q9XVH1,"Sperm Specific family, class P",15.2376,14.7784,14.339,14.7224,14.2246,13.7055,13.8984,14.0467,2.01184,0.00372817,0.80054,3.73049,+
"CELE_W01G7,4",0.99736,1.96306,Q9XVH5,Uncharacterized protein,13.9188,13.1954,13.368,13.6706,12.7308,12.6051,11.9031,12.9244,1.96306,0.00439945,0.99736,3.63591,+
rpb-11,-0.260843,0.268337,Q9XVH6,Probable DNA-directed RNA polymerase II subunit RPB11,13.737,13.5704,13.7285,13.5117,13.8063,13.3998,13.3388,15.0461,0.268337,0.370377,-0.260843,-0.651118,
"CELE_T23G11,4",0.534168,1.58153,Q9XVH9,Uncharacterized protein,13.972,13.9509,13.9504,13.9378,13.8511,13.0808,13.1569,13.5858,1.58153,0.010256,0.534168,2.93226,+
sptl-3,0.464387,2.05172,Q9XVI6,Serine palmitoyltransferase 3,14.11,14.1864,14.0564,13.7954,13.7036,13.5883,13.6782,13.3207,2.05172,0.00335041,0.464387,3.80868,+
mlc-5,-0.247109,0.929456,Q9XVI9,Myosin-2 essential light chain,16.4396,16.7354,16.7502,16.7879,16.9967,17.0257,16.6024,17.0767,0.929456,0.0533647,-0.247109,-1.82601,
acbp-5,0.750291,1.11292,Q9XVJ0,Acyl-Coenzyme A Binding Protein,13.9964,13.4712,13.0244,13.4838,12.8528,12.1145,12.5184,13.489,1.11292,0.0333636,0.750291,2.13098,+
"T03F6,3",1.50649,4.09088,Q9XVJ2,Probable glucosamine-6-phosphate isomerase,17.4433,17.2985,17.3133,17.3852,16.0675,15.4981,15.6888,16.1599,4.09088,0,1.50649,9.4247,+
qdpr-1,0.56539,2.56025,Q9XVJ3,Quinoid DihydroPteridine Reductase,16.5461,16.8393,16.9681,16.8279,16.3494,16.3583,16.1527,16.0594,2.56025,0.0011164,0.56539,4.88486,+
ubc-12,-0.279385,0.36121,Q9XVK5,NEDD8-conjugating enzyme ubc-12,14.639,16.0851,15.1279,15.5764,15.9097,15.4112,15.4277,15.7973,0.36121,0.277612,-0.279385,-0.835762,
wve-1,-0.697215,0.717216,Q9XVK6,WAVE (Actin cytoskeleton modulator) homolog,14.5239,13.9081,13.4051,12.7292,14.319,14.2646,13.6971,15.0745,0.717216,0.096,-0.697215,-1.47072,
"CELE_K09G1,1",0.560061,1.21714,Q9XVL1,Uncharacterized protein,17.4664,16.9168,16.8648,16.952,17.0664,16.3951,16.3384,16.1598,1.21714,0.0258921,0.560061,2.30535,+
letm-1,0.240422,0.482987,Q9XVM0,"LETM1 (Leucine zipper, EF-hand, TransMembrane mitochondrial protein) homolog",15.6051,15.5162,15.5197,15.2992,15.68,14.9117,14.8345,15.5523,0.482987,0.190018,0.240422,1.06257,
"CELE_F36A2,2",1.32705,4.54537,Q9XVN8,Uncharacterized protein,11.9614,11.9977,11.6961,11.646,10.6947,10.3516,10.4161,10.5305,4.54537,0,1.32705,11.3173,+
