geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d1,log2FC,Student's T-test Test statistic N2_d15_N2_d1,Sign p-val: 0.05 
clec-85,1.29631,2.66264,Q95XX2,C-type LECtin,16.6504,16.0946,16.4615,16.8435,15.0829,15.7767,15.1437,14.8615,2.66264,0.00127536,1.29631,5.12175,+
clec-80,1.36031,3.37103,Q95XX5,C-type LECtin,13.8775,14.1803,13.6831,13.4394,12.5866,12.5999,12.4481,12.1043,3.37103,0.000393904,1.36031,6.99367,+
vbh-1,-0.65652,3.07249,Q95XY1,Vasa-and Belle-like Helicase,16.3526,16.5992,16.7572,16.3389,17.1426,17.1139,17.1507,17.2668,3.07249,0.000750236,-0.65652,-6.151,+
nol-6,0.553565,0.437529,Q95XY4,Nucleolar protein 6,14.6716,12.8676,14.399,15.5297,13.8423,13.8054,13.5407,14.0652,0.437529,0.224221,0.553565,0.979523,
cogc-4,0.710996,1.44559,Q95XZ0,Conserved oligomeric Golgi complex subunit 4,12.7893,11.9066,12.9766,12.6225,11.6786,11.7536,11.7966,12.2222,1.44559,0.0163691,0.710996,2.69436,+
rps-28,-1.45868,5.30472,Q95Y04,40S ribosomal protein S28,19.5899,19.7264,19.418,19.5792,20.9115,20.9792,21.0154,21.242,5.30472,0,-1.45868,-15.2821,+
"CELE_Y41D4B,11",-0.540753,1.1182,Q95Y11,Uncharacterized protein,12.3895,12.3853,11.7588,12.803,12.8074,12.9293,12.5635,13.1995,1.1182,0.0379383,-0.540753,-2.13979,+
npp-8,0.939408,1.99952,Q95Y13,Nuclear Pore complex Protein,14.6651,14.7288,14.5374,15.0425,13.7483,13.4856,13.5126,14.4697,1.99952,0.00530242,0.939408,3.7065,+
npp-8,0.926998,4.02159,Q95Y15,Nuclear Pore complex Protein,15.6793,15.7239,15.609,15.5035,14.9359,14.7415,14.592,14.5384,4.02159,0,0.926998,9.16266,+
hpo-6,2.24695,3.09537,Q95Y17,Uncharacterized protein,17.6345,17.0662,17.2145,17.953,15.2322,14.7308,14.8555,16.0618,3.09537,0.000678742,2.24695,6.21261,+
"CELE_Y41D4A,4",0.366185,0.49883,Q95Y24;U4PBU4;U4PC73;U4PRX8,Transmembrane 9 superfamily member,15.2798,14.2435,15.2148,14.027,14.2999,14.5076,14.0998,14.393,0.49883,0.188364,0.366185,1.09113,
"CELE_Y41D4A,5",0.46914,0.668162,Q95Y26,Protein-tyrosine-phosphatase,15.8425,14.7335,15.2944,15.2515,15.3918,14.1657,14.8291,14.8588,0.668162,0.118609,0.46914,1.38724,
"CELE_Y34B4A,5",0.601312,1.84461,Q95Y27,Uncharacterized protein,13.3611,12.9288,12.7391,13.3253,12.3675,12.3118,12.5787,12.691,1.84461,0.00744052,0.601312,3.41095,+
"CELE_Y34B4A,9",0.42931,0.799954,Q95Y28,Uncharacterized protein,17.3253,17.9759,17.6743,18.4439,17.2159,17.7781,17.3568,17.3514,0.799954,0.0841781,0.42931,1.61008,
"CELE_Y34B4A,6",0.648705,1.96093,Q95Y29,Uncharacterized protein,17.243,17.0386,16.8037,17.4042,16.4984,16.2472,16.342,16.807,1.96093,0.00560665,0.648705,3.63181,+
dnj-30,0.57878,2.15955,Q95Y44,DNaJ domain (Prokaryotic heat shock protein),14.9669,14.5901,14.7721,15.2219,14.3144,14.2075,14.2754,14.4388,2.15955,0.00355385,0.57878,4.02424,+
smr-1,0.5387,1.52613,Q95Y51,SMN (Survival of Motor Neuron protein) Related,14.8093,14.2478,14.4147,15.0081,13.9851,14.1559,13.932,14.2521,1.52613,0.013775,0.5387,2.83463,+
pes-4,-0.451743,0.647858,Q95Y67,Patterned Expression Site,12.4581,12.1849,12.3263,12.7379,12.5653,13.4476,13.3497,12.1515,0.647858,0.125465,-0.451743,-1.35244,
"CELE_Y119D3B,21",-1.48418,2.66178,Q95Y68,Uncharacterized protein,12.4043,12.0962,12.2585,12.7062,14.3533,13.2785,13.5501,14.2201,2.66178,0.00127444,-1.48418,-5.11972,+
orc-3,2.23417,5.84775,Q95Y69,ORC (Origin Recognition Complex) subunit,12.3907,12.0668,11.9143,12.3632,10.0144,9.92339,9.90983,9.9507,5.84775,0,2.23417,18.8948,+
mrpl-45,-0.886517,1.78103,Q95Y71,"Probable 39S ribosomal protein L45, mitochondrial",15.7492,15.3669,14.9214,14.5964,15.8705,15.9224,16.2823,16.1048,1.78103,0.0082797,-0.886517,-3.29276,+
dss-1,2.35915,2.84908,Q95Y72,Probable 26S proteasome complex subunit dss-1,18.5801,17.4443,16.9209,17.9636,15.5289,14.8041,15.2444,15.895,2.84908,0.00115205,2.35915,5.5731,+
"CELE_Y119D3B,13",0.308676,0.384905,Q95Y74,Uncharacterized protein,12.519,12.0869,12.3107,12.4248,11.3499,11.8944,11.8992,12.9632,0.384905,0.263185,0.308676,0.881054,
zig-9,-0.0132349,0.0224876,Q95Y79,2 (Zwei) IG domain protein,15.7657,15.4525,15.1215,15.8363,15.5511,15.8677,15.5015,15.3086,0.0224876,0.913991,-0.0132349,-0.065979,
bet-1,0.190396,0.21186,Q95Y80,Bromodomain-containing protein bet-1,13.7783,12.4935,12.5096,12.8465,13.1705,12.4432,12.3532,12.8996,0.21186,0.453297,0.190396,0.531816,
mrpl-19,-0.540412,0.789258,Q95Y83,"Probable 39S ribosomal protein L19, mitochondrial",13.9125,14.1982,13.4091,13.3489,14.6643,13.9013,13.6898,14.7749,0.789258,0.0864722,-0.540412,-1.59215,
hcp-6,1.31903,1.25268,Q95Y84;Q9N583,HoloCentric chromosome binding Protein,12.2694,10.9861,12.9024,12.6874,10.2623,11.7618,11.1859,10.3591,1.25268,0.0269817,1.31903,2.36517,+
"CELE_R13A5,10",-0.3247,0.992619,Q95Y87,Uncharacterized protein,14.6474,14.5886,14.7288,14.2448,14.9586,15.197,14.7592,14.5935,0.992619,0.0514885,-0.3247,-1.93092,
lpd-7,1.02323,1.82328,Q95Y89,Pescadillo homolog,15.5783,15.9337,15.8531,15.9946,13.9985,15.2786,15.1649,14.8248,1.82328,0.00776806,1.02323,3.37111,+
rpl-9,-1.19721,2.68958,Q95Y90,60S ribosomal protein L9,19.0554,19.1501,19.4473,19.1628,19.9705,20.8788,20.6412,20.1139,2.68958,0.00129317,-1.19721,-5.18533,+
ttr-32,2.32549,4.26094,Q95Y92,TransThyretin-Related family domain,16.0061,16.4232,15.7352,16.1007,13.6543,13.7044,13.3673,14.2372,4.26094,0,2.32549,10.0964,+
ttr-8,1.51029,3.13894,Q95Y93,TransThyretin-Related family domain,16.6162,15.9323,15.703,15.8403,14.4409,14.485,14.2656,14.8591,3.13894,0.000667984,1.51029,6.33128,+
"CELE_M04F3,4",0.604137,1.14806,Q95Y96,Uncharacterized protein,16.3355,16.0303,15.5535,16.5458,15.831,15.2812,15.7828,15.1535,1.14806,0.0346985,0.604137,2.18963,+
rpa-2,-0.258523,0.312549,Q95Y97,Replication Protein A homolog,16.5738,17.0271,16.6547,16.9788,16.368,17.4315,16.6737,17.7954,0.312549,0.328376,-0.258523,-0.740571,
cas-1,0.368893,1.757,Q95YA9,Adenylyl cyclase-associated protein,16.9966,16.8809,16.956,16.9293,16.3608,16.8843,16.5346,16.5075,1.757,0.00855227,0.368893,3.24854,+
acdh-9,-0.231545,1.3692,Q95YB2,Acyl CoA DeHydrogenase,16.8578,16.5577,16.6759,16.9205,16.9208,17.0747,17.005,16.9377,1.3692,0.0201564,-0.231545,-2.56298,+
"C52A10,2",0.996081,1.37394,Q95YC3,Carboxylic ester hydrolase,12.5004,11.997,12.0274,12.7461,12.197,11.0454,10.5891,11.4551,1.37394,0.0197911,0.996081,2.5711,+
"C52A10,1",0.981678,3.58193,Q95YC4,Carboxylic ester hydrolase,15.6827,15.3072,15.2199,15.3583,14.5724,14.4892,14.2062,14.3735,3.58193,0.000165975,0.981678,7.64317,+
"C45B2,1",-1.28804,4.43031,Q95YC6,Uncharacterized protein,17.7834,17.4254,17.5208,17.8085,19.1034,18.9539,18.8676,18.7655,4.43031,0,-1.28804,-10.808,+
"C45B2,2",-0.374385,0.270008,Q95YC7,Uncharacterized protein,15.9145,15.4992,15.5657,16.234,17.1809,15.2517,17.0643,15.2139,0.270008,0.375552,-0.374385,-0.654556,
gln-1,0.980113,1.23254,Q95YD1,GLutamiNe synthetase (Glutamate-ammonia ligase),16.268,16.21,15.83,15.8651,15.9344,15.391,14.0277,14.8995,1.23254,0.0281721,0.980113,2.33124,+
vha-16,0.828038,2.76586,Q95YD5,Vacuolar H ATPase,18.1204,18.1488,17.8598,18.064,16.8888,17.5529,17.3029,17.1362,2.76586,0.00119444,0.828038,5.36834,+
idhg-2,-0.806015,0.283461,Q95YD8,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial",15.2691,19.1934,14.5028,13.9993,16.3719,16.6698,16.5401,16.607,0.283461,0.359819,-0.806015,-0.68207,
"C07H6,2",0.996402,1.18777,Q95YE7,Uncharacterized protein,15.8596,14.8482,15.7971,15.4495,15.2566,13.7079,14.0038,15.0004,1.18777,0.0318078,0.996402,2.25607,+
cgh-1,-0.611741,1.53591,Q95YF3,ATP-dependent RNA helicase cgh-1,17.6569,18.0858,17.6476,18.2356,18.9025,18.6278,18.2897,18.2528,1.53591,0.0135218,-0.611741,-2.85179,+
"ZK353,9",1.10421,3.71124,Q95ZI6,"PITH domain-containing protein ZK353,9",16.1191,15.7264,15.8659,16.2168,15.0103,14.7222,14.7667,15.0122,3.71124,0.000183206,1.10421,8.06572,+
gly-5,0.768238,0.667052,Q95ZJ1,Polypeptide N-acetylgalactosaminyltransferase 5,15.5028,13.9796,14.5783,16.4561,14.5025,14.0375,14.3428,14.561,0.667052,0.11905,0.768238,1.38534,
"CELE_Y10G11A,1",-1.34535,2.05143,Q95ZJ9,5'-nucleotidase,12.5757,12.0096,12.1741,12.1387,13.316,14.5608,13.1886,13.2141,2.05143,0.00459305,-1.34535,-3.80811,+
act-4,-4.44164,3.99175,Q95ZL1,Actin-4,12.5055,12.1555,12.1174,12.5442,15.648,17.8522,17.1854,16.4034,3.99175,0,-4.44164,-9.05183,+
"CELE_M01H9,3",2.20075,4.36248,Q95ZL3,Uncharacterized protein,17.0351,16.4287,16.5106,16.8109,14.8996,14.14,14.4886,14.4541,4.36248,0,2.20075,10.5177,+
nmt-1,-0.125971,0.0760131,Q95ZN7,Glycylpeptide N-tetradecanoyltransferase,15.0388,14.4332,13.0407,15.075,13.6024,15.1594,14.3127,15.0171,0.0760131,0.738398,-0.125971,-0.211585,
aak-2,0.210063,0.383461,Q95ZQ4,5'-AMP-activated protein kinase catalytic subunit alpha-2,15.2423,14.212,14.9424,14.843,14.8414,14.5902,14.6216,14.3461,0.383461,0.264159,0.210063,0.878311,
"CELE_R186,7",0.898495,2.17456,Q95ZQ5,Uncharacterized protein,16.5061,15.7969,15.9051,16.6522,15.2064,15.2628,15.3149,15.4821,2.17456,0.00348667,0.898495,4.05474,+
"CELE_K09G1,1",0.769978,1.27932,Q95ZR6,Uncharacterized protein,14.4026,15.1518,14.6423,13.9635,13.2561,14.1267,14.0549,13.6426,1.27932,0.0249825,0.769978,2.41015,+
"CELE_F56A8,3",1.454,1.99861,Q95ZS5,Uncharacterized protein,17.6111,17.5771,17.4087,19.0151,16.0955,16.5138,16.6432,16.5434,1.99861,0.00529175,1.454,3.70473,+
"CELE_F45H11,5",-0.55455,0.845186,Q95ZT5,Uncharacterized protein,14.3623,14.2115,14.5281,13.3471,15.0804,14.132,14.6859,14.7688,0.845186,0.0749614,-0.55455,-1.68571,
"CELE_F43H9,4",-0.896664,1.34334,Q95ZT6,Uncharacterized protein,12.5432,12.1587,12.2956,12.7175,12.7934,12.7251,13.7353,14.048,1.34334,0.0214397,-0.896664,-2.51883,+
"CELE_F08F8,7",0.0667706,0.0595241,Q95ZW2,Ribulose-phosphate 3-epimerase,16.4535,16.0408,15.1011,16.8833,16.1104,16.3088,16.0262,15.7663,0.0595241,0.787127,0.0667706,0.168245,
"C50F4,16",-0.0388074,0.0687157,Q95ZW9,Uncharacterized protein,13.4781,14.0259,13.6753,13.5042,13.4274,13.7183,13.5471,14.1458,0.0687157,0.758726,-0.0388074,-0.192556,
"B0410,3",2.32613,1.24997,Q95ZZ5,Uncharacterized protein,12.2851,12.1611,12.2807,12.6367,7.73212,12.2391,10.8703,9.21761,1.24997,0.0270324,2.32613,2.3606,+
gad-3,0.21951,0.102261,Q960A1,Probable aldehyde oxidase gad-3,11.802,13.9696,13.7758,15.5502,13.354,13.4212,13.3512,14.0931,0.102261,0.668415,0.21951,0.278192,
mak-2,-1.0725,1.29815,Q965G5,MAP kinase-activated protein kinase mak-2,13.556,14.7422,15.3666,14.2582,15.8169,15.9893,15.3652,15.0415,1.29815,0.0240461,-1.0725,-2.44204,+
"CELE_T24A6,20",1.4046,2.90946,Q965J1,Uncharacterized protein,13.26,13.4929,13.2083,14.0591,11.7479,12.4361,12.2315,11.9863,2.90946,0.000914286,1.4046,5.72514,+
"CELE_F53H1,1",0.779955,1.98839,Q965K2;U4PEV8,Uncharacterized protein,14.55,14.527,14.4024,14.5434,13.1418,13.7184,13.9616,14.0812,1.98839,0.00532867,0.779955,3.68489,+
dnc-3,1.2104,1.79953,Q965K5,DyNactin Complex component,16.9657,16.0797,16.1697,17.5175,15.6733,15.149,15.4076,15.661,1.79953,0.00805442,1.2104,3.32699,+
"C07G3,10",2.47015,5.13612,Q965N0,Uncharacterized protein,12.371,11.9771,12.1565,12.7273,9.91911,9.66311,9.93028,9.83879,5.13612,0,2.47015,14.3024,+
"BE0003N10,1",1.3435,1.81244,Q965N3,Uncharacterized protein,13.8794,13.7125,14.4058,15.0127,13.4821,13.2453,12.3096,12.5995,1.81244,0.00787574,1.3435,3.35094,+
chin-1,-0.910483,0.805315,Q965N4,CHImaeriN (Rac-GTPase-activating protein) homolog,11.0192,12.1749,12.1418,12.79,13.7839,13.3323,11.8055,12.8462,0.805315,0.083282,-0.910483,-1.61906,
"CELE_Y46E12BL,2",0.0266225,0.0236602,Q965N8,Uncharacterized protein,15.2586,13.9958,14.6428,15.5888,14.9447,14.648,14.5525,15.2342,0.0236602,0.909144,0.0266225,0.0693327,
cht-4,0.970347,3.69265,Q965P2,CHiTinase,14.6567,14.6219,14.9066,14.901,13.5313,13.9605,13.8835,13.8295,3.69265,0.000179372,0.970347,8.00377,+
"CELE_Y22D7AL,10",-0.488922,1.63634,Q965Q1,Uncharacterized protein,18.5723,18.8368,18.983,18.5868,18.9851,19.4582,19.4457,19.0455,1.63634,0.0109142,-0.488922,-3.02984,+
sqv-6,1.08926,1.49137,Q965Q8,Xylosyltransferase sqv-6,12.2868,13.384,11.9348,12.4986,11.0668,11.3965,12.134,11.1501,1.49137,0.0148961,1.08926,2.77387,+
"CELE_Y50D4C,3",3.31793,2.29889,Q965Q9,Uncharacterized protein,13.9947,14.7248,17.3354,14.6001,11.3474,11.7035,12.3019,12.0304,2.29889,0.00280986,3.31793,4.31231,+
"CELE_Y97E10AR,6",0.910552,2.37964,Q965R9,Uncharacterized protein,14.9737,15.2017,15.0398,15.84,14.3479,14.3736,14.2362,14.4552,2.37964,0.00232313,0.910552,4.48453,+
rpb-9,-1.03425,2.75927,Q965S0,DNA-directed RNA polymerase subunit,12.5461,12.1229,12.2869,12.6137,13.2634,13.6997,13.6754,13.068,2.75927,0.00118894,-1.03425,-5.35235,+
abhd-12,1.4159,0.821229,Q965S2,ABHydrolase Domain containing homolog,15.3915,18.9005,18.8662,17.357,15.5718,16.5436,16.16,16.5762,0.821229,0.080116,1.4159,1.64569,
natb-1,1.51487,4.43774,Q965S3,"N-terminal AceTyltransferase B (NatB) complex, catalytic subunit, homolog",14.9187,14.5976,14.8918,14.8891,13.5476,12.9876,13.3788,13.3239,4.43774,0,1.51487,10.8403,+
"eif-3,I",0.472855,1.44066,Q965S8,Eukaryotic translation initiation factor 3 subunit I,16.7673,16.3367,16.6305,17.1818,16.2444,16.2297,16.2865,16.2643,1.44066,0.0165802,0.472855,2.68584,+
"CELE_Y54F10AR,1",0.530175,3.51872,Q965T2,Uncharacterized protein,16.3315,16.1199,16.383,16.3903,15.8666,15.7302,15.7783,15.7288,3.51872,0.000249668,0.530175,7.44347,+
taco-1,-0.0555503,0.0802924,Q965T4,Translational Activator of Cytochrome c Oxidase,15.0655,15.3593,15.1566,16.1276,15.3007,15.592,15.5119,15.5266,0.0802924,0.726441,-0.0555503,-0.222636,
xpo-2,0.700037,3.13145,Q965V4,EXPOrtin (Nuclear export receptor),15.7753,15.7495,15.4561,15.8793,15.1336,15.0545,14.8343,15.0378,3.13145,0.000662745,0.700037,6.31076,+
ubh-3,-3.38864,4.30755,Q965V9,Ubiquitin carboxyl-terminal hydrolase,12.3462,11.3034,12.1422,12.6653,15.4828,15.6789,15.7733,15.0767,4.30755,0,-3.38864,-10.2879,+
comt-3,-0.19916,0.376069,Q965W3,Catechol-O-MethylTransferase family,15.9912,15.5289,16.0736,15.9148,15.7536,15.8864,16.6419,16.0233,0.376069,0.26987,-0.19916,-0.864238,
comt-4,0.959085,3.68997,Q965W4,Catechol-O-MethylTransferase family,14.8547,14.7175,14.6741,14.7914,13.6956,14.1284,13.6178,13.7595,3.68997,0.000178838,0.959085,7.99488,+
nape-2,3.29628,4.40961,Q965X9,N-Acyl Phosphatidyl Ethanolamine specific phospholipase D (NAPE-PLD) homolog,16.9307,16.5771,16.0385,17.2233,13.599,12.9713,13.2735,13.7407,4.40961,0,3.29628,10.7187,+
map-1,-0.17718,1.75506,Q965Y1,Methionine aminopeptidase,15.5107,15.3627,15.3404,15.4118,15.5815,15.5811,15.6823,15.4895,1.75506,0.0085674,-0.17718,-3.24498,+
"CELE_ZK105,1",3.18217,3.81932,Q965Z4,Uncharacterized protein,16.6701,16.3411,15.1671,16.6183,13.0327,12.6405,13.2935,13.1013,3.81932,0.000113712,3.18217,8.43403,+
"CELE_Y58A7A,4;CELE_Y58A7A,3",1.0155,2.62994,Q966A5;Q966A6,Uncharacterized protein,14.7197,14.3726,14.3467,14.8119,13.9121,13.2468,13.3015,13.7284,2.62994,0.00132203,1.0155,5.04529,+
rpl-7A,-1.51407,5.03133,Q966C6,60S ribosomal protein L7a,19.5731,19.7255,19.8291,19.7161,21.1661,21.4803,21.2385,21.0152,5.03133,0,-1.51407,-13.7239,+
tald-1,-0.425237,1.77407,Q966C7,Transaldolase,17.7606,17.8666,17.7463,18.0653,17.9944,18.5056,18.3437,18.296,1.77407,0.0084486,-0.425237,-3.27993,+
"CELE_Y104H12D,3",1.3181,3.43427,Q966E7,Uncharacterized protein,15.1456,15.5647,15.1139,15.7896,14.2135,14.1847,14.0865,13.8567,3.43427,0.00027027,1.3181,7.18344,+
"CELE_T13G4,4",1.57599,2.40285,Q966F6,Uncharacterized protein,13.7337,13.9344,13.6467,13.8567,12.8603,11.2928,12.1414,12.573,2.40285,0.00232402,1.57599,4.53479,+
"CELE_K08D12,3",1.14786,0.742566,Q966I7,Uncharacterized protein,17.3465,16.4109,15.9327,18.0596,17.3728,14.8482,14.9258,16.0116,0.742566,0.0974677,1.14786,1.51359,
pbs-1,-0.0751581,0.0814355,Q966I8,Proteasome subunit beta type,17.3486,17.2583,16.0599,17.4558,16.928,17.2579,17.0966,17.1408,0.0814355,0.723527,-0.0751581,-0.225575,
"CELE_F41B4,1",0.43189,1.85112,Q966J6,Uncharacterized protein,14.8131,14.8212,14.5202,14.5383,14.3607,13.9694,14.2539,14.3812,1.85112,0.00737116,0.43189,3.42316,+
poml-2,-1.69847,3.54016,Q966L1,PON (Paraoxonase) and MEC-6 Like,12.3046,12.1068,12.2937,12.7055,13.9463,13.5739,14.4286,14.2556,3.54016,0.000161943,-1.69847,-7.5107,+
"CELE_E01A2,5",0.0497303,0.0132876,Q966L4,Diphthine--ammonia ligase,12.5307,10.5368,8.50866,14.2869,11.5129,10.856,11.5797,11.7156,0.0132876,0.948425,0.0497303,0.0393768,
"E01A2,2",0.566045,2.36219,Q966L5,Serrate RNA effector molecule homolog,15.3605,15.1993,15.1506,15.5892,14.7318,14.7609,14.5763,14.9664,2.36219,0.00238592,0.566045,4.44699,+
glh-2,0.88064,0.480027,Q966L9,ATP-dependent RNA helicase glh-2,14.426,14.1305,11.8162,15.6454,13.4083,13.2723,12.4305,13.3845,0.480027,0.198816,0.88064,1.05721,
dbr-1,0.855441,1.21512,Q966M6,Lariat debranching enzyme,15.7385,14.0239,14.4117,14.8352,13.8889,13.9929,13.7579,13.9477,1.21512,0.0294428,0.855441,2.30195,+
"C36B7,6",1.85298,3.26882,Q966P8,Uncharacterized protein,15.5269,16.3976,15.4754,16.3841,13.8034,14.1367,14.2869,14.1451,3.26882,0.000525516,1.85298,6.69551,+
eif-1,1.13421,2.23883,Q967F1,Eukaryotic Initiation Factor,16.5354,15.8731,16.1444,16.5328,15.7895,14.9274,14.9299,14.902,2.23883,0.00309163,1.13421,4.18676,+
hmr-1,1.29437,2.77502,Q967F4,Cadherin-related hmr-1,15.487,14.3724,15.2155,15.131,13.6992,13.809,13.7903,13.73,2.77502,0.00120093,1.29437,5.39059,+
xrn-1,0.427012,0.274394,Q9BHK7,5'-3' exoribonuclease 1,14.6772,16.424,15.6286,14.0633,15.5117,13.9554,15.3117,14.3064,0.274394,0.370609,0.427012,0.66356,
"CELE_Y66D12A,13",0.698788,1.86072,Q9BI47,Uncharacterized protein,12.4559,11.9759,12.2174,12.7054,11.8066,11.6207,11.2822,11.8501,1.86072,0.00715237,0.698788,3.44119,+
epn-1,0.809302,3.03916,Q9BI71;Q9BI72,EPsiN (Endocytic protein) homolog,15.6945,15.6062,15.9012,16.1467,14.862,15.0447,15.0758,15.1288,3.03916,0.000762431,0.809302,6.06206,+
ska-3,-0.350189,0.612923,Q9BI86,Spindle and Kinetochore-Associated protein homolog,12.3271,12.1844,12.3273,12.7535,12.3186,13.0482,13.2694,12.3569,0.612923,0.13796,-0.350189,-1.29219,
"F46B6,12",1.00572,2.06256,Q9BI88,"UPF0587 protein F46B6,12",15.3987,15.0597,16.182,15.3621,14.1786,14.6117,14.5416,14.6476,2.06256,0.00449137,1.00572,3.83008,+
sand-1,-0.739086,1.01744,Q9BI89,SAND endocytosis protein family,12.3194,12.1039,12.1534,12.7471,13.3875,12.0368,13.3806,13.4753,1.01744,0.0481032,-0.739086,-1.97214,+
"B0464,9",0.846988,0.899061,Q9BIB3,Probable protein phosphatase methylesterase 1,14.9132,14.0517,14.1996,14.7761,14.117,12.7846,13.0622,14.589,0.899061,0.0650964,0.846988,1.77547,
hrpf-1,0.362218,1.42145,Q9BIB7,HnRNP F homolog,16.3783,15.9177,16.1094,15.9471,15.9854,15.65,15.6259,15.6422,1.42145,0.0171798,0.362218,2.65268,+
imb-1,0.961923,4.159,Q9BIB8,IMportin Beta family,16.4672,16.2751,16.3806,16.3911,15.5142,15.2058,15.3331,15.6132,4.159,0,0.961923,9.68877,+
"ech-1,2",0.490978,2.14776,Q9BIC3;Q9GYT0,Enoyl-CoA Hydratase,18.5567,18.1005,18.2512,18.3929,18.0058,17.709,17.7102,17.9123,2.14776,0.00353829,0.490978,4.00035,+
spp-15,3.52507,3.27794,Q9BIC4,SaPosin-like Protein family,16.2163,16.6513,16.5608,16.5216,11.5389,12.9508,13.9416,13.4185,3.27794,0.000527808,3.52507,6.7217,+
"C49A9,9",-1.35337,2.45334,Q9BKP7,Uncharacterized protein,13.2085,12.4605,11.9173,12.6202,13.5669,14.0542,13.9062,14.0927,2.45334,0.00215287,-1.35337,-4.6453,+
"C17F4,7",0.265224,0.769977,Q9BKP8,Uncharacterized protein,18.3702,17.9875,17.7313,17.87,17.8419,17.4611,17.6811,17.9142,0.769977,0.0910218,0.265224,1.55976,
"CELE_Y37B11A,3",-0.998045,2.32839,Q9BKQ2,Uncharacterized protein,13.4675,13.2105,14.0668,13.3697,14.542,14.199,14.5274,14.8383,2.32839,0.00263577,-0.998045,-4.37477,+
rep-1,1.06116,0.254358,Q9BKQ5,Rab GDP dissociation inhibitor,7.56529,11.265,12.0064,12.7044,9.09406,12.183,11.4339,6.58552,0.254358,0.394928,1.06116,0.622156,
"CELE_Y67D2,7",1.26828,2.65025,Q9BKQ7,Uncharacterized protein,15.167,15.0043,15.8844,15.4685,13.8333,14.1889,14.5234,13.9055,2.65025,0.00130186,1.26828,5.09269,+
"cisd-3,2",-0.796484,1.9081,Q9BKQ9,CDGSH Iron Sulfur Domain protein homolog,15.6902,16.2452,15.6041,16.4989,16.993,16.7031,16.7757,16.7525,1.9081,0.00649497,-0.796484,-3.53074,+
"Y67D2,5",1.95857,3.2499,Q9BKR0,N-acetyltransferase 9-like protein,15.2946,15.3995,15.3976,15.5725,13.566,12.9518,13.0828,14.2294,3.2499,0.000517647,1.95857,6.64143,+
ttc-37,2.24062,4.60731,Q9BKR2,TeTratriCopeptide repeat domain protein related,15.4956,15.0436,15.1491,15.5125,13.3757,12.9431,12.693,13.2266,4.60731,0,2.24062,11.6005,+
"CELE_Y47A7,2",0.266272,0.179506,Q9BKR3,Uncharacterized protein,12.2435,12.0028,12.3371,12.7461,12.0282,10.7727,13.4952,11.9684,0.179506,0.506044,0.266272,0.460396,
"CELE_Y82E9BR,18",0.478365,1.07458,Q9BKR5,Uncharacterized protein,14.3638,14.0265,14.9615,14.3952,14.0123,13.954,13.6273,14.24,1.07458,0.0422691,0.478365,2.06714,+
"CELE_Y82E9BR,16",0.793485,4.00295,Q9BKR9,Uncharacterized protein,16.0154,15.7965,15.9678,16.0961,15.0045,15.181,15.2717,15.2447,4.00295,0,0.793485,9.09329,+
elc-1,0.876405,3.19648,Q9BKS1,ELongin C,16.6012,16.0949,16.5419,16.2452,15.3147,15.5839,15.5485,15.5305,3.19648,0.000625767,0.876405,6.49067,+
"CELE_Y82E9BR,14",0.283627,0.800746,Q9BKS2,Uncharacterized protein,14.9266,15.3371,15.3688,14.8568,14.8348,14.9992,14.5175,15.0033,0.800746,0.0839953,0.283627,1.61141,
npp-13,0.837555,2.76571,Q9BKT9,Nuclear pore protein,16.0593,15.4615,15.5306,15.4785,14.97,14.6748,14.7644,14.7704,2.76571,0.00119352,0.837555,5.36796,+
eif-2alpha,0.262995,2.0039,Q9BKU3,Eukaryotic Initiation Factor,17.3052,17.4716,17.466,17.5732,17.1554,17.31,17.1963,17.1022,2.0039,0.00522284,0.262995,3.71502,+
phb-1,0.23378,1.23579,Q9BKU4,Mitochondrial prohibitin complex protein 1,18.6944,18.5944,18.5021,18.9622,18.4586,18.4677,18.4705,18.4213,1.23579,0.0280644,0.23378,2.33671,+
"CELE_Y37E3,8",-1.59667,2.30533,Q9BKU5,Uncharacterized protein,18.2279,18.2799,18.6186,17.0755,19.3835,19.9839,19.8248,19.3965,2.30533,0.00281813,-1.59667,-4.32591,+
moag-4,0.18697,0.13782,Q9BKU8,MOdifier of protein AGgregation,16.4385,16.0086,16.0537,16.4696,14.5696,16.5532,16.4176,16.6821,0.13782,0.586364,0.18697,0.364366,
"CELE_Y92H12BL,4",-0.0954924,0.0589093,Q9BKW0,Uncharacterized protein,11.9818,14.028,11.8434,13.289,13.2912,12.8917,12.2496,13.0917,0.0589093,0.788635,-0.0954924,-0.166605,
"CELE_Y22D7AR,10",2.21248,2.96513,Q9BKX4,Uncharacterized protein,15.1255,14.9266,15.0538,15.3652,12.0981,12.4781,13.4588,13.5862,2.96513,0.000832753,2.21248,5.86799,+
