geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04, -Log.p.value,Student's T-test q-value daf2_d5_eat2_d5,log2FC,Student's T-test Test statistic daf2_d5_eat2_d5,Sign p-val: 0.05 
gst-26,-0.487725,3.273,Q9NAB4,Glutathione S-Transferase,16.1356,16.4435,16.3301,16.2531,16.803,16.7102,16.8586,16.7414,3.273,0.000214182,-0.487725,-6.70748,+
"CELE_Y53F4B,18",0.935418,3.27294,Q9NAB7,Uncharacterized protein,16.1368,16.3565,15.8541,16.2401,15.1777,15.4027,14.983,15.2824,3.27294,0.000214027,0.935418,6.70733,+
"CELE_Y53F4B,3",2.09739,3.74562,Q9NAC5,Uncharacterized protein,14.2954,14.2587,13.9289,14.7816,12.2109,12.6436,12.2849,11.7356,3.74562,0.000178122,2.09739,8.18135,+
sta-1,1.20029,3.68053,Q9NAD6,Signal transducer and activator of transcription 1,13.0365,12.9769,12.8537,12.9313,11.8312,11.9594,11.8872,11.3193,3.68053,0.000172285,1.20029,7.96362,+
"Y51H4A,7",1.20698,3.66639,Q9NAE2,Probable urocanate hydratase,16.8044,17.118,16.5462,16.8914,15.7764,15.8127,15.415,15.5281,3.66639,0.000170686,1.20698,7.91697,+
pinn-4,1.26398,3.24578,Q9NAF9,Peptidyl-prolyl cis-trans isomerase,17.3284,17.8949,17.125,17.493,16.3772,16.349,15.9807,16.0786,3.24578,0.000210676,1.26398,6.62971,+
mrpl-20,-0.0871255,0.0559612,Q9NAG2,"Mitochondrial Ribosomal Protein, Large",12.8603,13.2872,10.9152,12.9203,12.6629,12.5961,12.2468,12.8256,0.0559612,0.761002,-0.0871255,-0.158715,
mac-1,0.0688877,0.0769899,Q9NAG4,Member of AAA family binding CED-4,13.5043,14.0336,14.8718,13.8218,14.328,13.9619,13.9951,13.671,0.0769899,0.68844,0.0688877,0.214115,
"CELE_Y48C3A,3",-0.0789695,0.0700992,Q9NAG5,Uncharacterized protein,14.5456,15.9477,14.6445,14.1108,14.8709,15.0587,14.9284,14.7065,0.0700992,0.711301,-0.0789695,-0.196182,
teg-1,1.47962,5.395,Q9NAH3,Tumorous Enhancer of Glp-1(Gf),16.545,16.6409,16.2861,16.3218,14.9491,15.0202,14.8738,15.0321,5.395,0,1.47962,15.8327,+
"Y47D3A,21",1.30333,4.89833,Q9NAH4,Density-regulated protein homolog,17.7089,17.6997,17.6195,17.6085,16.4532,16.1293,16.5667,16.274,4.89833,0.000155718,1.30333,13.0216,+
rsks-1,-0.709497,1.19301,Q9NAH6,Ribosomal protein S6 kinase beta,15.3735,14.0152,15.2126,15.1703,15.68,15.5801,15.6824,15.6672,1.19301,0.0199437,-0.709497,-2.26486,+
aakb-2,-1.6058,2.29807,Q9NAH7,AMP-Activated Kinase Beta subunit,12.9767,13.3799,12.7112,12.9321,15.4618,14.6908,14.4888,13.7819,2.29807,0.00140304,-1.6058,-4.31058,+
"CELE_Y39G8B,1",0.781183,2.99243,Q9NAI5,Uncharacterized protein,16.577,17.1107,16.8529,16.9478,15.9203,16.2012,16.2061,16.0362,2.99243,0.000283445,0.781183,5.93901,+
"CELE_Y38E10A,24",-1.81762,2.52706,Q9NAI7,Uncharacterized protein,13.0928,13.0717,12.8836,12.9136,15.8958,14.1851,14.5664,14.5849,2.52706,0.000836795,-1.81762,-4.80966,+
"CELE_Y38E10A,17",-1.789,1.86748,Q9NAJ4,Uncharacterized protein,17.5604,18.0221,19.1506,19.5828,20.6093,20.8204,19.8909,20.1512,1.86748,0.00346418,-1.789,-3.4539,+
clec-4,0.0909607,0.205953,Q9NAK5,C-type LECtin,12.4347,13.2369,12.7403,12.9798,12.695,12.85,12.6932,12.7897,0.205953,0.402048,0.0909607,0.518957,
"Y105C5B,9",0.22677,0.249264,Q9NAM7,Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog,14.1065,13.0493,14.5924,14.5883,13.9317,14.0272,13.7668,13.7038,0.249264,0.344193,0.22677,0.611515,
uba-2,0.84839,1.67698,Q9NAN1,SUMO-activating enzyme subunit uba-2,16.705,17.3226,16.1157,16.3227,15.5861,15.8373,15.7564,15.8927,1.67698,0.00510277,0.84839,3.10288,+
par-6,-0.519413,1.50631,Q9NAN2,Partitioning defective protein 6,14.0257,13.7221,13.8977,13.5102,13.9888,14.1565,14.6595,14.4286,1.50631,0.00831733,-0.519413,-2.79993,+
mrps-15,0.269329,0.459136,Q9NAP9,"28S ribosomal protein S15, mitochondrial",14.0829,15.124,14.614,14.4379,14.2405,14.6051,14.4356,13.9004,0.459136,0.171744,0.269329,1.01921,
"CELE_JC8,2",0.282475,1.03145,Q9NAQ2,Uncharacterized protein,15.2766,15.2052,14.7417,15.2773,14.9643,14.6926,14.8166,14.8974,1.03145,0.0327235,0.282475,1.99543,+
tim-22,0.935746,2.43414,Q9NAQ9,Mitochondrial import inner membrane translocase subunit tim-22,12.5553,13.3515,12.928,12.4678,11.8742,11.9651,11.8651,11.8552,2.43414,0.00111575,0.935746,4.60309,+
col-124,1.45513,2.67521,Q9NAR3,COLlagen,17.4989,17.5826,17.751,17.6914,16.5722,16.4817,16.2844,15.3651,2.67521,0.00066772,1.45513,5.15135,+
lis-1,0.571628,1.23673,Q9NDC9,Lissencephaly-1 homolog,14.9917,15.8067,15.4898,15.4877,14.845,14.5692,14.6986,15.3765,1.23673,0.0178533,0.571628,2.3383,+
mrps-35,-0.186005,0.966678,Q9NEI6,"Mitochondrial Ribosomal Protein, Small",15.2411,15.3719,14.9329,15.0954,15.2806,15.3306,15.4132,15.361,0.966678,0.0393966,-0.186005,-1.88784,+
ssl-1,-2.78507,4.09948,Q9NEL2,Helicase ssl-1,13.4909,13.7919,14.6398,14.0981,16.3131,17.0515,16.8976,16.8989,4.09948,0.000146096,-2.78507,-9.45768,+
"CELE_Y111B2A,3",2.5826,5.48532,Q9NEM5,Uncharacterized protein,14.5817,14.7814,14.2733,14.1762,12.0744,11.7411,11.8728,11.7939,5.48532,0,2.5826,16.4026,+
rps-6,-1.31879,5.98839,Q9NEN6,40S ribosomal protein S6,18.0258,17.9182,18.138,18.1826,19.4359,19.3112,19.4269,19.3658,5.98839,0,-1.31879,-19.9576,+
fat-1,-1.15805,1.29507,Q9NEQ0,Omega-3 fatty acid desaturase fat-1,13.0145,13.3128,12.9239,12.9808,15.0942,14.7586,14.0275,12.9839,1.29507,0.0147701,-1.15805,-2.43681,+
"CELE_Y59A8B,12",0.625244,0.859547,Q9NEQ5,Uncharacterized protein,15.1228,16.1031,14.4896,14.6608,14.5989,14.4664,14.4681,14.342,0.859547,0.0534896,0.625244,1.70967,
"CELE_Y59A8B,8",-0.434041,2.06265,Q9NEQ8,Uncharacterized protein,13.6114,13.8686,13.7816,13.6381,14.2712,14.2662,13.8737,14.2248,2.06265,0.00208605,-0.434041,-3.83024,+
"CELE_Y39B6A,1",0.181975,0.277333,Q9NES7,Uncharacterized protein,13.0614,13.0468,12.9242,13.0441,12.9828,13.496,12.6529,12.2168,0.277333,0.312349,0.181975,0.669575,
pph-5,0.797198,2.16681,Q9NES8,Serine/threonine-protein phosphatase 5,16.877,16.238,16.0494,16.6919,15.6453,15.7645,15.6966,15.5611,2.16681,0.00177052,0.797198,4.03897,+
"CELE_Y39B6A,5",2.41096,3.08315,Q9NET2,Uncharacterized protein,16.0613,16.305,15.5331,17.0631,13.9685,13.3898,14.4015,13.5588,3.08315,0.000257732,2.41096,6.17964,+
"CELE_Y39B6A,10",-0.878084,2.18741,Q9NET7,Uncharacterized protein,12.9102,13.2429,13.0676,13.0032,14.5258,13.84,13.7677,13.6028,2.18741,0.0017392,-0.878084,-4.08094,+
pro-3,-0.987799,3.36082,Q9NEU2,Protein SDA1 homolog,12.7841,13.2729,12.9936,13.0198,14.2899,13.9862,13.8245,13.921,3.36082,0.00018029,-0.987799,-6.96341,+
tgt-2,1.27555,3.89241,Q9NEU3,Queuine tRNA-ribosyltransferase accessory subunit 2,13.129,13.1622,12.8638,13.0649,11.956,11.8867,11.8844,11.3906,3.89241,0.000124731,1.27555,8.69126,+
"Y39B6A,33",-0.525647,1.27887,Q9NEU5,"Uncharacterized protein Y39B6A,33",12.5967,12.2684,12.9662,13.0343,13.0912,13.1137,13.6209,13.1425,1.27887,0.0154586,-0.525647,-2.40939,+
spin-4,1.10861,1.92414,Q9NEW5,SPINster (Drosophila lysosomal permease) homolog,12.9361,13.0773,12.9175,12.9649,11.4546,11.7562,11.4803,12.7701,1.92414,0.0028997,1.10861,3.5613,+
rsp-3,1.03374,5.34634,Q9NEW6,"Probable splicing factor, arginine/serine-rich 3",18.5812,18.7031,18.4347,18.5401,17.5102,17.6399,17.4821,17.4919,5.34634,0,1.03374,15.5336,+
elpc-2,-1.1563,2.23613,Q9NEW7,ELongator complex Protein Component,13.2388,13.2874,13.548,14.1844,14.8733,14.9807,14.2193,14.8106,2.23613,0.00161419,-1.1563,-4.18117,+
"CELE_Y105E8A,11",0.143823,0.23141,Q9NEY7,Uncharacterized protein,15.8589,15.2932,16.4085,15.7691,15.8827,15.7898,15.4087,15.6731,0.23141,0.36734,0.143823,0.573826,
unc-95,-0.537427,1.74702,Q9NEZ5,Uncharacterized protein,15.4711,15.8806,15.1494,15.5727,15.8637,16.2022,16.0898,16.0677,1.74702,0.00426924,-0.537427,-3.23022,+
ech-7,1.62102,3.8442,Q9NEZ8,Enoyl-CoA Hydratase,16.9797,17.0546,17.2811,17.2737,15.3715,15.1584,15.6032,15.9719,3.8442,0.000120207,1.62102,8.52083,+
hprt-1,1.30682,2.95497,Q9NF11,Hypoxanthine PhosphoRibosylTransferase homolog,19.8304,20.0891,19.1658,19.8242,18.7261,18.39,18.3169,18.2492,2.95497,0.00034657,1.30682,5.84173,+
"CELE_Y105E8A,2",2.15811,5.03613,Q9NF22,Uncharacterized protein,16.6314,16.4786,16.0834,16.7628,14.2242,14.355,14.2713,14.4732,5.03613,0.000175342,2.15811,13.7499,+
mdf-2,3.24659,5.2115,Q9NGT3,MAD (Yeast Mitosis arrest DeFicient) related,14.5912,14.7313,15.3418,15.234,11.9459,11.9222,11.5684,11.4755,5.2115,0,3.24659,14.7327,+
ced-2,3.09005,5.10595,Q9NHC3,Cell death abnormality protein 2,15.5109,16.1224,15.2557,15.4348,12.1877,12.4855,12.7114,12.5789,5.10595,0.000185507,3.09005,14.1336,+
oaz-1,1.11719,4.82906,Q9NHZ6,Ornithine decarboxylase antizyme,13.0392,13.0952,12.8891,12.8935,11.9713,11.9811,11.8136,11.6822,4.82906,0.000147126,1.11719,12.6692,+
hrp-2,0.617265,0.889408,Q9NLD1,HnRNP A1 homolog,17.5553,17.957,16.3701,17.5735,16.9184,16.7973,16.649,16.6222,0.889408,0.0490681,0.617265,1.75941,+
msp-77,2.80135,3.39703,Q9TVW5,Major sperm protein 77/79,18.4759,18.2121,16.9459,17.8471,15.2861,14.462,15.1005,15.4269,3.39703,0.000183515,2.80135,7.07121,+
par-1,-0.477067,0.910531,Q9TW45,Serine/threonine-protein kinase par-1,14.4182,15.056,14.1369,14.8164,15.0705,14.7037,15.5296,15.032,0.910531,0.0461264,-0.477067,-1.79455,+
dys-1,0.96092,2.15431,Q9TW65;V6CJD7;V6CLR8;V6CLV8,Dystrophin-1;DYStrophin related;DYStrophin related;DYStrophin related,13.0558,13.0486,12.7742,13.0063,12.6769,11.8753,11.8688,11.6203,2.15431,0.00177815,0.96092,4.01361,+
png-1,0.679374,1.17817,Q9TW67,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,13.9901,14.471,15.1866,14.689,13.5324,14.3724,13.8241,13.8904,1.17817,0.0208934,0.679374,2.23998,+
ubxn-1,1.79476,7.23195,Q9TXH9,UBX-containing protein in Nematodes,18.686,18.8525,18.8882,18.716,16.987,17.0577,16.939,16.9798,7.23195,0,1.79476,32.2937,+
did-2,1.55228,4.66154,Q9TXI3,"Doa4-Independent Degradation, homologous to yeast Did2",18.296,18.6081,18.2022,18.7409,16.8318,16.978,16.8938,16.9345,4.66154,0.000129555,1.55228,11.8538,+
"CELE_F23C8,5",0.296457,1.208,Q9TXI4,Uncharacterized protein,17.8406,17.9645,18.3223,17.8427,17.8224,17.7793,17.5667,17.6158,1.208,0.0192291,0.296457,2.29001,+
vps-34,1.06056,3.00849,Q9TXI7,Phosphatidylinositol 3-kinase catalytic subunit type 3,12.9486,13.1267,12.736,12.7349,12.0398,12.029,11.8371,11.3981,3.00849,0.000285538,1.06056,5.98108,+
"CELE_F54E2,1",1.25943,4.20501,Q9TXK1,Uncharacterized protein,17.1076,17.3294,17.0218,17.5278,15.9436,15.8449,16.0718,16.0885,4.20501,0.000160221,1.25943,9.87088,+
atg-9,1.02342,4.19146,Q9TXN6,Autophagy-related protein 9,12.6456,13.0633,13.0006,13.0145,11.9912,11.9482,11.886,11.8049,4.19146,0.000158254,1.02342,9.81695,+
rps-27,-2.55127,5.31927,Q9TXP0,40S ribosomal protein S27,16.441,16.2035,16.6987,16.0119,18.9384,19.0592,18.7073,18.8552,5.31927,0,-2.55127,-15.3696,+
tank-1,-0.62716,0.635123,Q9TXQ1,Tankyrase-like protein,13.007,13.0404,12.9856,12.3275,13.6393,12.8625,12.7284,14.639,0.635123,0.101756,-0.62716,-1.33054,
"CELE_T04G9,7",2.80027,4.98613,Q9TXQ6,Uncharacterized protein,17.9717,17.9745,17.903,17.3954,15.3965,14.6433,15.0044,14.9993,4.98613,0.000169312,2.80027,13.4813,+
"C01G5,9",-2.48438,4.36668,Q9TXQ7,Uncharacterized protein,13.0899,12.8015,12.9505,13.0491,16.0777,15.4318,15.3255,14.9936,4.36668,0.000102073,-2.48438,-10.5355,+
msh-2,1.55594,1.45177,Q9TXR4,MSH (MutS Homolog) family,16.0267,16.1981,15.858,14.8455,13.9696,15.0095,12.8802,14.8453,1.45177,0.00975057,1.55594,2.70506,+
"CELE_F56B3,11",0.305362,0.50987,Q9TXR7,Uncharacterized protein,15.2622,16.3958,16.2511,15.61,15.7515,15.5178,15.5708,15.4575,0.50987,0.146985,0.305362,1.11093,
bcmo-2,0.66312,0.518313,Q9TXT9,"Beta-Carotene 15,15'-MonoOxygenase",16.3238,16.3676,14.1639,14.5027,14.6314,14.8074,14.5091,14.7576,0.518313,0.143398,0.66312,1.12602,
"eif-1,a",-0.505725,1.55324,Q9TXU7,Eukaryotic Initiation Factor,15.17,14.7832,14.7062,15.4264,15.5989,15.6007,15.5101,15.3991,1.55324,0.0073788,-0.505725,-2.88228,+
abt-4,-0.11797,0.316292,Q9TXV8,ABC Transporter family,12.9688,13.2749,12.8874,12.701,13.0201,13.2278,12.8089,13.2473,0.316292,0.27316,-0.11797,-0.748006,
trx-4,1.42883,4.72006,Q9TXY8,Thioredoxin,19.3363,19.6642,19.6428,19.6748,18.2729,17.9197,18.2851,18.125,4.72006,0.000135307,1.42883,12.133,+
ugt-13,0.232138,0.159169,Q9TXZ6,UDP-GlucuronosylTransferase,13.3581,14.363,16.0005,15.0871,14.4961,14.5465,14.3812,14.4563,0.159169,0.479265,0.232138,0.414158,
ykt-6,0.63137,1.4476,Q9TXZ9,YKT6 (Yeast v-SNARE) homolog,15.4792,15.5882,16.0363,15.5918,15.3866,15.3782,14.626,14.7792,1.4476,0.00980987,0.63137,2.69785,+
frh-1,1.79412,5.68237,Q9TY03,"Frataxin, mitochondrial",16.3955,16.7307,16.4817,16.3004,14.59,14.7899,14.6942,14.6577,5.68237,0,1.79412,17.7152,+
dpm-1,1.09369,4.78077,Q9TYJ7,Dolichol Phosphate Mannosyltransferase,17.7154,17.6532,17.3635,17.7463,16.5338,16.5011,16.5256,16.5431,4.78077,0.000140351,1.09369,12.429,+
mrpl-55,2.8732,5.66981,Q9TYJ8,"Mitochondrial Ribosomal Protein, Large",16.4703,16.5903,16.2405,16.3772,13.7123,13.2121,13.4073,13.8539,5.66981,0,2.8732,17.6286,+
"Y66H1A,4",1.29191,1.68058,Q9TYK1,Probable H/ACA ribonucleoprotein complex subunit 1-like protein,16.7639,17.9849,16.5224,18.1427,15.9792,16.1303,16.0593,16.0774,1.68058,0.00506742,1.29191,3.10939,+
"CELE_Y25C1A,13",0.0317779,0.0606005,Q9TYL2,Uncharacterized protein,16.2935,16.356,16.5282,17.1017,16.559,16.592,16.4775,16.5236,0.0606005,0.743071,0.0317779,0.171112,
copb-1,-0.78697,3.80486,Q9TYL9,Coatomer subunit beta,15.5713,15.8707,15.5181,15.6743,16.5958,16.4254,16.4095,16.3516,3.80486,0.000187564,-0.78697,-8.38394,+
"Y48A5A,1",-1.88233,5.38066,Q9TYM6,Protein SHQ1 homolog,13.0422,13.3438,12.9205,13.0132,14.8993,14.8626,14.8961,15.191,5.38066,0,-1.88233,-15.744,+
"CELE_Y37E11B,5",0.719114,1.19515,Q9TYN2,tRNA-dihydrouridine(47) synthase [NAD(P)(+)],15.7744,14.4758,14.5885,15.0549,13.9714,14.391,14.1654,14.4893,1.19515,0.019849,0.719114,2.26844,+
blos-7,0.696555,2.02116,Q9TYN4,BLOC (Biogenesis of Lysosome-related Organelles Complex) and n,12.9029,13.1734,12.4668,12.5683,11.8808,12.0874,12.324,12.0329,2.02116,0.0022046,0.696555,3.74869,+
mca-2,-0.36067,0.995555,Q9TYP9,Calcium-transporting ATPase,15.8331,15.8527,15.0787,15.4913,15.9625,16.0141,15.8955,15.8263,0.995555,0.0363349,-0.36067,-1.9358,+
lin-33,-1.15685,0.707932,Q9TYQ5,Uncharacterized protein,11.5391,12.8312,13.7431,15.2992,14.733,14.5251,14.3377,14.4444,0.707932,0.0821591,-1.15685,-1.45498,
"CELE_H04M03,3",1.15777,5.84505,Q9TYR0,Uncharacterized protein,12.8896,13.1637,13.0117,13.0369,11.9127,11.9079,11.8267,11.8236,5.84505,0,1.15777,18.8749,+
ftn-2,-1.91961,5.11089,Q9TYS3,Ferritin,16.4454,16.0865,16.5115,16.6467,18.3111,18.3244,18.5189,18.214,5.11089,0.000187135,-1.91961,-14.1611,+
calu-2,1.86546,4.14162,Q9TYS8,CALUmenin (Calcium-binding protein) homolog,16.1346,16.6779,16.0336,15.8475,14.4303,14.3697,14.0863,14.3455,4.14162,0.000153034,1.86546,9.62077,+
"CELE_W05F2,6",0.984571,4.12062,Q9TYT7,Uncharacterized protein,13.0372,12.8021,13.0695,12.6893,11.9823,12.0058,11.8136,11.8581,4.12062,0.000150065,0.984571,9.53918,+
"CELE_W05F2,3",0.534255,0.64656,Q9TYT8,Uncharacterized protein,15.7079,15.5129,16.0994,17.0896,15.7582,15.9235,15.5077,15.0833,0.64656,0.0982952,0.534255,1.35021,
"CELE_VC5,2",-1.24205,1.41802,Q9TYU4,Uncharacterized protein,13.1236,13.3757,12.8988,12.8872,15.4227,14.6009,13.3029,13.927,1.41802,0.0106085,-1.24205,-2.64677,+
"CELE_W07E6,2",-0.17741,1.25315,Q9TYV3,Uncharacterized protein,14.8019,14.8904,14.671,14.9624,14.9548,14.9655,14.9845,15.1306,1.25315,0.0168012,-0.17741,-2.36597,+
nol-1,-0.935027,3.03745,Q9TYV5,NucleOLar protein,15.0813,15.0094,15.6491,15.2825,16.3407,16.1934,16.0636,16.1647,3.03745,0.000290545,-0.935027,-6.05752,+
vha-19,0.1803,0.735412,Q9TYW1,Vacuolar H ATPase,18.0134,18.2675,17.7099,18.0748,17.8245,17.8451,17.7587,17.9161,0.735412,0.0762756,0.1803,1.50151,
grd-3,2.46495,4.1642,Q9TYW7,GRounDhog (Hedgehog-like family),18.1989,18.6307,17.4731,18.394,15.7712,15.7515,15.7395,15.5748,4.1642,0.000154667,2.46495,9.70923,+
dpf-5,0.51067,1.40395,Q9TYX1,Dipeptidyl Peptidase Four (IV) family,17.7154,18.1811,17.4072,17.4327,17.2734,17.3113,16.9843,17.1248,1.40395,0.0109852,0.51067,2.62257,+
"CELE_M57,2",-0.285863,0.945823,Q9TYY0,Uncharacterized protein,16.3732,17.0806,16.5454,16.7318,17.0435,16.9805,16.9074,16.943,0.945823,0.0417707,-0.285863,-1.8532,+
ugt-19,-3.62185,4.7536,Q9TYY5,UDP-GlucuronosylTransferase,12.8067,12.4995,11.5401,12.3711,15.8403,16.1755,15.6453,16.0437,4.7536,0.000137634,-3.62185,-12.2957,+
"CELE_H34C03,2",-0.0372975,0.0736646,Q9TYY8,Ubiquitin carboxyl-terminal hydrolase,15.5912,15.8274,14.9936,15.3249,15.5176,15.5194,15.4,15.4494,0.0736646,0.699756,-0.0372975,-0.205487,
"CELE_H35B03,2",-0.620086,1.18264,Q9TYZ2;V6CJB4;V6CKG6,Uncharacterized protein,12.8859,13.2106,12.7921,12.2089,12.9519,13.8305,13.4463,13.3492,1.18264,0.0205835,-0.620086,-2.24747,+
"CELE_H35B03,1",-0.306273,1.44397,Q9TYZ4,Uncharacterized protein,13.1064,12.6766,12.9588,13.0586,13.0976,13.2449,13.3887,13.2944,1.44397,0.00987545,-0.306273,-2.69158,+
"ucr-2,3",1.26624,3.25874,Q9TZ33,Ubiquinol-Cytochrome c oxidoReductase complex,16.7971,17.5825,17.0871,17.386,16.1632,15.9682,15.7954,15.861,3.25874,0.000212491,1.26624,6.66666,+
far-7,2.28092,4.02714,Q9TZ51,Fatty Acid/Retinol binding protein,15.9166,16.5773,16.6612,16.9726,14.4155,13.9638,14.1866,14.4381,4.02714,0.000135831,2.28092,9.18342,+
"CELE_K01A2,5",-1.03117,3.39505,Q9TZ58,Uncharacterized protein,12.8692,13.1641,13.043,13.0704,13.9264,14.2675,13.7662,14.3113,3.39505,0.00018323,-1.03117,-7.06526,+
cox-17,1.97944,4.9008,Q9TZ68,Cytochrome OXidase assembly protein,17.989,18.6831,18.3469,18.2437,16.4533,16.2868,16.2303,16.3746,4.9008,0.000156098,1.97944,13.0343,+
ubc-20,-0.329775,0.687913,Q9TZ69,UBiquitin Conjugating enzyme,15.4674,16.0496,16.2771,16.4179,16.5398,16.3274,16.1232,16.5406,0.687913,0.0869392,-0.329775,-1.42094,
"CELE_F54D10,5",1.36983,1.36579,Q9TZ88,Uncharacterized protein,13.0068,13.3654,12.6582,12.0216,11.9364,11.811,11.7872,10.0383,1.36579,0.0121016,1.36983,2.55715,+
mrpl-40,1.81138,2.80685,Q9TZ90,"Mitochondrial Ribosomal Protein, Large",16.091,16.4416,17.1506,17.5286,15.031,15.1179,14.8929,14.9244,2.80685,0.000517568,1.81138,5.46852,+
pat-4,-0.247798,0.263046,Q9TZC4,Integrin-linked protein kinase homolog pat-4,16.0205,17.5096,16.2679,15.9094,16.9251,16.5357,16.42,16.8179,0.263046,0.328116,-0.247798,-0.640197,
haf-4,0.489756,1.11116,Q9TZD9,HAlF transporter (PGP related),21.408,21.0984,21.911,22.0916,21.1104,21.2115,21.0671,21.1609,1.11116,0.0260211,0.489756,2.12806,+
"CELE_W04C9,2",0.196958,0.20892,Q9TZE0,MICOS complex subunit MIC13,15.7121,15.9032,16.6858,16.9629,16.4696,16.4613,16.0133,15.5319,0.20892,0.39782,0.196958,0.525425,
"CELE_W04C9,4",0.465348,1.28281,Q9TZE4,Uncharacterized protein,15.2626,15.6991,15.6214,15.6032,14.9213,15.538,14.7683,15.0974,1.28281,0.0152718,0.465348,2.41606,+
pcbd-1,0.331813,1.02854,Q9TZH6,Putative pterin-4-alpha-carbinolamine dehydratase,16.7469,16.4953,16.7045,17.1499,16.5348,16.6412,16.2008,16.3924,1.02854,0.0328483,0.331813,1.99058,+
"CELE_T10B11,6",0.71556,0.831341,Q9TZH8,Uncharacterized protein,13.9305,13.999,13.3898,12.8664,13.6499,12.6971,12.9677,12.0086,0.831341,0.0577805,0.71556,1.6626,
cerk-1,0.51095,1.00741,Q9TZI1,Ceramide kinase 1,14.9795,15.464,14.3645,14.5875,14.4416,14.2167,14.1284,14.565,1.00741,0.0351677,0.51095,1.95548,+
ztf-4,1.53333,3.24328,Q9TZI2,Zinc finger putative Transcription Factor family,15.6287,15.5823,15.742,16.3019,13.8764,14.6556,14.3564,14.2331,3.24328,0.000210227,1.53333,6.62261,+
"pfk-1,1",-0.376177,1.43449,Q9TZL8,ATP-dependent 6-phosphofructokinase 1,17.3538,17.349,17.8034,17.7907,18.0749,17.9985,17.8098,17.9184,1.43449,0.0102046,-0.376177,-2.67518,+
fard-1,0.60191,0.380413,Q9TZL9,Fatty acyl-CoA reductase,13.7046,16.6898,16.085,16.1695,15.5604,14.7069,14.966,15.0079,0.380413,0.220654,0.60191,0.872516,
arch-1,-0.31164,0.287644,Q9TZN1,Protein archease-like,13.1878,15.317,14.2316,14.7174,14.6239,14.7471,14.635,14.6943,0.287644,0.301291,-0.31164,-0.690562,
cct-7,-0.359763,1.81313,Q9TZS5,Chaperonin Containing TCP-1,17.5634,17.7746,17.7813,18.0548,18.2488,18.1724,18.1107,18.0811,1.81313,0.00368962,-0.359763,-3.35223,+
"CELE_Y95D11A,1",1.24462,3.06561,Q9U1P7,Uncharacterized protein,13.6836,12.944,12.8095,13.1153,12.033,11.9601,11.8424,11.7385,3.06561,0.000254777,1.24462,6.13254,+
"CELE_Y87G2A,13",-2.41495,4.48462,Q9U1P9,Uncharacterized protein,12.2581,13.2245,12.8324,12.9025,15.0232,15.1841,15.2305,15.4395,4.48462,0.000112478,-2.41495,-11.0457,+
ubc-14,0.661307,1.52112,Q9U1Q1,UBiquitin Conjugating enzyme,15.3532,16.3212,15.3833,15.6726,15.0513,15.1511,14.8397,15.043,1.52112,0.00801607,0.661307,2.82584,+
gpi-1,0.858657,2.44637,Q9U1Q2,Glucose-6-phosphate isomerase,16.7972,16.2753,16.2369,16.5603,15.4258,15.8251,15.3426,15.8415,2.44637,0.0010968,0.858657,4.62994,+
cyn-15,0.214418,0.192413,Q9U1Q3,CYclophyliN,15.3591,15.641,16.962,16.0459,16.5142,15.7685,15.6068,15.2608,0.192413,0.422974,0.214418,0.489186,
vrs-2,-0.760722,3.06536,Q9U1Q4,Valine--tRNA ligase,17.0457,17.2295,17.4927,17.5422,18.0594,18.2159,18.0505,18.0273,3.06536,0.000254615,-0.760722,-6.13188,+
emb-4,-0.138525,1.06029,Q9U1Q7,Uncharacterized protein,14.9749,15.0286,15.0225,15.265,15.2523,15.2296,15.1681,15.1952,1.06029,0.0303751,-0.138525,-2.04335,+
"CELE_Y80D3A,9",1.71264,2.54495,Q9U1Q8,Uncharacterized protein,14.2963,13.7888,15.3732,14.4665,12.4026,12.8609,12.8465,12.9642,2.54495,0.000791231,1.71264,4.85011,+
arx-3,1.17553,1.87733,Q9U1R7,ARp2/3 compleX component,15.0417,15.8837,16.4256,16.2769,15.0222,14.4393,14.8907,14.5736,1.87733,0.00333907,1.17553,3.47247,+
"CELE_Y6D1A,1",-3.13591,5.50093,Q9U1S8,Uncharacterized protein,13.1346,12.7703,13.0544,12.8601,15.7162,16.0086,16.0992,16.539,5.50093,0,-3.13591,-16.5031,+
"CELE_Y6B3B,9",0.00550699,0.00491228,Q9U1T1,Uncharacterized protein,12.8276,13.1171,13.0205,12.3402,13.5533,13.1233,12.5892,12.0176,0.00491228,0.977295,0.00550699,0.0146939,
"CELE_Y69H2,3",1.82615,3.58034,Q9U1T5,Uncharacterized protein,15.3174,15.7479,15.0613,14.8026,13.6486,13.0512,13.525,13.3997,3.58034,0.000160699,1.82615,7.63808,+
"CELE_Y69H2,3",2.76915,5.50247,Q9U1T6,Uncharacterized protein,19.4043,19.583,18.8745,18.9984,16.4091,16.4744,16.4742,16.4259,5.50247,0,2.76915,16.513,+
