geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04, -Log.p.value,Student's T-test q-value eat2_d15_N2_d15,log2FC,Student's T-test Test statistic eat2_d15_N2_d15,Sign p-val: 0.05 
rsp-1,1.17282,3.06761,Q23121,"Probable splicing factor, arginine/serine-rich 1",16.1591,16.5047,16.2263,16.8924,15.0397,15.2811,15.2732,15.4973,3.06761,0.000265602,1.17282,6.13791,+
"W02B12,9",2.11759,4.05595,Q23125,Mitoferrin,14.7943,14.3494,14.5244,14.251,12.5687,12.1612,11.9293,12.7895,4.05595,0,2.11759,9.29177,+
"W02B12,10",-1.48985,2.62281,Q23126,tRNA (guanine-N(7)-)-methyltransferase,14.8203,14.7388,15.0197,15.2993,16.2832,16.2759,16.032,17.2463,2.62281,0.000756582,-1.48985,-5.0287,+
rab-7,1.26554,3.78068,Q23146,RAB family,18.4186,18.3634,17.9705,18.3952,16.987,16.7743,17.0171,17.3071,3.78068,0.000102964,1.26554,8.30074,+
col-181,2.712,4.69363,Q23150;Q2XN04,COLlagen,21.3641,21.1753,21.3727,21.3719,18.462,18.8572,18.0606,19.0562,4.69363,0,2.712,12.0061,+
mrps-11,2.71521,4.05915,Q23155,"Mitochondrial Ribosomal Protein, Small",17.1492,18.1281,17.6256,18.1834,14.8508,15.4332,15.2134,14.7281,4.05915,0,2.71521,9.30388,+
atn-1,2.32525,4.26286,Q23158,AcTiniN,19.8248,20.5393,19.8457,20.6622,17.81,17.8004,17.9063,18.0543,4.26286,0,2.32525,10.1042,+
"CELE_W04G3,5",3.35436,3.52535,Q23166,Uncharacterized protein,16.7954,17.2495,17.2917,18.4789,13.793,13.9236,14.9019,13.7796,3.52535,0.000205523,3.35436,7.46421,+
"CELE_W05H9,1",0.397825,1.74157,Q23179,Uncharacterized protein,21.9852,22.3223,22.0968,22.4247,21.5962,21.8978,21.8657,21.878,1.74157,0.00425806,0.397825,3.22025,+
"CELE_W06A7,2",0.823365,0.830766,Q23186,Uncharacterized protein,14.2672,14.7134,14.967,15.1843,14.6477,12.8994,13.5078,14.7835,0.830766,0.0398181,0.823365,1.66163,+
ret-1,-2.5415,2.14828,Q23188,Reticulon-like protein,14.8718,15.5125,14.7188,14.2142,18.2241,16.1417,16.6443,18.4732,2.14828,0.00166493,-2.5415,-4.0014,+
dct-11,1.03344,2.2034,Q23190,"DAF-16/FOXO Controlled, germline Tumor affecting",14.9649,15.4124,15.0455,15.4957,14.3849,13.5795,14.2658,14.5545,2.2034,0.00156259,1.03344,4.1137,+
puf-9,1.37316,1.07843,Q23191,PUF (Pumilio/FBF) domain-containing,16.3189,16.1829,16.8904,15.2483,13.9822,14.8294,13.9574,16.3789,1.07843,0.0206536,1.37316,2.07354,+
"CELE_W06B4,2",2.30297,2.00499,Q23195,Uncharacterized protein,15.0018,15.2863,13.9455,15.3477,12.9781,12.089,11.4416,13.8608,2.00499,0.00239786,2.30297,3.71713,+
sbds-1,2.43075,4.99365,Q23202,Ribosome maturation protein SBDS,19.1376,19.4455,19.1961,19.2211,16.558,16.7011,16.7101,17.3082,4.99365,0,2.43075,13.5214,+
tag-267,1.16223,1.74466,Q23205,Uncharacterized protein,16.5415,15.8528,15.717,16.1089,15.2653,14.3001,14.4336,15.5724,1.74466,0.00419185,1.16223,3.22592,+
"CELE_W06E11,1",0.317096,0.381629,Q23206,Uncharacterized protein,14.3919,15.1435,14.4188,14.5854,13.6548,14.1118,15.1707,14.3339,0.381629,0.159558,0.317096,0.87483,
"CELE_W07G4,3",2.64237,4.17865,Q23215,Uncharacterized protein,14.951,15.256,14.2933,15.3256,12.4469,12.1006,12.0841,12.6248,4.17865,0,2.64237,9.76619,+
mtr-4,2.40018,3.02666,Q23223,mRNA transport homolog 4,18.2201,19.1463,17.5047,18.1913,15.8131,15.4352,15.7637,16.4497,3.02666,0.000307542,2.40018,6.02896,+
zmp-4,2.19929,4.67423,Q23227,Zinc MetalloProtease,19.5599,19.8309,19.8623,19.5202,17.4381,17.7112,17.7673,17.0596,4.67423,0,2.19929,11.9139,+
pbs-3,-1.29882,4.23796,Q23237,Proteasome subunit beta type-3,16.0016,16.2085,15.9768,16.0977,17.5504,17.3403,17.0454,17.5438,4.23796,0,-1.29882,-10.0032,+
ssp-34,-0.481453,0.625401,Q23246,Sperm-specific class P protein 34,15.4203,16.127,15.7445,17.0927,16.4203,16.6817,16.6104,16.5978,0.625401,0.0722847,-0.481453,-1.31377,
grl-21,2.77427,4.78216,Q23248,GRound-Like (Grd related),14.5431,15.2842,14.907,15.4467,12.4186,12.165,12.0581,12.4422,4.78216,0,2.77427,12.4358,+
orc-5,2.63863,4.9604,Q23249,ORC (Origin Recognition Complex) subunit,14.902,15.2644,14.5684,15.3064,12.4911,12.1333,12.3052,12.557,4.9604,0,2.63863,13.345,+
mre-11,1.96665,2.81089,Q23255,Double-strand break repair protein mre-11,14.6718,14.3284,14.7289,13.3666,12.3975,12.0815,11.9965,12.7536,2.81089,0.000404237,1.96665,5.47846,+
"CELE_ZC373,2",-4.73245,4.34017,Q23258,Uncharacterized protein,13.8557,15.3466,14.5171,15.4057,19.3692,19.7708,18.8475,20.0674,4.34017,0,-4.73245,-10.4238,+
"ZC373,5",-0.0814993,0.091477,Q23261,Probable methylthioribulose-1-phosphate dehydratase,14.453,14.625,14.7508,15.1858,14.2799,15.5821,14.5328,14.9457,0.091477,0.588986,-0.0814993,-0.25116,
dao-4,-0.600351,0.815095,Q23262,Dauer or Aging adult Overexpression,16.6228,16.7252,16.1658,17.0527,17.9333,16.6162,16.7953,17.6231,0.815095,0.0417292,-0.600351,-1.63543,+
trm-1,-0.427401,0.409241,Q23270,tRNA (guanine(26)-N(2))-dimethyltransferase,13.7711,14.8652,13.9005,15.3952,15.1758,14.2497,14.8418,15.3744,0.409241,0.145035,-0.427401,-0.926931,
daf-41,1.60819,3.67226,Q23280,Co-chaperone protein daf-41,19.4721,20.1164,19.5078,20.1708,18.0466,18.2446,18.3896,18.1535,3.67226,9.42E-05,1.60819,7.93631,+
mppb-1,-1.0216,1.63791,Q23295,Mitochondrial Processing Peptidase Beta,14.4283,15.266,14.5181,14.7852,15.1073,15.6055,16.4359,15.9353,1.63791,0.00537053,-1.0216,-3.03266,+
rps-7,2.85373,4.68732,Q23312,40S ribosomal protein S7,21.6837,21.9107,21.3891,22.2178,18.5755,19.0636,19.3271,18.8202,4.68732,0,2.85373,11.976,+
ears-1,1.83615,3.04336,Q23315,Glutamyl(E) Amino-acyl tRNA Synthetase,18.8347,19.5207,18.7969,19.5306,16.8508,17.1054,17.5304,17.8517,3.04336,0.000262457,1.83615,6.07322,+
"CELE_ZC443,1",1.95727,1.62015,Q23320,Uncharacterized protein,18.8345,19.1971,19.4448,19.273,17.5718,15.377,18.3127,17.6588,1.62015,0.00567793,1.95727,3.00091,+
ugt-18,2.38406,3.57614,Q23323,UDP-glucuronosyltransferase,14.0882,15.4477,14.8,14.313,12.329,12.0483,12.2828,12.4526,3.57614,0.000142763,2.38406,7.62469,+
"CELE_ZC449,5",0.998476,2.05231,Q23330,Uncharacterized protein,15.1101,15.6883,15.976,15.4599,14.2146,14.3901,15.0835,14.5522,2.05231,0.00209066,0.998476,3.80984,+
ugt-5,2.1579,3.27111,Q23336,UDP-glucuronosyltransferase,14.5666,14.3694,13.9775,15.3884,12.5218,12.1897,12.242,12.7168,3.27111,0.000256212,2.1579,6.70208,+
fkb-4,-0.114391,0.22165,Q23338,Peptidylprolyl isomerase,14.5105,14.6991,14.316,14.6081,14.6574,14.3808,15.1817,14.3715,0.22165,0.30156,-0.114391,-0.552954,
vars-1,1.50689,2.02694,Q23360,Valyl Amino-acyl tRNA Synthetase,14.8634,15.5095,14.322,14.4228,12.9741,12.694,13.3628,14.0593,2.02694,0.00219771,1.50689,3.76001,+
"sec-24,2",-0.353771,0.289861,Q23368,Yeast SEC homolog,14.1892,15.4547,14.6303,15.2131,15.7686,14.2697,14.7861,16.078,0.289861,0.225772,-0.353771,-0.695053,
ttr-48,-1.48946,1.47853,Q23378,TransThyretin-Related family domain,14.8734,14.339,15.0616,15.0706,16.6748,15.1646,15.9061,17.557,1.47853,0.00770081,-1.48946,-2.75151,+
mmcm-1,1.61206,2.16315,Q23381,"Probable methylmalonyl-CoA mutase, mitochondrial",17.5859,18.5056,17.134,18.7122,16.6056,16.1966,16.0712,16.6161,2.16315,0.00161418,1.61206,4.03153,+
ccdc-47,0.72528,1.17612,Q23382,CCDC (Human Coiled Coil Domain Containing) homolog,16.7572,17.4622,16.7086,17.0776,16.1951,15.8767,17.0717,15.961,1.17612,0.0157466,0.72528,2.23655,+
nit-1,1.73486,1.18607,Q23384,NITrilase,19.6712,18.4441,16.1056,17.2211,16.1126,16.1764,16.1429,16.0708,1.18607,0.0152045,1.73486,2.25323,+
"CELE_ZK1127,6",-0.676586,0.567049,Q23398,Uncharacterized protein,13.8905,15.5283,14.0423,15.4546,16.0059,14.7277,14.908,15.9806,0.567049,0.0872019,-0.676586,-1.21223,
"ZK1127,5",1.03065,1.23146,Q23400,Probable RNA 3'-terminal phosphate cyclase-like protein,14.5509,15.2851,14.6256,15.4825,13.712,13.4281,13.6129,15.0686,1.23146,0.0133614,1.03065,2.32943,+
"ZK1127,4",-0.531171,1.35881,Q23402,Protein BCCIP homolog,15.7123,15.0153,15.6966,15.1243,15.9326,15.8389,16.1801,15.7216,1.35881,0.0099357,-0.531171,-2.54522,+
"CELE_ZK1193,2",2.96421,3.64757,Q23409,Uncharacterized protein,15.215,16.4007,15.495,16.2942,13.2569,12.259,12.777,13.2553,3.64757,0.000150104,2.96421,7.85524,+
"CELE_ZK1193,3",2.74159,3.9431,Q23410,Uncharacterized protein,14.5221,15.5243,14.785,15.4369,12.4431,12.1401,11.9278,12.791,3.9431,0,2.74159,8.87362,+
"CELE_ZK1193,4",0.71851,0.752784,Q23412,Uncharacterized protein,14.2489,15.5269,14.3615,15.4636,14.7812,14.1958,14.4542,13.2956,0.752784,0.0491441,0.71851,1.53082,+
"CELE_ZK1248,11",0.591281,1.03818,Q23420,Uncharacterized protein,13.8623,14.4866,14.4298,14.8574,13.9222,13.4736,13.5031,14.372,1.03818,0.0232095,0.591281,2.00661,+
fzo-1,-0.134282,0.352389,Q23424,Transmembrane GTPase fzo-1,14.8552,14.7453,14.9696,14.9731,15.3854,15.0533,14.6291,15.0126,0.352389,0.177772,-0.134282,-0.818731,
"ZK180,4",0.4735,0.819584,Q23445,GTP-binding protein SAR1,16.7248,17.3719,16.6572,17.2765,16.5224,16.1754,16.2768,17.1618,0.819584,0.0412275,0.4735,1.64294,+
rpn-12,0.443085,0.945402,Q23449,26S proteasome non-ATPase regulatory subunit 8,17.2934,17.4792,16.9784,17.6665,17.2311,17.0483,16.3642,17.0016,0.945402,0.0293535,0.443085,1.8525,+
"ZK20,4",1.19602,2.1449,Q23450,Cytochrome c oxidase assembly factor 7 homolog,16.3366,17.2162,16.6709,17.1318,16.2548,15.2461,15.4573,15.6131,2.1449,0.00167429,1.19602,3.99458,+
rad-23,1.94962,3.67494,Q23451,Uncharacterized protein,19.4977,20.5123,19.873,20.4471,18.1237,18.2191,18.0291,18.1598,3.67494,9.44E-05,1.94962,7.94515,+
rbx-1,1.86524,3.48828,Q23457,RING-box protein 1,14.7019,14.5282,14.8837,15.0083,12.2636,13.0746,12.975,13.3478,3.48828,0.000234257,1.86524,7.34888,+
eftu-2,2.43663,4.80529,Q23463,Elongation Factor TU family,19.6236,18.9412,19.3047,19.0646,16.9974,16.527,16.6504,17.0128,4.80529,0,2.43663,12.5504,+
lin-37,1.56639,1.90911,Q23482,Uncharacterized protein,16.4807,17.7008,16.0114,17.3979,15.6647,14.9277,15.7041,15.0288,1.90911,0.00290398,1.56639,3.53266,+
"CELE_ZK418,5",1.8978,1.99784,Q23483,Uncharacterized protein,14.9198,13.5279,13.7679,15.1697,12.8146,13.0671,12.2198,11.6926,1.99784,0.00241285,1.8978,3.70323,+
"CELE_ZK418,9",1.74778,3.6565,Q23487,Uncharacterized protein,16.5147,16.9039,16.8608,16.8665,15.5773,14.6248,15.0787,14.8742,3.6565,0.000151261,1.74778,7.88449,+
mlt-7,3.30316,6.09123,Q23490,Peroxidase mlt-7,15.3376,15.8909,15.522,15.746,12.5112,12.1924,12.1027,12.4776,6.09123,0,3.30316,20.7714,+
bpnt-1,0.406233,1.60529,Q23493,"3'(2'), 5'-BisPhosphate NucleoTidase 1 homolog",14.648,14.5535,14.5149,14.4387,13.9726,13.9832,14.0576,14.5168,1.60529,0.00588108,0.406233,2.97443,+
toe-1,-1.21196,1.1194,Q23495,HEAT repeat-containing protein 1 homolog,13.9296,14.166,14.5359,13.8288,14.7882,14.137,16.6071,15.7758,1.1194,0.0185574,-1.21196,-2.14178,+
asm-2,2.52315,3.90107,Q23498,Sphingomyelin phosphodiesterase 2,14.1957,14.8887,15.0551,15.3555,12.3935,11.9805,12.3058,12.7227,3.90107,0,2.52315,8.72219,+
aco-1,1.16218,3.89511,Q23500,Probable cytoplasmic aconitate hydratase,18.3766,18.5532,18.1481,18.489,17.0515,17.509,17.2237,17.1338,3.89511,8.15E-05,1.16218,8.70087,+
lars-2,2.70216,4.0916,Q23511,Leucyl Amino-acyl tRNA Synthetase,14.9025,15.5511,14.5971,15.265,12.5797,11.8816,12.2622,12.7835,4.0916,0,2.70216,9.42746,+
msp-152,-0.0540869,0.0390863,Q23519,Major sperm protein 152,14.9977,14.8199,15.0133,15.1736,15.5382,13.902,14.7148,16.0658,0.0390863,0.798496,-0.0540869,-0.112717,
mdt-4,0.474647,0.670904,Q23523,Mediator of RNA polymerase II transcription subunit 4,17.1492,15.9312,16.29,16.3061,15.5889,16.4632,15.5579,16.1679,0.670904,0.0630485,0.474647,1.39192,
"ZK546,14",2.34146,4.47472,Q23525,"Uncharacterized protein ZK546,14",16.9131,16.1689,16.5304,16.1365,14.2734,14.0177,13.8186,14.2733,4.47472,0,2.34146,11.002,+
"CELE_ZK546,2",2.21767,1.00944,Q23526;Q7JPD6,Uncharacterized protein,16.5282,16.9083,16.6369,15.4257,15.1419,15.564,10.9249,14.9978,1.00944,0.0248562,2.21767,1.95886,+
zyg-12,6.99286,3.10429,Q23529,Zygote defective protein 12,19.0531,19.7526,19.2357,19.7278,12.1135,14.3458,13.8814,9.45703,3.10429,0.000253936,6.99286,6.23678,+
apc-1,1.7556,4.06441,Q23534,Putative acid phosphatase 1,16.7754,17.1173,17.3631,17.0599,15.2768,15.018,15.283,15.7154,4.06441,0,1.7556,9.32384,+
lsm-7,2.14222,4.20957,Q23543,LSM Sm-like protein,19.9956,20.3962,19.8578,20.3939,17.8735,17.7262,17.9808,18.4943,4.20957,0,2.14222,9.88908,+
unc-22,2.58308,5.47505,Q23551,Twitchin,19.1629,19.5899,19.2353,19.6961,16.9134,16.5765,16.9716,16.8905,5.47505,0,2.58308,16.3368,+
clec-61,2.12522,2.42026,Q23565,C-type LECtin,14.1067,15.2943,13.4577,14.9616,12.4213,11.7901,12.3144,12.7937,2.42026,0.00102395,2.12522,4.57271,+
"ZK669,3",0.887197,2.12661,Q23570,"GILT-like protein ZK669,3",15.301,14.971,14.8445,15.6084,14.6567,14.1601,13.9887,14.3706,2.12661,0.00175983,0.887197,3.95772,+
dbt-1,1.51331,4.80503,Q23571,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",17.4973,17.0722,17.1526,17.0093,15.7477,15.5256,15.7434,15.6614,4.80503,0,1.51331,12.5491,+
lron-2,0.951509,1.49975,Q23580,ELRR (Extracellular Leucine-Rich Repeat) ONly,14.3794,14.708,14.5915,15.0414,14.1594,13.4875,12.9607,14.3067,1.49975,0.00735906,0.951509,2.78848,+
upp-1,-0.0682974,0.0819883,Q23588,Uridine and thymidine phosphorylase,14.4826,14.2888,15.3152,15.4903,14.9471,14.9442,15.0708,14.8881,0.0819883,0.619919,-0.0682974,-0.226994,
"CELE_ZK792,5",2.52215,4.03351,Q23591,Uncharacterized protein,14.3028,14.4816,15.0112,15.4286,12.1623,12.1021,12.3396,12.5316,4.03351,0,2.52215,9.20729,+
inx-8,2.35383,4.07808,Q23593,Innexin-8,18.719,19.2758,18.6995,19.5743,16.62,16.9259,16.3908,16.9165,4.07808,0,2.35383,9.37579,+
inx-9,1.55173,1.6635,Q23594,Innexin,18.0548,16.2553,16.8432,16.2284,16.0228,15.2007,15.2153,14.7361,1.6635,0.00512431,1.55173,3.07859,+
"CELE_ZK809,3",1.3568,3.43512,Q23597,Uncharacterized protein,18.8913,19.3577,19.113,18.8664,17.261,17.8738,17.9106,17.756,3.43512,0.000250152,1.3568,7.18605,+
acl-3,2.56467,4.53816,Q23598,ACyLtransferase-like,14.7509,15.163,14.3729,14.7795,12.0336,11.9651,12.1391,12.6698,4.53816,0,2.56467,11.2847,+
"CELE_ZK813,3",2.20399,4.17709,Q23604,Uncharacterized protein,22.4816,22.0547,22.3272,22.4194,19.9424,20.3534,20.5422,19.6288,4.17709,0,2.20399,9.76001,+
"CELE_ZK813,2",1.81434,1.78591,Q23605,Uncharacterized protein,14.5749,15.0001,14.1169,15.1148,11.4678,13.2893,13.7907,13.0015,1.78591,0.00379899,1.81434,3.30177,+
"CELE_ZK822,2",1.47304,4.93928,Q23614,Uncharacterized protein,18.7882,19.1019,19.0899,19.1077,17.3954,17.5672,17.4704,17.7625,4.93928,0,1.47304,13.2341,+
"CELE_ZK822,4",2.41791,5.01075,Q23615,Uncharacterized protein,14.4702,14.8152,14.8774,15.0778,12.5061,12.1739,12.1988,12.6902,5.01075,0,2.41791,13.6129,+
gdh-1,2.38718,3.8936,Q23621,Glutamate dehydrogenase,22.07,22.4103,22.2205,22.5585,19.3043,19.9746,19.8915,20.5401,3.8936,0.00011177,2.38718,8.69551,+
"CELE_ZK829,7",2.23118,3.3246,Q23624,Uncharacterized protein,18.2346,19.5502,19.0391,18.7781,16.8954,16.2785,16.4748,17.0286,3.3246,0.000263487,2.23118,6.85693,+
"ZK836,2",1.06024,1.66536,Q23629,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial",16.4661,17.6717,16.7665,17.5953,16.4517,15.8367,15.7372,16.2332,1.66536,0.00511029,1.06024,3.08195,+
"CELE_ZK84,1",1.93172,3.75437,Q23635,Uncharacterized protein,16.9998,16.8143,17.5155,17.4592,15.1835,15.2366,14.9368,15.7048,3.75437,0.000101072,1.93172,8.21099,+
"CELE_ZK856,5",2.67967,4.82211,Q23640,Uncharacterized protein,15.0095,15.1427,14.6745,15.5011,12.4829,12.1325,12.2824,12.7113,4.82211,0,2.67967,12.6344,+
"CELE_ZK856,7",1.56626,3.68043,Q23642,Uncharacterized protein,20.7902,20.9048,20.2167,20.6261,18.7185,19.2327,19.0471,19.2744,3.68043,9.47E-05,1.56626,7.9633,+
chpf-1,0.847452,0.765477,Q23643,Calcineurin-like EF-Hand Protein Family member,16.2735,16.762,15.3773,17.3969,15.4685,15.1665,15.1766,16.6084,0.765477,0.047295,0.847452,1.55219,+
hpo-40,-3.13036,3.70692,Q23647,Uncharacterized protein,14.5526,13.4453,14.6281,15.3124,17.7221,17.6148,17.6167,17.5063,3.70692,9.69E-05,-3.13036,-8.0513,+
elpc-3,1.71253,2.56067,Q23651,Probable elongator complex protein 3,15.3477,16.3916,16.1185,16.1076,13.6056,14.4848,14.8766,14.1483,2.56067,0.000865979,1.71253,4.88582,+
usip-1,2.26345,2.89345,Q23652,U Six snRNA Interacting Protein,16.6696,17.6323,16.2974,17.7862,15.2126,14.929,14.4332,14.757,2.89345,0.000341865,2.26345,5.68453,+
nlt-1,2.83259,2.84875,Q23655,Non-specific lipid-transfer protein-like 1,18.5812,20.2813,18.6617,20.1584,16.152,16.6345,16.4176,17.1482,2.84875,0.000379326,2.83259,5.57229,+
"CELE_ZK899,2",0.517666,1.26133,Q23660,Uncharacterized protein,14.745,15.2373,14.4841,15.1864,14.0658,14.5888,14.3626,14.5648,1.26133,0.0125217,0.517666,2.37976,+
"K12D12,1",1.60183,4.3994,Q23670,Probable DNA topoisomerase 2,17.3805,17.8905,17.7528,17.8465,16.2745,16.2797,16.0028,15.9061,4.3994,0,1.60183,10.6748,+
vha-9,4.31061,5.18806,Q23680,Probable V-type proton ATPase subunit F,22.8036,21.6141,21.5664,21.7465,17.5587,17.5569,17.6633,17.7093,5.18806,0,4.31061,14.5976,+
"CELE_ZK970,7",1.12321,3.08609,Q23683,Uncharacterized protein,18.0186,18.3603,17.8353,18.5726,17.0139,16.9332,17.069,17.278,3.08609,0.000251256,1.12321,6.18756,+
unc-61,2.66332,3.98831,Q25AR8;Q8I4C9;Q9U277,Uncharacterized protein,17.3314,17.7111,16.6718,17.5808,14.7188,14.1311,14.9508,14.8412,3.98831,0,2.66332,9.03911,+
lap-2,1.51504,4.8685,Q27245,"Putative aminopeptidase W07G4,4",19.8735,19.9077,19.9425,20.3731,18.5024,18.5444,18.4976,18.4924,4.8685,0,1.51504,12.8687,+
lev-11,2.44572,5.00834,Q27249,Tropomyosin isoforms c/e,22.9748,23.5619,23.1125,23.68,20.7342,20.8915,20.9146,21.0061,5.00834,0,2.44572,13.6,+
dif-1,0.955822,2.76206,Q27257,Protein dif-1,18.3699,18.6938,18.3419,18.5871,17.2048,17.7672,17.3498,17.8475,2.76206,0.000498282,0.955822,5.35912,+
rop-1,0.6083,3.58915,Q27274,60 kDa SS-A/Ro ribonucleoprotein homolog,18.9443,18.9709,18.8818,19.1389,18.2628,18.3057,18.4173,18.5171,3.58915,0.000144385,0.6083,7.66626,+
mup-2,0.729198,1.75928,Q27371,Troponin T,19.2498,19.6605,18.8867,19.8142,18.84,18.5596,18.514,18.7808,1.75928,0.00405031,0.729198,3.25272,+
rpl-16,-0.0073576,0.00750805,Q27389,60S ribosomal protein L13a,18.8323,19.0221,19.2856,20.1732,19.0659,19.189,19.3721,19.7156,0.00750805,0.959805,-0.0073576,-0.0223929,
gspd-1,1.36027,3.66286,Q27464,Glucose-6-phosphate 1-dehydrogenase,17.2944,17.4325,16.9988,16.8249,15.6518,15.7097,15.6646,16.0834,3.66286,0.000152327,1.36027,7.90537,+
nex-3,0.929128,2.47219,Q27473,Annexin,19.0639,19.6559,19.2237,19.8154,18.3465,18.667,18.3656,18.6633,2.47219,0.00096092,0.929128,4.68697,+
lig-1,1.65886,2.3943,Q27474,DNA ligase 1,16.1611,15.486,15.6264,16.334,14.7364,13.5174,13.9595,14.7587,2.3943,0.00110509,1.65886,4.51623,+
cyp-25a2,1.3994,0.569589,Q27476,CYtochrome P450 family,14.0451,16.0404,13.971,15.3197,14.1582,13.2337,10.73,15.6568,0.569589,0.0864226,1.3994,1.21668,
uba-1,1.16181,3.02491,Q27481,UBA (Human ubiquitin) related,20.2124,20.5983,20.1993,20.6452,19.3058,19.0285,19.0167,19.6569,3.02491,0.000307241,1.16181,6.02434,+
his-41;his-48,2.29184,1.45462,Q27484;Q27876,Probable histone H2B 3;Probable histone H2B 4,20.9248,21.421,21.6888,21.5795,20.3679,18.1432,17.2821,20.6535,1.45462,0.0081967,2.29184,2.71,+
ctl-2,1.67831,2.25565,Q27487,Peroxisomal catalase 1,17.9415,18.8883,18.1135,18.9488,16.3943,16.2524,17.5719,16.9602,2.25565,0.00146143,1.67831,4.22172,+
pas-2,1.9801,2.82526,Q27488,Proteasome subunit alpha type-2,17.8201,18.3153,17.7665,19.1435,16.0765,16.3566,16.714,15.978,2.82526,0.00040693,1.9801,5.51393,+
rpc-2,-0.00772738,0.00897206,Q27492,DNA-directed RNA polymerase subunit beta,14.9614,14.9985,15.005,14.2471,14.8426,14.1909,14.9768,15.2327,0.00897206,0.952724,-0.00772738,-0.0267156,
rpoa-2,1.99033,1.93271,Q27493,DNA-directed RNA polymerase subunit beta,15.0711,16.2381,15.1723,17.0487,13.4158,13.8083,14.7527,13.592,1.93271,0.00284176,1.99033,3.57767,+
cah-3,-1.69623,2.3442,Q27504,Putative carbonic anhydrase 3,14.2916,15.3094,14.5075,15.4886,16.8074,16.184,16.1933,17.1973,2.3442,0.00116417,-1.69623,-4.40845,+
htz-1,2.36352,3.72494,Q27511,"Histone H2A,V",22.0477,22.4322,21.747,22.6021,19.219,19.8691,20.1907,20.0961,3.72494,9.87E-05,2.36352,8.11164,+
nex-2,1.15192,2.27572,Q27512;Q7JMT5,Annexin,17.8121,17.8537,17.7922,18.7175,16.6381,16.7505,17.3202,16.859,2.27572,0.00133525,1.15192,4.26362,+
bgal-1,0.805573,0.969603,Q27526,Beta-galactosidase,16.7696,17.9982,16.0918,17.273,15.8756,16.4884,16.4021,16.1442,0.969603,0.0272703,0.805573,1.8927,+
enol-1,-0.276655,0.41411,Q27527,Enolase,19.8131,19.2559,18.5018,19.4482,19.2827,19.502,19.7944,19.5465,0.41411,0.14258,-0.276655,-0.936039,
cyp-14a5,1.25759,3.71479,Q27531,CYtochrome P450 family,19.5107,20.0372,19.6757,19.7824,18.3868,18.3662,18.4003,18.8225,3.71479,9.78E-05,1.25759,8.07759,+
his-74,-5.10682,4.33335,Q27532,"Histone H3,3-like type 2",18.2078,17.5526,17.3073,16.6764,21.419,22.9951,22.887,22.8703,4.33335,0,-5.10682,-10.3953,+
"ZC434,8",1.73745,3.91431,Q27535,"Probable arginine kinase ZC434,8",19.7664,20.4654,19.7437,20.2815,18.3363,18.1806,18.2525,18.5378,3.91431,0,1.73745,8.76965,+
sod-5,4.25645,5.88081,Q27538,Superoxide dismutase [Cu-Zn],16.7219,16.5468,16.9846,16.2967,12.509,12.1239,12.0916,12.7996,5.88081,0,4.25645,19.1395,+
clpp-1,-0.568668,0.718714,Q27539,"ATP-dependent Clp protease proteolytic subunit 1, mitochondrial",14.8493,14.1696,14.5223,14.1591,15.2457,14.5501,15.8589,14.3203,0.718714,0.0548413,-0.568668,-1.47326,
pat-3,2.68499,2.63017,Q27874,Integrin beta pat-3,16.8626,18.9155,18.2633,19.1723,15.498,15.6332,15.3795,15.963,2.63017,0.000744715,2.68499,5.04582,+
ldh-1,1.79508,2.86242,Q27888,L-lactate dehydrogenase,18.7657,20.0464,18.9883,19.8391,17.5636,17.4679,17.6682,17.7596,2.86242,0.000381383,1.79508,5.60644,+
"C08A9,10",-1.62919,2.99657,Q27GT6,Uncharacterized protein,14.3941,15.3554,14.8957,14.885,17.0043,16.1652,16.6175,16.26,2.99657,0.000303675,-1.62919,-5.94983,+
lbp-3,1.18196,2.88894,Q27GU2,Lipid Binding Protein,17.2505,17.8875,17.6555,18.1278,16.409,16.6943,16.3695,16.7207,2.88894,0.000384686,1.18196,5.67315,+
"CELE_ZK688,11",2.69902,5.16345,Q27GV3,Uncharacterized protein,15.0122,15.2334,14.9285,15.0733,12.4366,11.9245,12.3167,12.7736,5.16345,0,2.69902,14.4571,+
phf-10,2.66947,6.00945,Q2A949;Q2A950,PHd Finger family,14.9412,15.1806,15.0005,14.9008,12.5523,12.0241,12.293,12.4757,6.00945,0,2.66947,20.1216,+
"C53H9,3",2.53634,3.96795,Q2A956,Uncharacterized protein,14.3394,14.9197,14.8515,15.4118,12.5796,11.8542,12.3056,12.6378,3.96795,0,2.53634,8.96424,+
"CELE_Y92H12A,5",3.43002,5.94069,Q2AAB7;W6RTG0,Uncharacterized protein,16.621,16.0805,16.3235,16.3312,12.7063,13.0544,13.2182,12.6572,5.94069,0,3.43002,19.5908,+
ttr-45,0.873822,1.22427,Q2EEM8,TransThyretin-Related family domain,22.8954,23.3793,22.5141,21.6679,21.9572,21.5397,21.5756,21.8888,1.22427,0.0136947,0.873822,2.31733,+
