geneName,log2FC,pvalue,Leading.proteins,Proteins,Protein.names,Positions.within.proteins,Localization.prob,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04, -Log.p.value, Student's T-test q-value N2_d10_N2_d5,log2FC,Student's T-test Test statistic N2_d10_N2_d5,Sign p-val: 0.05 
tct-1,-2.81597,2.18573,Q93573,Q93573,Translationally-controlled tumor protein homolog,173,0.999943,17.1648,18.6716,20.4594,18.4609,21.1482,21.7764,21.4811,21.6148,2.18573,0.00150278,-2.81597,-4.07751,+
tct-1,-1.6391,0.974322,Q93573,Q93573,Translationally-controlled tumor protein homolog,134,1,19.1419,17.1428,21.1246,19.8527,21.4867,20.7257,21.1436,20.4624,0.974322,0.0278427,-1.6391,-1.90054,+
tct-1,-1.10273,0.585891,Q93573,Q93573,Translationally-controlled tumor protein homolog,130,1,21.1166,19.2247,20.9735,18.2592,21.5634,21.7128,19.3616,21.3471,0.585891,0.0929045,-1.10273,-1.2452,
tct-1,-1.944,2.31728,Q93573,Q93573,Translationally-controlled tumor protein homolog,38,1,19.4369,19.2812,19.2801,17.9757,20.9865,20.9511,20.2014,21.6109,2.31728,0.00130344,-1.944,-4.3512,+
tct-1,-0.196802,0.118328,Q93573,Q93573,Translationally-controlled tumor protein homolog,31,0.84736,20.2037,19.7719,21.432,21.2957,21.3039,21.2556,19.4792,21.4518,0.118328,0.579028,-0.196802,-0.317664,
tct-1,-4.82676,2.7307,Q93573,Q93573,Translationally-controlled tumor protein homolog,33,0.669794,20.0963,20.132,21.1719,17.5987,25.8773,23.4687,24.1958,24.764,2.7307,0.000549763,-4.82676,-5.28342,+
tct-1,2.60478,3.0231,Q93573,Q93573,Translationally-controlled tumor protein homolog,5,1,23.3955,24.1649,25.1239,23.6636,21.7832,21.3668,20.9495,21.8294,3.0231,0.000337237,2.60478,6.01957,+
tct-1,-6.02541,3.51125,Q93573,Q93573,Translationally-controlled tumor protein homolog,105,1,17.9142,19.644,16.1819,16.494,23.9955,23.7959,23.2639,23.2803,3.51125,0.000256228,-6.02541,-7.42016,+
ndk-1,-4.62406,3.64992,Q93576,Q93576,Nucleoside diphosphate kinase,34,1,19.4159,18.4479,19.4087,17.0733,23.7202,22.7501,23.2311,23.1406,3.64992,0.000293878,-4.62406,-7.86294,+
ndk-1,-5.16679,2.73075,Q93576,Q93576,Nucleoside diphosphate kinase,39,1,18.9874,17.6246,16.5633,20.4746,23.1848,24.0202,22.4377,24.6743,2.73075,0.000550285,-5.16679,-5.28355,+
ndk-1,-8.47865,5.24002,Q93576,Q93576,Nucleoside diphosphate kinase,12,1,18.4401,19.4524,20.5983,20.5222,27.6219,28.0842,28.4047,28.8168,5.24002,0,-8.47865,-14.8988,+
F27D4.4,-0.914777,0.64498,Q93618,Q93618,Zinc finger CCCH domain-containing protein 15 homolog,38,1,18.4535,19.237,20.6491,20.7998,19.6504,21.0694,20.7134,21.3653,0.64498,0.0757713,-0.914777,-1.3475,
gst-24,-6.11142,4.63387,Q93694,Q93694,,136,1,18.8864,18.5377,17.928,20.3478,25.2562,24.9582,24.8509,25.0804,4.63387,0,-6.11142,-11.7239,+
gst-24,-4.49767,2.95264,Q93694,Q93694,,183,1,17.8927,20.4985,19.8297,21.2549,24.3307,24.66,24.8636,23.6122,2.95264,0.000463388,-4.49767,-5.83571,+
gst-24,-2.2387,1.0032,Q93694,Q93694,,45,0.785058,22.8967,23.1594,22.3606,21.1382,23.0909,24.2637,23.4415,27.7136,1.0032,0.0256592,-2.2387,-1.94849,+
gst-24,-5.42484,3.25997,Q93694,Q93694,,124,1,25.5348,24.6266,27.9636,27.0795,32.6027,31.6061,31.116,31.5789,3.25997,0.000332394,-5.42484,-6.67017,+
ned-8,-1.47966,2.04716,Q93725,Q93725,NEDD8,48,1,20.9306,21.5267,21.8861,21.262,23.5303,23.3717,22.2221,22.4,2.04716,0.00213766,-1.47966,-3.7997,+
ned-8,3.52696,2.69599,Q93725,Q93725,NEDD8,11,1,27.2777,27.5177,26.1104,25.758,22.654,24.4726,23.3904,22.039,2.69599,0.000536044,3.52696,5.20054,+
ned-8,-9.99825,5.43029,Q93725,Q93725,NEDD8,6,1,20.0825,18.7222,19.4074,17.603,29.639,29.2051,28.8815,28.0825,5.43029,0,-9.99825,-16.0531,+
,0.576636,0.774211,Q93838,Q93838,,12,0.999826,21.2769,22.0037,22.3213,21.5614,21.4894,21.6139,20.3676,21.3859,0.774211,0.0493685,0.576636,1.56688,+
ent-2,-1.50875,2.04438,Q93871,Q93871,,257,1,19.7869,19.055,20.8664,20.4344,21.5715,21.6165,21.4113,21.5784,2.04438,0.00216559,-1.50875,-3.79422,+
ent-2,1.40441,1.9539,Q93871,Q93871,,14,0.998245,27.3804,28.695,27.5778,28.3601,26.9823,26.8875,25.9653,26.5605,1.9539,0.0024777,1.40441,3.61829,+
ent-2,-2.02164,1.31527,Q93871,Q93871,,15,0.862807,16.8805,19.7311,19.4357,20.1991,21.2087,21.7084,21.3013,20.1145,1.31527,0.0103273,-2.02164,-2.47107,+
,1.89731,1.62345,Q93892,Q93892,,311,0.934638,22.3172,24.849,22.6037,23.3137,21.8465,21.7684,21.2355,20.6439,1.62345,0.00533265,1.89731,3.00681,+
mct-3,3.60626,5.23005,Q93896,Q93896,,587,1,24.648,24.829,24.3749,24.86,21.6592,20.8173,21.1225,20.6878,5.23005,0,3.60626,14.8406,+
mct-3,-3.51388,2.28549,Q93896,Q93896,,337,1,17.5646,17.7136,20.6327,19.1236,22.4929,21.2955,22.0938,23.2079,2.28549,0.00134013,-3.51388,-4.28411,+
mct-3,-4.07772,3.68178,Q93896,Q93896,,370,0.999991,18.2952,20.5592,19.7005,19.5252,23.4659,23.7789,23.0839,24.0623,3.68178,0.00021322,-4.07772,-7.96776,+
mct-3,0.765657,1.59594,Q93896,Q93896,,11,1,25.1797,24.6129,25.5562,25.5256,24.6912,24.1736,24.2592,24.6877,1.59594,0.00566114,0.765657,2.95781,+
mct-3,-2.35766,2.34223,Q93896,Q93896,,242,0.5,17.7361,18.8012,19.5581,20.1586,21.2965,21.7454,21.2128,21.4299,2.34223,0.0011825,-2.35766,-4.40426,+
mct-3,-0.987889,0.7111,Q93896,Q93896,,244,0.653707,18.9906,20.7892,20.5324,18.4686,21.1491,19.5964,21.0253,20.9615,0.7111,0.0598947,-0.987889,-1.46035,
mct-3,-5.66893,3.89363,Q93896,Q93896,,253,1,19.7587,17.5981,17.6234,19.8764,24.0802,24.225,24.6147,24.6124,3.89363,0.000265957,-5.66893,-8.69559,+
sdz-27,1.76078,2.12304,Q93932,Q93932,,200,1,26.4379,26.2701,25.4162,25.199,24.8335,24.3134,23.3404,23.7929,2.12304,0.00190964,1.76078,3.95054,+
sdz-27,0.151765,0.206276,Q93932,Q93932,,50,1,21.5399,22.0856,21.0368,20.8172,21.2563,21.3561,21.0076,21.2525,0.206276,0.396438,0.151765,0.519663,
,-1.26945,0.982869,Q93934,Q93934,,57,1,21.3818,18.7789,19.1122,20.6724,21.7965,20.991,20.7756,21.4601,0.982869,0.0272316,-1.26945,-1.91473,+
cav-1,-0.395957,0.547686,Q94051,Q94051,Caveolin-1,72,0.998314,28.3973,29.5786,29.0755,29.3555,30.0638,29.146,29.1674,29.6135,0.547686,0.106553,-0.395957,-1.17815,
cav-1,-4.57075,2.50443,Q94051,Q94051,Caveolin-1,74,0.979102,20.4872,17.0008,19.1867,20.9985,22.9786,24.2303,24.0928,24.6543,2.50443,0.000905037,-4.57075,-4.75882,+
cav-1,-2.54142,2.35996,Q94051,Q94051,Caveolin-1,92,1,24.0482,24.2094,22.4226,22.9114,26.3146,25.2054,25.4424,26.7949,2.35996,0.00119786,-2.54142,-4.44218,+
cav-1,0.275592,0.186468,Q94051,Q94051,Caveolin-1,51,1,23.6277,24.6244,24.1857,23.011,24.6027,24.0543,22.524,23.1654,0.186468,0.43027,0.275592,0.475978,
cav-1,-1.40561,2.1119,Q94051,Q94051,Caveolin-1,49,0.999237,19.4795,19.9139,20.2204,19.7538,21.8431,20.3486,21.2575,21.5409,2.1119,0.00193972,-1.40561,-3.92822,+
cav-1,-2.38851,1.96159,Q94051,Q94051,Caveolin-1,8,1,18.7673,18.766,18.8915,17.5983,21.9488,19.4676,20.424,21.7366,1.96159,0.00243938,-2.38851,-3.63308,+
snb-6,-2.16752,2.49809,Q94057,Q94057,,77,1,18.7301,19.7296,18.5235,19.8322,22.0245,20.6796,21.737,21.0443,2.49809,0.000902058,-2.16752,-4.74464,+
rab-10,2.44716,2.88511,Q94148,Q94148,,117,0.999974,23.1027,22.8501,23.3208,22.3823,20.1648,21.3334,19.5718,20.7973,2.88511,0.000492693,2.44716,5.66347,+
dnj-11,-5.17819,3.65686,Q94216,Q94216,,162,1,17.788,20.5969,19.0481,19.8422,24.9805,24.5035,23.7537,24.7503,3.65686,0.000296296,-5.17819,-7.88567,+
dnj-11,-3.37994,1.80527,Q94216,Q94216,,383,1,19.9768,18.2837,20.4541,21.3384,25.6996,22.3315,22.5049,23.0368,1.80527,0.00331576,-3.37994,-3.33763,+
dnj-11,-2.92503,3.67178,Q94216,Q94216,,213,0.999974,19.0314,20.155,19.2039,19.1399,22.9675,22.216,21.6959,22.3509,3.67178,0.000209644,-2.92503,-7.93471,+
plp-1,-4.25272,2.96012,Q94230,Q94230,,52,1,18.5022,20.8265,18.8264,21.359,24.2245,23.8003,24.4654,24.0348,2.96012,0.000465423,-4.25272,-5.85505,+
plp-1,-2.47412,2.41765,Q94230,Q94230,,87,0.612817,17.7623,19.3481,18.6687,20.0822,21.8732,21.5515,21.5151,20.818,2.41765,0.00111532,-2.47412,-4.567,+
plp-1,-2.19758,0.999966,Q94230,Q94230,,181,1,16.3593,19.1857,17.2158,21.3037,21.0291,20.5446,20.0711,21.2099,0.999966,0.0259017,-2.19758,-1.94312,+
plp-1;plp-2,-5.20999,4.31899,Q94230,Q94230;Q93537,,153;91,1,18.4211,19.1448,20.588,19.2456,24.0014,24.9287,24.3948,24.9145,4.31899,0,-5.20999,-10.3354,+
fah-1,-0.479031,0.365243,Q94272,Q94272,,175,0.874627,21.5241,20.6448,19.6818,19.8777,21.135,20.763,19.9547,21.7916,0.365243,0.209515,-0.479031,-0.843516,
rpl-11.1,-0.473787,0.628877,Q94300,Q94300,60S ribosomal protein L11,6,1,24.9901,25.2287,24.8888,24.1157,24.9948,25.4241,25.9575,24.742,0.628877,0.0799405,-0.473787,-1.31977,
pas-4,-1.84722,1.54445,Q95005,Q95005,Proteasome subunit alpha type-7,234,1,18.3023,18.5108,20.0655,20.8491,21.7828,21.0402,21.3729,20.9206,1.54445,0.00646199,-1.84722,-2.8668,+
pas-5,-2.86055,2.59265,Q95008,Q95008,Proteasome subunit alpha type-5,167,1,17.107,19.6773,19.2008,18.7165,21.5956,21.2569,21.3755,21.9159,2.59265,0.00069025,-2.86055,-4.95903,+
pas-5,4.80149,1.54258,Q95008,Q95008,Proteasome subunit alpha type-5,191,0.921953,30.0401,30.182,30.9869,30.5592,22.8753,22.6537,28.3058,28.7273,1.54258,0.00645244,4.80149,2.86352,+
ubc-9,4.82817,4.43246,Q95017,Q95017,SUMO-conjugating enzyme UBC9,162,1,25.5625,26.2788,26.5189,25.3177,20.226,21.5772,20.8592,21.7028,4.43246,0,4.82817,10.8173,+
,-1.50005,0.816448,Q95PZ7,Q95PZ7,,82,1,19.5542,17.2805,20.8372,20.9031,20.252,20.9602,21.5126,21.8503,0.816448,0.0430748,-1.50005,-1.6377,+
,-2.38013,2.25322,Q95PZ7,Q95PZ7,,47,1,19.6133,19.5653,18.8223,21.3923,22.078,21.8973,22.4288,22.5096,2.25322,0.00134665,-2.38013,-4.21665,+
Y53F4B.39,-2.47431,1.13876,Q95Q18,Q95Q18,Beta-lactamase-like protein 2 homolog,43,0.5,17.2536,21.0285,20.965,16.9638,21.8008,21.0623,21.4317,21.8134,1.13876,0.016674,-2.47431,-2.1741,+
Y53F4B.39,-2.63135,2.63031,Q95Q18,Q95Q18,Beta-lactamase-like protein 2 homolog,44,0.5,20.11,18.3018,18.9684,17.6884,21.4716,21.2337,21.4798,21.4089,2.63031,0.000611848,-2.63135,-5.04615,+
,-1.87175,2.77214,Q95Q93,Q95Q93,,393,0.999425,23.4865,22.5509,24.2085,23.3548,25.4455,25.3031,25.2544,25.0847,2.77214,0.000563107,-1.87175,-5.38358,+
,1.78074,1.53127,Q95Q93,Q95Q93,,395,1,24.684,24.4184,25.359,24.3112,24.56,22.8926,22.1216,22.0754,1.53127,0.00658419,1.78074,2.84364,+
,0.55374,0.579089,Q95Q93,Q95Q93,,392,0.963127,23.6523,22.6183,23.5737,22.5396,22.5024,23.3936,21.757,22.5159,0.579089,0.095444,0.55374,1.23332,
pat-12,-0.0620399,0.0748306,Q95QA6,Q95QA6,,637,1,24.138,23.639,24.2234,24.0111,24.17,23.7149,23.596,24.7787,0.0748306,0.71121,-0.0620399,-0.208518,
pat-12,-4.13861,2.39468,Q95QA6,Q95QA6,,557,1,20.2917,19.4292,21.0333,17.8974,25.2451,23.7598,22.2174,23.9838,2.39468,0.00117757,-4.13861,-4.51707,+
pat-12,2.19078,1.80424,Q95QA6,Q95QA6,,36,1,23.5295,24.225,26.12,25.3588,23.5282,22.5279,22.2419,22.1721,1.80424,0.0033139,2.19078,3.33571,+
pat-12,-5.58391,3.29274,Q95QA6,Q95QA6,,353,0.949017,18.9603,16.9661,18.5235,20.5984,24.7535,23.7606,23.7424,25.1274,3.29274,0.000284058,-5.58391,-6.76434,+
pat-12,-3.79737,3.41025,Q95QA6,Q95QA6,,357,0.977665,19.8857,20.5553,19.4254,19.8885,24.1544,22.9143,22.9783,24.8974,3.41025,0.000229665,-3.79737,-7.11088,+
pat-12,-1.60692,2.74925,Q95QA6,Q95QA6,,67,1,19.2944,18.3521,19.6623,18.7548,20.4039,20.6804,20.8107,20.5962,2.74925,0.000557692,-1.60692,-5.32811,+
pat-12,-3.23548,2.60036,Q95QA6,Q95QA6,,358,1,20.6042,20.558,19.5222,21.213,22.5937,25.0439,23.0781,24.1235,2.60036,0.000695048,-3.23548,-4.97677,+
pat-12,-4.37424,2.21393,Q95QA6,Q95QA6,,252,1,18.4207,20.3685,21.2916,16.8645,24.2489,23.3168,22.7045,24.172,2.21393,0.0015218,-4.37424,-4.13533,+
pat-12,-0.761957,1.22356,Q95QA6,Q95QA6,,263,1,19.8077,20.3095,19.0919,19.6678,20.4265,20.7883,20.8116,19.8983,1.22356,0.0132616,-0.761957,-2.31613,+
pat-12,-4.00604,3.62195,Q95QA6,Q95QA6,,622,1,21.5337,20.4507,21.6945,20.1142,24.455,24.3647,25.7776,25.2199,3.62195,0.000286282,-4.00604,-7.77189,+
,-1.82185,1.16942,Q95QC9,Q95QC9,,490,1,20.8113,16.8932,19.2302,18.7004,20.9323,20.6747,20.3751,20.9403,1.16942,0.0153813,-1.82185,-2.22534,+
tmem-135,-1.5759,0.880847,Q95QD1,Q95QD1,,208,0.975921,21.2665,19.9724,18.8932,17.0628,20.7137,21.1995,21.0671,20.5182,0.880847,0.0353353,-1.5759,-1.74516,+
,-1.93062,2.52588,Q95QF1,Q95QF1,,130,1,19.5384,18.9276,19.3816,18.2625,20.7432,21.3472,21.48,20.2622,2.52588,0.000789958,-1.93062,-4.807,+
,-1.72952,1.74962,Q95QF1,Q95QF1,,141,0.996422,18.0193,18.6121,19.9916,20.2233,21.0193,20.8401,20.9692,20.9359,1.74962,0.0036975,-1.72952,-3.23499,+
,-0.691732,0.735328,Q95QF1,Q95QF1,,128,0.999989,24.5329,25.2391,25.5177,25.2424,25.1788,26.4374,25.0595,26.6233,0.735328,0.0555734,-0.691732,-1.50136,
otpl-3,-1.84609,1.39132,Q95QL0,Q95QL0,,557,0.834709,20.255,17.7136,19.058,20.7342,21.6327,20.6662,21.2851,21.5611,1.39132,0.00847411,-1.84609,-2.60087,+
,-1.6609,0.704685,Q95QN5,Q95QN5,,125,1,19.7112,16.2401,21.1458,19.6148,21.6731,21.6396,20.2492,19.7935,0.704685,0.0610197,-1.6609,-1.44947,
brap-2,-1.76014,2.92562,Q95QN6,Q95QN6,BRCA1-associated protein homolog 2,393,1,25.5476,25.4225,26.591,26.1288,28.0002,27.7545,27.6553,27.3203,2.92562,0.000455424,-1.76014,-5.76636,+
brap-2,-5.78756,3.57251,Q95QN6,Q95QN6,BRCA1-associated protein homolog 2,396,1,23.1085,24.9048,25.0785,23.0717,30.7366,30.2172,28.3179,30.0421,3.57251,0.000272212,-5.78756,-7.61312,+
brap-2,-2.90365,1.87367,Q95QN6,Q95QN6,BRCA1-associated protein homolog 2,400,1,24.8681,27.5293,27.8284,27.6779,30.656,29.1851,29.0119,30.6654,1.87367,0.00302576,-2.90365,-3.46556,+
brap-2,-6.207,3.56862,Q95QN6,Q95QN6,BRCA1-associated protein homolog 2,436,0.999911,19.5725,19.1166,17.1295,20.4372,26.1205,24.9294,24.2599,25.774,3.56862,0.000270677,-6.207,-7.60074,+
brap-2,-5.08423,2.37705,Q95QN6,Q95QN6,BRCA1-associated protein homolog 2,439,1,20.9183,16.8532,21.5701,19.294,25.8293,23.8307,24.3471,24.9655,2.37705,0.00120708,-5.08423,-4.47894,+
brap-2,-2.45508,3.03872,Q95QN6,Q95QN6,BRCA1-associated protein homolog 2,378,1,27.8668,27.5928,29.0108,29.1941,30.8545,31.0166,30.8253,30.7884,3.03872,0.000341232,-2.45508,-6.06089,+
,-1.76935,1.38961,Q95X11,Q95X11,,109,1,20.4286,19.8273,21.2791,20.6198,23.003,21.1205,21.4411,23.6676,1.38961,0.00850771,-1.76935,-2.59795,+
vha-8,-0.486517,0.737316,Q95X44,Q95X44,,10,1,24.476,24.0609,24.6226,23.7219,25.0424,25.1825,24.0944,24.5081,0.737316,0.0553152,-0.486517,-1.50472,
vha-8,-2.30576,3.64516,Q95X44,Q95X44,,26,0.999997,18.6016,19.1073,19.3431,18.625,21.3883,21.1165,20.6529,21.7424,3.64516,0.000291498,-2.30576,-7.84737,+
vha-8,-4.29618,4.03092,Q95X44,Q95X44,,191,1,18.717,17.9185,19.5623,19.468,22.621,23.1121,23.1972,23.9203,4.03092,0.000310559,-4.29618,-9.19758,+
,-6.10182,3.15404,Q95XC1,Q95XC1,,82,0.992672,19.2452,17.6311,19.7972,21.3501,24.4107,26.1874,26.9097,24.9231,3.15404,0.000373057,-6.10182,-6.3728,+
vamp-7,-4.53654,3.11207,Q95XH1,Q95XH1,,218,1,21.9836,19.8079,21.7014,19.4338,25.7039,24.5532,24.8977,25.918,3.11207,0.000360451,-4.53654,-6.2579,+
mppa-1,-2.72357,2.41675,Q95XN2,Q95XN2,,43,0.999076,18.7143,17.762,19.2752,17.4643,21.1815,19.8206,21.303,21.8051,2.41675,0.00111269,-2.72357,-4.56504,+
ubc-3,-1.79251,0.793075,Q95XN7,Q95XN7,,77,0.964538,17.8679,19.252,21.1826,16.0218,20.7225,20.7841,19.6524,20.3354,0.793075,0.046454,-1.79251,-1.59855,+
ubc-3,-1.58151,1.0553,Q95XN7,Q95XN7,,4,1,20.1681,20.4634,17.193,19.7153,20.6876,20.5432,21.481,21.1541,1.0553,0.0218764,-1.58151,-2.03506,+
tbca-1,-2.89811,3.25258,Q95XR1,Q95XR1,,78,1,20.2041,19.6231,19.3601,18.1626,22.0257,22.3766,22.2634,22.2767,3.25258,0.000331461,-2.89811,-6.64908,+
tbca-1,-3.15833,3.75867,Q95XR1,Q95XR1,,23,1,19.4091,20.421,19.4485,19.0852,23.4701,22.4767,22.3293,22.721,3.75867,0.000226757,-3.15833,-8.22562,+
tbca-1,-3.88493,2.68681,Q95XR1,Q95XR1,,9,1,19.2718,20.6048,20.1939,17.7858,22.8777,22.6669,23.3287,24.5227,2.68681,0.000532599,-3.88493,-5.17879,+
epg-2,0.772529,1.49231,Q95XR4,Q95XR4,Ectopic P granules protein 2,386,1,25.5097,25.4586,26.3594,26.0903,24.8233,24.7606,25.3215,25.4225,1.49231,0.00680288,0.772529,2.77549,+
wwp-1,-1.7663,0.809738,Q95XU3,Q95XU3;Q9N2Z7;V6CJJ8;V6CLY4,,332;332;45;45,1,16.5185,20.8044,20.8905,19.1072,20.193,21.4211,20.8859,21.8859,0.809738,0.0441372,-1.7663,-1.62647,+
wwp-1,-2.54877,4.00319,Q95XU3,Q95XU3;Q9N2Z7;V6CJJ8;V6CLY4,,388;390;101;103,1,19.0912,18.042,18.3843,18.2057,21.3526,20.8401,21.1042,20.6214,4.00319,0.000303951,-2.54877,-9.09419,+
wwp-1,-3.22071,3.50537,Q95XU3,Q95XU3;Q9N2Z7,,134;134,0.999558,23.1278,23.6818,23.1472,23.8792,26.797,26.7334,25.6436,27.545,3.50537,0.000254417,-3.22071,-7.40185,+
wwp-1,-3.61152,3.92401,Q95XU3,Q95XU3;Q9N2Z7;V6CJJ8;V6CLY4,,399;401;112;114,1,19.2136,20.1069,20.1097,19.8012,22.6644,23.2886,24.3652,23.3592,3.92401,0.000277778,-3.61152,-8.80456,+
wwp-1,0.828757,0.848445,Q95XU3,Q95XU3;Q9N2Z7;V6CJJ8;V6CLY4,,750;752;463;465,1,23.6529,24.447,25.0107,23.2506,23.2659,23.1594,22.6048,24.0161,0.848445,0.0389249,0.828757,1.69115,+
wwp-1,-7.37493,3.98853,Q95XU3,Q95XU3;Q9N2Z7,,243;243,1,17.0364,19.3772,19.289,18.5505,26.7137,25.4239,24.4724,27.1429,3.98853,0.000299401,-7.37493,-9.03992,+
sut-2,-0.573206,0.235217,Q95XU6,Q95XU6,Zinc finger CCCH domain-containing protein 14,15,0.554492,21.1506,18.1107,22.0174,19.2698,21.8169,19.7687,20.4069,20.8489,0.235217,0.35107,-0.573206,-0.581917,
,-1.64528,1.03109,Q95XV3,Q95XV3,,378,1,18.3649,18.1126,20.7575,21.1657,21.3398,21.5216,20.5702,21.5501,1.03109,0.0236874,-1.64528,-1.99483,+
ubc-13,-5.26323,4.26248,Q95XX0,Q95XX0,,95,1,19.4086,20.6084,18.9813,20.5054,25.4742,25.2094,24.1928,25.6802,4.26248,0,-5.26323,-10.1027,+
ubc-13,-3.63505,3.72866,Q95XX0,Q95XX0,,75,1,24.4337,24.7491,25.3198,24.3596,27.5933,28.5028,27.9284,29.3778,3.72866,0.000220751,-3.63505,-8.12415,+
ubc-13,-5.3319,5.00528,Q95XX0,Q95XX0,,83,1,20.9396,22.0875,21.6549,22.0341,27.1509,27.0604,26.2202,27.6121,5.00528,0,-5.3319,-13.5836,+
ubc-13,-9.69381,4.65639,Q95XX0,Q95XX0,,93,0.999565,19.6296,17.8361,19.295,17.4006,28.9535,26.5602,28.1066,29.3163,4.65639,0,-9.69381,-11.8295,+
ubc-13,-1.45033,2.12829,Q95XX0,Q95XX0,,11,1,20.1253,19.1311,20.3586,20.3094,21.7697,20.8126,21.3737,21.7697,2.12829,0.00179161,-1.45033,-3.9611,+
ubc-13,-0.89765,0.365124,Q95XX0,Q95XX0,,69,1,16.9518,19.6408,21.3575,21.2692,20.1902,21.4555,20.4905,20.6738,0.365124,0.209551,-0.89765,-0.843288,
ubc-13,-1.3622,1.06649,Q95XX0,Q95XX0,,139,0.998654,18.6831,20.8777,20.0448,18.5585,20.0628,21.0761,20.6991,21.7749,1.06649,0.0213566,-1.3622,-2.05367,+
rps-28,-4.37624,2.43248,Q95Y04,Q95Y04,40S ribosomal protein S28,3,1,16.7307,21.0257,18.7604,19.1284,23.5505,22.7996,22.614,24.186,2.43248,0.00112331,-4.37624,-4.59945,+
,1.45391,1.55433,U4PC73,U4PC73;Q95Y24;U4PBU4;U4PRX8,,180;248;251;248,1,24.7397,25.3727,24.5094,25.3688,23.7796,24.3068,22.229,23.8594,1.55433,0.00634921,1.45391,2.88419,+
,-1.88729,1.56476,Q95Y68,Q95Y68,,35,0.999242,18.3955,17.6889,19.593,19.5647,21.9555,20.315,19.8415,20.6793,1.56476,0.00609059,-1.88729,-2.9026,+
dss-1,1.85196,1.53222,Q95Y72,Q95Y72,Probable 26S proteasome complex subunit dss-1,11,0.839872,22.7034,23.3898,24.1435,21.7821,21.8839,21.6953,20.9704,20.0614,1.53222,0.00655403,1.85196,2.84531,+
,0.901284,1.06733,Q95Y88,Q95Y88,,355,1,23.9116,24.1171,24.5944,23.2971,23.6764,23.2054,22.0821,23.3511,1.06733,0.0213714,0.901284,2.05507,+
rpl-9,-3.4891,2.72355,Q95Y90,Q95Y90,60S ribosomal protein L9,166,0.99617,18.1489,19.8904,20.4214,21.0927,23.7982,23.0981,22.9587,23.6546,2.72355,0.000547686,-3.4891,-5.26629,+
rpl-9,-2.6316,2.56502,Q95Y90,Q95Y90,60S ribosomal protein L9,21,1,18.0442,19.0279,19.7043,17.3074,21.0681,21.061,21.439,21.0421,2.56502,0.000679694,-2.6316,-4.89574,+
rpl-9,0.485215,0.337019,Q95Y90,Q95Y90,60S ribosomal protein L9,119,1,27.5818,28.9105,28.4617,27.9189,27.7743,28.2227,26.2175,28.7174,0.337019,0.232309,0.485215,0.788828,
rpl-9,-3.17266,1.93105,Q95Y90,Q95Y90,60S ribosomal protein L9,80,1,17.579,20.9022,19.1823,17.1585,22.6028,21.7729,21.4953,21.6417,1.93105,0.0026892,-3.17266,-3.57449,+
rpa-2,-5.7128,3.33606,Q95Y97,Q95Y97,,215,1,21.4248,21.4782,18.1606,19.693,25.892,25.503,26.5839,25.6289,3.33606,0.000215569,-5.7128,-6.89049,+
,-2.17056,1.60818,Q95YC6,Q95YC6,,37,1,18.8495,18.4899,17.2031,19.4405,20.8962,21.7007,19.0967,20.9716,1.60818,0.00562715,-2.17056,-2.97958,+
gln-1,-1.9866,1.11196,Q95YD1,Q95YD1,,285,0.99394,20.8717,17.912,16.9476,20.1199,21.3471,21.0559,20.6996,20.6951,1.11196,0.0182961,-1.9866,-2.12938,+
,-4.59628,4.70231,Q95YD9,Q95YD9,,30,1,19.6174,20.252,20.0418,20.9923,25.3942,24.1884,24.7444,24.9616,4.70231,0,-4.59628,-12.0477,+
cgh-1,-2.38026,1.39197,Q95YF3,Q95YF3,ATP-dependent RNA helicase cgh-1,28,1,20.2386,21.1227,22.0985,18.0493,22.1857,23.2769,22.2905,23.2772,1.39197,0.00845252,-2.38026,-2.602,+
cgh-1,-2.7168,1.80169,Q95YF3,Q95YF3,ATP-dependent RNA helicase cgh-1,33,1,18.1035,18.6403,21.4266,19.6955,21.2853,23.0362,22.2875,22.1241,1.80169,0.00330095,-2.7168,-3.33098,+
cgh-1,1.36086,0.845255,Q95YF3,Q95YF3,ATP-dependent RNA helicase cgh-1,178,0.973863,26.114,24.4116,23.4835,23.3983,24.3174,22.0594,22.3798,23.2074,0.845255,0.0391754,1.36086,1.68583,+
cgh-1,-0.669984,0.944578,Q95YF3,Q95YF3,ATP-dependent RNA helicase cgh-1,110,1,20.0586,19.4435,20.639,20.7231,21.2644,20.3596,21.1638,20.7563,0.944578,0.0297942,-0.669984,-1.85113,+
ZK353.9,-4.0862,2.82465,Q95ZI6,Q95ZI6,PITH domain-containing protein ZK353.9,139,0.979003,19.9383,19.3188,20.1002,17.6863,24.1849,24.2123,22.3417,22.6495,2.82465,0.000474849,-4.0862,-5.51242,+
,-2.92717,4.37052,Q95ZJ9,Q95ZJ9,5'-nucleotidase,148,0.990521,20.3067,20.8666,21.5105,20.444,23.747,23.5268,23.7928,23.7701,4.37052,0,-2.92717,-10.5517,+
act-4,-4.01468,4.32836,Q95ZL1,Q95ZL1,,18,1,23.2138,21.7984,22.7746,21.8058,26.5845,26.157,26.1541,26.7557,4.32836,0,-4.01468,-10.3744,+
