geneName,log2FC,pvalue,ProteinAccessions,,ProteinDescriptions,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d10_N2_d5,log2FC,Student's T-test Test statistic N2_d10_N2_d5,Sign p-val: 0.05 
"CELE_W06A7,2",2.21611,1.58019,Q23186,,Uncharacterized protein,15.6712,15.7266,13.987,17.5757,13.2375,13.687,13.1975,13.9739,1.58019,0.0037111,2.21611,2.92989,+
ret-1,1.68716,2.51414,Q23188,,Reticulon-like protein,18.6259,17.3714,18.2922,18.7918,16.5835,16.3115,16.4213,17.0164,2.51414,0.000351592,1.68716,4.7806,+
dct-11,2.28834,1.68287,Q23190,,"DAF-16/FOXO Controlled, germline Tumor affecting",15.9284,15.1886,16.0927,17.7601,12.9044,13.701,13.9227,15.2883,1.68287,0.00276128,2.28834,3.11352,+
puf-9,0.37549,0.202727,Q23191,,PUF (Pumilio/FBF) domain-containing,16.0453,16.1472,17.5974,16.6655,16.6708,14.3435,17.192,16.747,0.202727,0.349948,0.37549,0.511904,
"CELE_W06B4,2",2.21683,1.46815,Q23195,,Uncharacterized protein,14.4886,15.5129,14.7387,16.1576,13.8547,11.9546,11.642,14.5792,1.46815,0.00553533,2.21683,2.73347,+
sbds-1,2.11255,3.42476,Q23202,,Ribosome maturation protein SBDS,19.1997,18.7263,18.5867,19.6,16.6981,17.3842,17.0197,16.5605,3.42476,0,2.11255,7.15464,+
tag-267,2.24179,5.07397,Q23205,,Uncharacterized protein,16.9806,16.7478,16.4857,17.1735,14.7013,14.4917,14.5075,14.7199,5.07397,0,2.24179,13.9566,+
"CELE_W06E11,1",0.942959,0.85166,Q23206,,Uncharacterized protein,14.459,14.3987,14.1073,14.9173,12.7256,13.1929,13.1038,15.0882,0.85166,0.035122,0.942959,1.69652,+
"CELE_W07G4,3",1.01853,1.43487,Q23215,,Uncharacterized protein,14.4113,14.4043,13.4172,15.1703,13.5191,13.2316,13.5537,13.0245,1.43487,0.00609096,1.01853,2.67584,+
mtr-4,2.21322,4.38321,Q23223,,mRNA transport homolog 4,17.1554,16.9711,16.9838,17.7315,14.9495,14.7598,14.9983,15.2814,4.38321,0,2.21322,10.6057,+
zmp-4,3.33628,4.30707,Q23227,,Zinc MetalloProtease,18.3649,18.9454,18.6532,19.4037,15.7219,16.0689,15.0677,15.1635,4.30707,0,3.33628,10.2859,+
pbs-3,0.211275,0.466633,Q23237,,Proteasome subunit beta type-3,17.328,17.9558,17.6252,17.0872,17.4519,17.2733,17.071,17.3548,0.466633,0.122782,0.211275,1.03289,
ssp-34,0.601403,1.01711,Q23246,,Sperm-specific class P protein 34,16.3691,16.2444,15.8633,16.111,16.0081,16.0533,15.1897,14.9311,1.01711,0.0212315,0.601403,1.9716,+
grl-21,2.26739,4.03905,Q23248,,GRound-Like (Grd related),14.2629,13.9113,14.415,15.0358,12.2501,11.9419,12.2438,12.1196,4.03905,0,2.26739,9.22806,+
orc-5,3.27796,3.81845,Q23249,,ORC (Origin Recognition Complex) subunit,14.4566,13.7161,14.291,14.3804,9.91238,11.1525,11.1568,11.5107,3.81845,0,3.27796,8.431,+
mre-11,4.20567,3.21387,Q23255,,Double-strand break repair protein mre-11,14.4479,14.0618,14.066,15.129,8.97822,9.67126,10.5011,11.7314,3.21387,0,4.20567,6.53945,+
"CELE_ZC373,2",-0.52863,0.585283,Q23258,,Uncharacterized protein,16.4018,16.5544,15.7914,17.6416,17.207,16.613,17.2335,17.4502,0.585283,0.0818637,-0.52863,-1.24414,
"ZC373,5",0.140536,0.418952,Q23261,,Probable methylthioribulose-1-phosphate dehydratase,14.1061,13.8844,13.8189,14.3924,14.1283,13.8176,13.8511,13.8427,0.418952,0.14538,0.140536,0.945071,
dao-4,3.79994,2.63544,Q23262,,Dauer or Aging adult Overexpression,18.189,17.2282,17.104,19.5964,13.7899,13.7536,15.6757,13.6985,2.63544,0.000285586,3.79994,5.05809,+
trm-1,0.806526,1.43818,Q23270,,tRNA (guanine(26)-N(2))-dimethyltransferase,15.2604,14.9249,15.534,16.1694,14.5573,14.7172,14.3511,15.037,1.43818,0.00606057,0.806526,2.68155,+
daf-41,-0.0445848,0.20874,Q23280,,Co-chaperone protein daf-41,18.965,19.2987,19.212,19.2019,19.2366,19.3239,19.1911,19.1042,0.20874,0.339887,-0.0445848,-0.525035,
mppb-1,0.841912,1.17425,Q23295,,Mitochondrial Processing Peptidase Beta,13.377,13.8303,14.3971,14.9085,13.5042,12.7914,13.283,13.5666,1.17425,0.0136485,0.841912,2.23342,+
rps-7,0.812725,3.25592,Q23312,,40S ribosomal protein S7,19.4968,19.8069,19.7465,19.7757,18.8031,18.9439,19.1451,18.6829,3.25592,0,0.812725,6.65862,+
ears-1,1.86271,3.57111,Q23315,,Glutamyl(E) Amino-acyl tRNA Synthetase,18.5417,18.5504,18.4002,19.3895,16.7481,16.9699,16.6521,17.0609,3.57111,0,1.86271,7.60865,+
"CELE_ZC443,1",2.07326,2.87792,Q23320,,Uncharacterized protein,18.6593,19.5938,19.7826,18.4614,16.5957,17.3091,17.2382,17.0611,2.87792,0.000146119,2.07326,5.64535,+
ugt-18,2.92898,4.76649,Q23323,,UDP-glucuronosyltransferase,13.69,14.3332,14.4661,14.7168,11.3878,11.2336,11.2442,11.6246,4.76649,0,2.92898,12.3588,+
"CELE_ZC449,5",1.70844,2.10468,Q23330,,Uncharacterized protein,16.6485,17.0744,15.6073,17.6103,14.7338,15.0889,15.2125,15.0715,2.10468,0.00076136,1.70844,3.91377,+
ugt-5,1.40537,1.92005,Q23336,,UDP-glucuronosyltransferase,14.3087,13.662,14.2325,15.162,13.034,12.8359,13.5325,12.3413,1.92005,0.00151042,1.40537,3.55349,+
fkb-4,0.101823,0.0810454,Q23338,,Peptidylprolyl isomerase,13.2348,14.0563,14.4248,15.0321,14.2503,13.6424,13.7187,14.7293,0.0810454,0.649984,0.101823,0.224573,
vars-1,2.87868,5.14176,Q23360,,Valyl Amino-acyl tRNA Synthetase,14.4466,14.1376,14.0486,13.701,11.0913,11.1432,11.001,11.5836,5.14176,0,2.87868,14.3342,+
"sec-24,2",1.90821,3.33665,Q23368,,Yeast SEC homolog,17.212,16.6854,16.9988,17.5241,15.1764,15.8063,14.8992,14.9055,3.33665,0,1.90821,6.89222,+
ttr-48,-2.41519,4.50947,Q23378,,TransThyretin-Related family domain,14.1035,14.4057,14.423,14.9497,16.892,16.9124,16.5606,17.1776,4.50947,0,-2.41519,-11.1561,+
mmcm-1,1.93949,2.12952,Q23381,,"Probable methylmalonyl-CoA mutase, mitochondrial",17.7599,17.6206,17.0082,19.2479,16.0232,15.6378,16.0311,16.1865,2.12952,0.00068254,1.93949,3.96357,+
ccdc-47,1.80009,2.20965,Q23382,,CCDC (Human Coiled Coil Domain Containing) homolog,17.4121,16.8119,16.5486,18.4352,15.6402,15.2069,15.4056,15.7547,2.20965,0.000619529,1.80009,4.12652,+
nit-1,1.52698,1.50463,Q23384,,NITrilase,17.6696,18.1751,16.0495,17.6589,16.7291,15.6213,15.5965,15.4984,1.50463,0.00491496,1.52698,2.79701,+
"CELE_ZK1127,6",1.50691,2.1737,Q23398,,Uncharacterized protein,17.3111,16.3033,17.5021,17.5916,15.489,15.4474,15.4052,16.3389,2.1737,0.00065806,1.50691,4.05299,+
"ZK1127,5",2.83773,2.47249,Q23400,,Probable RNA 3'-terminal phosphate cyclase-like protein,14.9844,15.4433,15.843,17.7228,13.0206,13.0529,13.2562,13.3128,2.47249,0.000366209,2.83773,4.68764,+
"ZK1127,4",3.35167,4.2422,Q23402,,Protein BCCIP homolog,16.7908,17.2178,17.8924,18.082,13.7447,14.45,14.261,14.1208,4.2422,0,3.35167,10.0203,+
"CELE_ZK1193,2",0.64955,0.644122,Q23409,,Uncharacterized protein,14.4501,15.1642,14.5569,13.8918,14.5132,13.9637,14.2918,12.696,0.644122,0.0671807,0.64955,1.34602,
"CELE_ZK1193,3",1.29315,1.55085,Q23410,,Uncharacterized protein,14.4538,13.7631,14.2793,14.9504,13.073,13.1236,12.1174,13.96,1.55085,0.00417241,1.29315,2.87806,+
"CELE_ZK1193,4",1.63408,3.72164,Q23412,,Uncharacterized protein,16.9476,16.4796,16.7955,17.2257,14.8562,15.4472,15.3002,15.3087,3.72164,0,1.63408,8.10055,+
"CELE_ZK1248,11",1.17881,0.819183,Q23420,,Uncharacterized protein,15.2637,14.1701,14.0136,14.8679,13.9989,12.0685,12.5951,14.9376,0.819183,0.0388318,1.17881,1.64227,+
fzo-1,1.37146,1.53069,Q23424,,Transmembrane GTPase fzo-1,16.2624,15.9605,15.3118,17.5828,14.8304,15.07,14.9664,14.7648,1.53069,0.00454089,1.37146,2.84263,+
"ZK180,4",1.78099,3.34149,Q23445,,GTP-binding protein SAR1,18.0072,17.6304,17.521,18.5072,16.4409,15.8095,16.1087,16.1829,3.34149,0,1.78099,6.90642,+
rpn-12,-0.328698,0.187865,Q23449,,26S proteasome non-ATPase regulatory subunit 8,16.4085,17.3505,16.8025,17.1764,16.5554,16.6596,16.6155,19.2223,0.187865,0.375981,-0.328698,-0.479089,
"ZK20,4",0.596848,1.02324,Q23450,,Cytochrome c oxidase assembly factor 7 homolog,17.4995,16.8111,16.9813,17.663,17.2059,16.272,16.3025,16.7871,1.02324,0.0206761,0.596848,1.98178,+
rad-23,-0.222715,0.630816,Q23451,,Uncharacterized protein,18.9464,18.9162,18.2364,18.7326,18.8548,19.0338,18.9185,18.9153,0.630816,0.0702273,-0.222715,-1.32311,
rbx-1,0.981477,1.68148,Q23457,,RING-box protein 1,14.4797,13.8313,14.4638,14.3212,12.6351,13.1385,13.4407,13.9558,1.68148,0.00275956,0.981477,3.11102,+
eftu-2,2.39354,3.66333,Q23463,,Elongation Factor TU family,18.5415,19.3715,18.1468,19.2344,16.5045,16.2928,16.2788,16.6441,3.66333,0,2.39354,7.90692,+
lin-37,1.00934,1.92701,Q23482,,Uncharacterized protein,15.4523,15.4921,15.8434,15.5186,14.1519,14.3767,14.3846,15.3557,1.92701,0.00147553,1.00934,3.56677,+
"CELE_ZK418,5",-0.411804,0.54844,Q23483,,Uncharacterized protein,14.1537,14.1149,14.4258,15.0656,14.9816,14.481,14.3806,15.564,0.54844,0.0923844,-0.411804,-1.17948,
"CELE_ZK418,9",0.386395,0.7989,Q23487,,Uncharacterized protein,15.6127,14.9992,15.3768,15.9564,15.149,14.7611,15.0911,15.3983,0.7989,0.0410309,0.386395,1.60831,+
mlt-7,4.28914,4.55706,Q23490,,Peroxidase mlt-7,15.1791,15.2355,15.315,16.6903,11.2482,11.152,11.245,11.6181,4.55706,0,4.28914,11.3702,+
bpnt-1,-0.451264,0.538739,Q23493,,"3'(2'), 5'-BisPhosphate NucleoTidase 1 homolog",13.8002,14.1661,14.4827,15.1588,14.4386,14.8617,14.5285,15.5841,0.538739,0.0953541,-0.451264,-1.16233,
toe-1,0.14686,0.0343541,Q23495,,HEAT repeat-containing protein 1 homolog,10.1364,15.8432,13.8741,16.266,12.5851,14.6878,13.8208,14.4385,0.0343541,0.836926,0.14686,0.0995499,
asm-2,-0.210207,0.324142,Q23498,,Sphingomyelin phosphodiesterase 2,14.2777,14.242,14.3355,15.0563,15.2208,14.304,14.5225,14.705,0.324142,0.208485,-0.210207,-0.763535,
aco-1,0.0019722,0.00675614,Q23500,,Probable cytoplasmic aconitate hydratase,18.1596,18.3476,18.4957,18.6027,18.3546,18.4159,18.439,18.3882,0.00675614,0.965713,0.0019722,0.0201674,
lars-2,1.22379,1.46361,Q23511,,Leucyl Amino-acyl tRNA Synthetase,14.4666,14.3575,14.2703,14.9949,13.7952,12.336,12.8909,14.172,1.46361,0.00561277,1.22379,2.72559,+
msp-152,-2.13651,2.45441,Q23519,,Major sperm protein 152,13.9417,14.3675,14.2738,14.5107,16.5718,15.1391,17.193,16.736,2.45441,0.000384013,-2.13651,-4.64766,+
mdt-4,-0.440718,0.223153,Q23523,,Mediator of RNA polymerase II transcription subunit 4,14.169,14.3324,14.0798,14.3457,16.754,14.4106,14.6074,12.9178,0.223153,0.318934,-0.440718,-0.55618,
"ZK546,14",2.04975,2.69273,Q23525,,"Uncharacterized protein ZK546,14",15.5746,15.3561,14.3461,15.0398,12.8943,12.9908,12.4185,13.814,2.69273,0.000209259,2.04975,5.1928,+
"CELE_ZK546,2",0.228964,0.103059,Q23526;Q7JPD6,,Uncharacterized protein,16.0339,14.6506,13.6232,14.4501,14.3174,13.345,16.3051,13.8744,0.103059,0.576948,0.228964,0.280175,
zyg-12,5.43922,5.90157,Q23529,,Zygote defective protein 12,18.0627,17.506,18.4329,18.1405,12.695,13.1034,12.1304,12.4565,5.90157,0,5.43922,19.2948,+
apc-1,1.58385,1.49219,Q23534,,Putative acid phosphatase 1,16.8255,16.5618,17.1141,17.548,15.3007,16.8282,15.3351,14.25,1.49219,0.00500936,1.58385,2.77529,+
lsm-7,1.37408,2.42872,Q23543,,LSM Sm-like protein,19.5394,19.2925,19.0108,20.3578,18.3658,18.1312,18.0126,18.1945,2.42872,0.00039187,1.37408,4.59121,+
unc-22,2.50561,4.61644,Q23551,,Twitchin,19.6267,19.3156,19.1761,19.9749,17.1176,17.0907,16.66,17.2026,4.61644,0,2.50561,11.6428,+
clec-61,4.01238,2.41434,Q23565,,C-type LECtin,14.0442,14.2645,13.9414,14.4397,11.4798,9.32905,8.10043,11.7309,2.41434,0.00038918,4.01238,4.55979,+
"ZK669,3",2.03519,2.67142,Q23570,,"GILT-like protein ZK669,3",15.1929,15.3575,13.6847,14.8956,12.9614,12.6417,12.4701,12.9168,2.67142,0.0002746,2.03519,5.14241,+
dbt-1,1.77419,3.82911,Q23571,,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",17.3337,17.2213,16.9581,17.8507,15.7129,15.582,15.675,15.2972,3.82911,0,1.77419,8.46808,+
lron-2,4.36239,4.04214,Q23580,,ELRR (Extracellular Leucine-Rich Repeat) ONly,15.6169,15.1932,14.9655,16.977,11.4651,10.9684,11.2469,11.6227,4.04214,0,4.36239,9.23971,+
upp-1,-0.296998,1.49374,Q23588,,Uridine and thymidine phosphorylase,16.0828,16.269,16.1553,16.2354,16.2296,16.4777,16.7088,16.5144,1.49374,0.00500322,-0.296998,-2.77799,+
"CELE_ZK792,5",2.77417,5.10564,Q23591,,Uncharacterized protein,14.1946,14.0997,13.8613,14.6094,11.4743,11.2272,11.2362,11.7305,5.10564,0,2.77417,14.1318,+
inx-8,2.5939,2.91893,Q23593,,Innexin-8,18.0548,18.7544,17.709,18.2481,14.9213,15.37,15.3593,16.74,2.91893,0.000132987,2.5939,5.74926,+
inx-9,2.25295,3.11957,Q23594,,Innexin,15.8076,15.7001,17.0583,15.8712,13.5409,14.2073,14.0688,13.6084,3.11957,5.78E-05,2.25295,6.27831,+
"CELE_ZK809,3",1.45375,3.30195,Q23597,,Uncharacterized protein,18.6968,18.7475,19.1326,19.5097,17.5745,17.6409,17.7629,17.2934,3.30195,0,1.45375,6.79102,+
acl-3,1.33347,2.44955,Q23598,,ACyLtransferase-like,14.1568,13.7355,14.3701,15.0565,13.1023,12.8565,12.858,13.1683,2.44955,0.000382594,1.33347,4.63693,+
"CELE_ZK813,3",3.08326,6.10261,Q23604,,Uncharacterized protein,20.9874,20.8428,21.2237,20.7125,17.9806,17.8573,18.0166,17.5789,6.10261,0,3.08326,20.8634,+
"CELE_ZK813,2",-1.91493,3.17759,Q23605,,Uncharacterized protein,14.1164,13.4734,14.1171,14.6347,16.3887,15.9452,15.5387,16.1287,3.17759,5.97E-05,-1.91493,-6.438,+
"CELE_ZK822,2",1.40451,4.99355,Q23614,,Uncharacterized protein,18.5478,18.4237,18.5471,18.6685,16.9581,17.2748,17.0153,17.321,4.99355,0,1.40451,13.5209,+
"CELE_ZK822,4",0.648829,0.770241,Q23615,,Uncharacterized protein,14.2008,14.1846,13.7617,13.5027,13.5052,12.2041,13.3471,13.9981,0.770241,0.0452901,0.648829,1.56021,+
gdh-1,0.946383,1.92852,Q23621,,Glutamate dehydrogenase,21.5006,22.0331,21.9243,22.7425,20.9317,21.2222,21.1094,21.1518,1.92852,0.00147603,0.946383,3.56965,+
"CELE_ZK829,7",0.75239,0.813206,Q23624,,Uncharacterized protein,17.36,17.0471,18.0201,19.0933,17.3669,16.9768,17.0128,17.1544,0.813206,0.0394387,0.75239,1.63227,+
"ZK836,2",1.50851,4.10217,Q23629,,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial",16.964,16.6845,16.4711,17.0939,15.4966,15.2063,15.1519,15.3246,4.10217,0,1.50851,9.46801,+
"CELE_ZK84,1",2.50191,3.483,Q23635,,Uncharacterized protein,16.3796,16.377,16.7573,15.6642,14.0967,14.0586,13.0354,13.9798,3.483,0,2.50191,7.33256,+
"CELE_ZK856,5",5.88503,1.10705,Q23640,,Uncharacterized protein,13.3039,14.0775,13.9316,15.1363,11.4386,10.8916,10.579,0,1.10705,0.0162652,5.88503,2.1212,+
"CELE_ZK856,7",1.00919,2.61509,Q23642,,Uncharacterized protein,19.4615,20.2861,20.1397,20.2638,18.9448,19.1779,18.9883,19.0034,2.61509,0.00030605,1.00919,5.01081,+
chpf-1,2.87616,2.86494,Q23643,,Calcineurin-like EF-Hand Protein Family member,15.8251,16.07,15.9385,17.7664,13.8948,13.9404,13.0582,13.2019,2.86494,0.000145308,2.87616,5.61274,+
hpo-40,-4.31945,4.01314,Q23647,,Uncharacterized protein,13.7389,13.8343,14.3017,15.1262,18.2261,17.8444,18.74,19.4684,4.01314,0,-4.31945,-9.13115,+
elpc-3,2.95562,3.35901,Q23651,,Probable elongator complex protein 3,16.4246,15.2266,16.9213,15.9493,12.6217,13.7195,13.1577,13.2004,3.35901,0,2.95562,6.95804,+
usip-1,0.390365,0.25786,Q23652,,U Six snRNA Interacting Protein,13.2285,15.6584,13.2638,14.4105,13.3427,14.2717,14.0037,13.3816,0.25786,0.273517,0.390365,0.629445,
nlt-1,1.14957,3.29863,Q23655,,Non-specific lipid-transfer protein-like 1,18.9741,18.9757,19.3733,19.4256,17.8709,17.8809,18.0282,18.3704,3.29863,0,1.14957,6.7814,+
"CELE_ZK899,2",-0.0587461,0.0575271,Q23660,,Uncharacterized protein,14.4221,13.9522,14.4727,14.9312,14.3809,13.8844,14.4228,15.3251,0.0575271,0.738292,-0.0587461,-0.162911,
"K12D12,1",1.72739,4.14976,Q23670,,Probable DNA topoisomerase 2,16.3655,16.6676,16.242,16.7867,14.8158,14.4845,15.0982,14.7537,4.14976,0,1.72739,9.65259,+
vha-9,1.80527,2.33989,Q23680,,Probable V-type proton ATPase subunit F,19.3591,20.1826,19.5123,21.1414,18.3666,18.2921,18.076,18.2396,2.33989,0.000459555,1.80527,4.39925,+
"CELE_ZK970,7",1.86178,5.15027,Q23683,,Uncharacterized protein,17.6971,18.0798,18.1674,17.9659,15.894,16.1155,16.1949,16.2586,5.15027,0,1.86178,14.3823,+
unc-61,2.36858,2.97162,Q25AR8;Q8I4C9;Q9U277,,Uncharacterized protein,15.2268,17.1303,16.3328,16.2827,13.6763,13.7535,13.9652,14.1032,2.97162,0.000137783,2.36858,5.88483,+
lap-2,-0.317495,1.02831,Q27245,,"Putative aminopeptidase W07G4,4",19.6935,19.1032,19.3583,19.0583,19.6429,19.6024,19.7758,19.4622,1.02831,0.020501,-0.317495,-1.9902,+
lev-11,1.41658,5.48955,Q27249,,Tropomyosin isoforms c/e,22.6549,22.5575,22.6249,22.8766,21.3822,21.2525,21.2812,21.1317,5.48955,0,1.41658,16.4297,+
dif-1,0.620122,1.24216,Q27257,,Protein dif-1,18.0017,17.5677,18.5116,17.4047,17.0551,17.2782,17.4893,17.1826,1.24216,0.0112085,0.620122,2.34743,+
rop-1,0.59031,2.25526,Q27274,,60 kDa SS-A/Ro ribonucleoprotein homolog,18.518,18.9486,18.9352,18.7778,18.2926,18.1883,17.9408,18.3966,2.25526,0.000594164,0.59031,4.22091,+
mup-2,0.448205,3.28626,Q27371,,Troponin T,19.7148,19.7871,19.6886,19.9334,19.3381,19.4086,19.23,19.3544,3.28626,0,0.448205,6.74564,+
rpl-16,-1.11515,1.60607,Q27389,,60S ribosomal protein L13a,17.686,17.5787,18.4771,19.1715,19.2631,19.4192,19.3977,19.294,1.60607,0.00344542,-1.11515,-2.97583,+
gspd-1,1.07079,1.30484,Q27464,,Glucose-6-phosphate 1-dehydrogenase,16.2349,15.9443,15.3306,17.4006,15.1521,15.0291,15.2287,15.2172,1.30484,0.00913841,1.07079,2.45337,+
nex-3,1.77642,4.57862,Q27473,,Annexin,19.0727,19.5861,19.4626,19.3945,17.3807,17.719,17.8496,17.4608,4.57862,0,1.77642,11.4685,+
lig-1,2.25954,3.28124,Q27474,,DNA ligase 1,14.4335,14.4852,15.3342,14.9618,13.0364,11.8119,12.662,12.6662,3.28124,0,2.25954,6.73118,+
cyp-25a2,0.145225,0.0448678,Q27476,,CYtochrome P450 family,10.4486,13.0425,15.7892,14.2226,13.037,13.4132,13.263,13.2088,0.0448678,0.790272,0.145225,0.128641,
uba-1,1.98715,4.02302,Q27481,,UBA (Human ubiquitin) related,19.8425,19.5619,19.8797,20.5357,18.0724,18.0345,17.7733,17.9909,4.02302,0,1.98715,9.16801,+
his-41;his-48,2.25169,1.20032,Q27484;Q27876,,Probable histone H2B 3;Probable histone H2B 4,21.4095,21.1697,21.1143,21.2934,20.6229,16.3147,18.7171,20.3254,1.20032,0.0127722,2.25169,2.27711,+
ctl-2,0.587862,0.83797,Q27487,,Peroxisomal catalase 1,17.8021,17.945,18.1034,19.3084,17.5894,17.7558,17.6004,17.8619,0.83797,0.036573,0.587862,1.67367,+
pas-2,0.627682,0.684266,Q27488,,Proteasome subunit alpha type-2,17.6071,16.7099,18.8195,17.4634,16.8594,16.9165,17.1532,17.1602,0.684266,0.0590821,0.627682,1.41473,
rpc-2,0.960243,2.63872,Q27492,,DNA-directed RNA polymerase subunit beta,14.227,14.1856,14.4797,14.9504,13.5368,13.5559,13.2932,13.6159,2.63872,0.0002861,0.960243,5.06575,+
rpoa-2,2.81406,4.00877,Q27493,,DNA-directed RNA polymerase subunit beta,15.5709,15.9057,16.0711,16.2407,13.0245,12.7254,12.849,13.9332,4.00877,0,2.81406,9.11492,+
cah-3,1.45482,1.50206,Q27504,,Putative carbonic anhydrase 3,16.9136,17.8268,19.1162,18.6482,16.6823,16.7475,16.1617,17.0941,1.50206,0.00497129,1.45482,2.79252,+
htz-1,3.12521,4.07515,Q27511,,"Histone H2A,V",21.8048,22.6588,21.6373,21.6217,18.9381,19.2671,18.8257,18.1909,4.07515,0,3.12521,9.36462,+
nex-2,1.89143,6.04926,Q27512;Q7JMT5,,Annexin,17.6384,17.4121,17.3762,17.5884,15.7237,15.421,15.6696,15.6351,6.04926,0,1.89143,20.4354,+
bgal-1,1.04435,1.27731,Q27526,,Beta-galactosidase,15.761,15.6461,15.9246,16.9202,15.1799,14.0915,15.2259,15.5771,1.27731,0.00990907,1.04435,2.40676,+
enol-1,-0.883078,2.77138,Q27527,,Enolase,19.5906,20.0365,20.2724,20.2448,20.926,21.0463,20.8513,20.8532,2.77138,0.0002,-0.883078,-5.38175,+
cyp-14a5,2.33804,3.51882,Q27531,,CYtochrome P450 family,19.3593,19.3014,19.3351,20.5464,17.2244,17.2447,17.1872,17.5336,3.51882,0,2.33804,7.44378,+
his-74,-3.38567,3.73504,Q27532,,"Histone H3,3-like type 2",16.3712,16.9148,16.681,17.0413,20.1662,20.5483,20.7977,19.0387,3.73504,0,-3.38567,-8.14562,+
"ZC434,8",1.8677,2.51835,Q27535,,"Probable arginine kinase ZC434,8",19.9511,18.9888,19.1076,20.5868,17.8395,17.6144,17.6506,18.059,2.51835,0.000338579,1.8677,4.79005,+
sod-5,2.95761,4.71142,Q27538,,Superoxide dismutase [Cu-Zn],14.3274,13.6587,14.4106,14.7125,11.2434,11.1795,11.232,11.6239,4.71142,0,2.95761,12.0914,+
clpp-1,-0.371765,0.631572,Q27539,,"ATP-dependent Clp protease proteolytic subunit 1, mitochondrial",14.3773,14.0719,14.4441,14.7085,15.2536,14.6396,14.1341,15.0615,0.631572,0.0700325,-0.371765,-1.32442,
pat-3,2.09365,4.40937,Q27874,,Integrin beta pat-3,16.6611,17.0231,16.4797,17.1804,14.5581,14.8835,14.9785,14.5496,4.40937,0,2.09365,10.7176,+
ldh-1,-0.48708,2.47626,Q27888,,L-lactate dehydrogenase,17.6911,17.4863,17.6735,17.371,17.9558,18.0154,17.9525,18.2465,2.47626,0.000366667,-0.48708,-4.696,+
"C08A9,10",0.11306,0.194615,Q27GT6,,Uncharacterized protein,13.9417,14.4024,14.3333,14.7055,14.2744,13.8349,14.1773,14.6441,0.194615,0.36353,0.11306,0.494057,
lbp-3,0.125956,0.145515,Q27GU2,,Lipid Binding Protein,17.0122,16.935,17.6307,18.3074,17.435,17.3367,17.1217,17.4881,0.145515,0.461788,0.125956,0.38247,
"CELE_ZK688,11",2.90888,6.46311,Q27GV3,,Uncharacterized protein,14.2636,14.414,14.2193,14.4367,11.4705,11.2393,11.276,11.7123,6.46311,0,2.90888,23.9937,+
phf-10,1.43628,2.1427,Q2A949;Q2A950,,PHd Finger family,14.2089,13.9484,14.494,15.0255,12.1814,13.2169,13.4361,13.0973,2.1427,0.000675136,1.43628,3.99015,+
"C53H9,3",0.600905,0.464242,Q2A956,,Uncharacterized protein,14.0237,13.992,14.4673,14.9444,13.6924,12.3987,13.9009,15.0317,0.464242,0.123779,0.600905,1.02853,
"CELE_Y92H12A,5",2.0173,3.73029,Q2AAB7;W6RTG0,,Uncharacterized protein,15.715,14.8214,15.1314,15.7379,13.5928,13.2024,13.1372,13.4042,3.73029,0,2.0173,8.12961,+
ttr-45,2.86978,7.29041,Q2EEM8,,TransThyretin-Related family domain,22.1232,21.9459,21.9384,22.2288,19.2159,19.0415,19.2636,19.2363,7.29041,0,2.86978,33.0301,+
"CELE_Y51H4A,15",1.8093,4.87952,Q2HQJ8,,Uncharacterized protein,17.5916,17.5754,17.1723,17.1099,15.667,15.4361,15.4813,15.6276,4.87952,0,1.8093,12.925,+
"CELE_Y67H2A,2",1.39122,2.72104,Q2HQK0,,Uncharacterized protein,14.0612,13.8191,14.4741,14.4503,12.3337,12.6866,12.8694,13.3501,2.72104,0.00021171,1.39122,5.26027,+
agt-1,-1.85434,2.37439,Q2HQK2;Q9U1Y0,,AlkylGuanine DNA alkylTransferase,14.215,14.1661,14.1651,14.9136,15.3783,15.8107,16.889,16.7992,2.37439,0.000440047,-1.85434,-4.47322,+
"CELE_Y62E10A,20",4.34548,3.47958,Q2HQK3,,Uncharacterized protein,14.4546,14.367,14.0317,14.4393,9.20082,9.57159,9.42003,11.7183,3.47958,0,4.34548,7.32201,+
"CELE_Y105C5A,8",1.44528,2.41264,Q2HQL2,,Uncharacterized protein,18.0541,17.735,17.8569,19.098,16.5933,16.8291,16.6825,16.858,2.41264,0.000388866,1.44528,4.55609,+
"CELE_Y43F8B,1",-0.282794,0.484662,Q2HQL8,,Uncharacterized protein,14.5001,14.0562,14.4755,15.0146,15.0764,14.4808,14.4902,15.1303,0.484662,0.115549,-0.282794,-1.0656,
"acox-1,1",0.494425,1.26985,Q2L6T9,,Acyl-coenzyme A oxidase,16.1017,16.845,16.5837,17.0193,16.1999,16.0616,16.0483,16.2621,1.26985,0.0102571,0.494425,2.39415,+
