geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d5,log2FC,Student's T-test Test statistic N2_d15_N2_d5,Sign p-val: 0.05 ,,
"C17G1,2",0.751875,2.12558,Q93240,Uncharacterized protein,14.892,14.9903,15.1928,15.6206,14.3848,14.483,14.1704,14.6501,2.12558,0.00618182,0.751875,3.95566,+,,
ugt-23,-0.410055,0.952678,Q93242,UDP-glucuronosyltransferase,15.2844,15.9382,15.5657,15.3268,16.235,15.7446,15.5878,16.1882,0.952678,0.0722683,-0.410055,-1.86459,,,
nas-37,1.94053,5.43695,Q93243,Zinc metalloproteinase nas-37,16.3677,16.1815,16.5049,16.056,14.4471,14.3315,14.1456,14.4238,5.43695,0,1.94053,16.095,+,,
cysl-1,-0.67344,2.33801,Q93244,Cysteine synthase 1,15.9293,16.4282,16.3577,16.6518,17.075,16.9642,17.0378,16.9837,2.33801,0.0044769,-0.67344,-4.39525,+,,
cab-1,0.43599,0.498942,Q93249,Protein cab-1,15.1638,14.6478,14.7207,14.7483,14.1119,14.0753,13.834,15.5156,0.498942,0.22446,0.43599,1.09134,,,
"C23H4,3",1.04971,3.17062,Q93254,Uncharacterized protein,12.4009,12.0384,12.287,12.66,11.4341,11.2296,11.0434,11.4804,3.17062,0.00117252,1.04971,6.41864,+,,
"cytb-5,1",-0.436045,0.39879,Q93315,YTochrome B,14.766,15.0203,15.1354,13.2585,15.255,14.8426,15.3548,14.4719,0.39879,0.293262,-0.436045,-0.907305,,,
rpb-3,0.0789385,0.0531353,Q93338,RNA Polymerase II (B) subunit,14.0774,14.5257,12.4558,14.1883,14.1021,13.9106,13.9046,13.0142,0.0531353,0.840096,0.0789385,0.151112,,,
prp-4,0.2171,0.143766,Q93339,Yeast PRP (Splicing factor) related,14.7484,14.6489,14.422,16.0348,14.9404,13.9204,14.2125,15.9124,0.143766,0.626316,0.2171,0.378371,,,
dhfr-1,-0.327056,0.185722,Q93341,Putative dihydrofolate reductase,10.6206,12.6641,12.9298,12.8035,12.9106,13.1293,12.955,11.3314,0.185722,0.548513,-0.327056,-0.474313,,,
idhb-1,-0.0427127,0.100989,Q93353,"Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",16.263,16.1943,16.4023,16.6218,16.3934,16.212,16.2811,16.7658,0.100989,0.717,-0.0427127,-0.275026,,,
gsr-1,-0.994355,2.80421,Q93379,"Glutathione reductase, mitochondrial",16.8026,17.4575,17.2583,17.5942,18.2222,18.293,18.1537,18.4211,2.80421,0.00212903,-0.994355,-5.46202,+,,
"C46F11,4",4.33568,5.86712,Q93382,Uncharacterized protein,15.2086,15.4779,15.9926,16.0616,11.4774,11.1999,11.1639,11.5567,5.86712,0,4.33568,19.0378,+,,
"D2005,3",-0.75585,2.37973,Q93408,"Uncharacterized protein D2005,3",17.0323,16.4893,16.8526,16.5604,17.5319,17.2449,17.4093,17.7719,2.37973,0.00420775,-0.75585,-4.48473,+,,
"CELE_D2005,4",1.28634,1.45515,Q93410,Uncharacterized protein,12.2915,11.8026,12.2617,12.7332,11.4714,10.9851,9.76503,11.7221,1.45515,0.0236768,1.28634,2.71093,+,,
drh-3,2.11101,3.47294,Q93413,Dicer Related Helicase,13.4573,14.1262,14.6028,14.6171,12.1942,11.8414,12.0463,12.2775,3.47294,0.000738337,2.11101,7.30158,+,,
mrps-5,0.260075,0.627949,Q93425,"Putative 28S ribosomal protein S5, mitochondrial",14.0246,14.23,13.8799,14.4027,13.5907,14.0229,14.256,13.6273,0.627949,0.159494,0.260075,1.31817,,,
rae-1,0.512457,0.774091,Q93454,mRNA export factor rae-1,15.7774,15.1588,15.244,16.2107,15.4408,14.6156,14.8225,15.4622,0.774091,0.110534,0.512457,1.56668,,,
nubp-1,0.593375,3.88311,Q93459,Cytosolic Fe-S cluster assembly factor NUBP1 homolog,16.4042,16.2551,16.405,16.409,15.7032,15.6876,15.7713,15.9377,3.88311,0.000398792,0.593375,8.65816,+,,
romo-1,1.16204,2.07983,Q93511,(Reactive Oxygen species MOdulator) homolog,16.0913,15.3461,15.9074,15.7776,14.948,14.033,14.3597,15.1337,2.07983,0.00651443,1.16204,3.86428,+,,
"CELE_F15D4,5",-0.744152,0.746416,Q93513,Uncharacterized protein,12.5237,12.1277,12.3207,12.5098,13.4042,13.3439,13.9734,11.737,0.746416,0.117981,-0.744152,-1.52008,,,
"CELE_F20D1,3",0.693254,1.40737,Q93535,Uncharacterized protein,16.8922,16.3601,17.0077,17.0633,16.4197,15.7661,15.7933,16.5712,1.40737,0.0259605,0.693254,2.62845,+,,
"CELE_F20D1,9",0.569725,0.892557,Q93540,Uncharacterized protein,15.0446,15.2873,15.1918,15.1021,14.7228,14.9349,15.0374,13.6518,0.892557,0.0826302,0.569725,1.76465,,,
"CELE_F20G2,2",0.285783,0.615187,Q93545,Uncharacterized protein,16.2263,15.9122,15.527,16.0398,15.3059,15.4848,15.7064,16.0651,0.615187,0.164682,0.285783,1.29611,,,
"CELE_F20G2,3",1.05345,1.4327,Q93546,Uncharacterized protein,17.157,16.912,17.9466,16.5768,16.4894,15.9976,15.382,16.5096,1.4327,0.0245871,1.05345,2.67209,+,,
cup-2,-0.0477374,0.130192,Q93561,Derlin-1,16.1048,15.8706,15.6524,16.2764,16.0455,16.0078,15.9724,16.0693,0.130192,0.654951,-0.0477374,-0.346237,,,
tli-1,0.414798,0.39897,Q93565,ToLlIp homolog,15.668,14.8517,14.2316,16.1763,14.9645,14.8215,14.3905,15.0919,0.39897,0.293233,0.414798,0.907643,,,
"CELE_F25H2,4",0.71824,1.11651,Q93568,Uncharacterized protein,14.4648,15.0765,14.7817,15.7354,13.7343,14.3652,14.6723,14.4136,1.11651,0.0488753,0.71824,2.13697,+,,
rpa-0,-0.659583,2.32552,Q93572,60S acidic ribosomal protein P0,19.9675,20.4413,20.387,20.4233,21.0242,21.1376,21.0203,20.6752,2.32552,0.0046524,-0.659583,-4.36866,+,,
tct-1,-0.280758,2.6784,Q93573,Translationally-controlled tumor protein homolog,19.8924,19.8797,19.9799,19.9208,20.2162,20.0638,20.213,20.3029,2.6784,0.00247563,-0.280758,-5.15888,+,,
ndk-1,-1.09352,2.89466,Q93576,Nucleoside diphosphate kinase,20.1886,19.8207,19.8895,20.0575,21.4975,21.2381,20.8279,20.7669,2.89466,0.00196253,-1.09352,-5.68761,+,,
"F26A3,7",0.0623181,0.0378306,Q93591,"Uncharacterized protein F26A3,7",15.8296,15.3672,14.9446,15.0384,14.2746,15.775,16.4718,14.409,0.0378306,0.884536,0.0623181,0.109235,,,
ncbp-2,0.0241477,0.0382201,Q93594,Nuclear cap-binding protein subunit 2,15.4669,15.0075,14.9971,15.0624,14.8547,14.78,15.2008,15.6018,0.0382201,0.883902,0.0241477,0.110316,,,
"CELE_F26A3,1",0.359828,0.484451,Q93595,Uncharacterized protein,12.8709,12.6395,13.1448,14.0117,12.633,12.5949,13.2642,12.7355,0.484451,0.234143,0.359828,1.06522,,,
"F27D4,1",-1.42603,3.91062,Q93615,"Probable electron transfer flavoprotein subunit alpha, mitochondrial",18.7284,19.1208,19.3673,19.2192,20.5461,20.591,20.7122,20.2905,3.91062,0.000306748,-1.42603,-8.75637,+,,
"F27D4,4",-1.04561,2.19509,Q93618,Zinc finger CCCH domain-containing protein 15 homolog,15.29,15.8565,15.062,16.0155,16.343,16.546,16.6068,16.9107,2.19509,0.00573163,-1.04561,-4.09666,+,,
bckd-1b,0.762458,1.51764,Q93619,Branched Chain Keto acid Dehydrogenase e1 (E1) subunit,16.1927,16.1105,15.9163,16.9488,15.4824,15.2642,15.4209,15.951,1.51764,0.0209423,0.762458,2.81974,+,,
hpo-34,-0.860647,1.37592,Q93637,Uncharacterized protein,15.1809,15.2873,15.8343,15.609,16.6738,16.6584,16.578,15.444,1.37592,0.0279037,-0.860647,-2.57448,+,,
sac-1,1.53626,3.87429,Q93641,SAC1 PIP phosphatase (Yeast Suppressor of ACtin) homolog,15.6111,15.157,15.7694,15.925,13.9854,13.9564,14.1471,14.2287,3.87429,0.00039403,1.53626,8.62685,+,,
gst-24,-0.107893,0.317711,Q93694,Glutathione S-Transferase,20.051,20.1669,20.0701,20.6316,20.2373,20.3445,20.4568,20.3127,0.317711,0.371408,-0.107893,-0.750819,,,
gst-15,1.09185,1.03804,Q93697,Glutathione S-Transferase,12.5335,12.7254,12.3367,10.8877,11.2533,10.0329,11.1802,11.6497,1.03804,0.0587533,1.09185,2.00637,,,
gst-16,-0.143511,0.037646,Q93698,Glutathione S-Transferase,9.47109,12.7502,13.1816,12.4159,12.7316,13.1554,13.4257,9.08027,0.037646,0.885054,-0.143511,-0.108722,,,
tatn-1,-0.778977,1.11484,Q93703,Tyrosine AminoTraNsferase,12.3799,11.7479,12.2464,12.7805,13.6664,12.6307,12.4909,13.4826,1.11484,0.0490681,-0.778977,-2.13418,+,,
mfap-1,1.73519,2.2745,Q93712,Microfibrillar-associated protein 1,14.0444,13.8841,14.2349,13.7504,12.5368,11.2305,13.097,12.1087,2.2745,0.00501922,1.73519,4.26107,+,,
idha-1,0.0185027,0.0805443,Q93714,"Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",17.7891,18.0105,18.1411,18.1329,17.9722,17.993,18.0266,18.0078,0.0805443,0.768005,0.0185027,0.223284,,,
cfim-1,1.17103,1.8555,Q93716,Cleavage Factor IM (CFIm) homolog,16.8375,16.0612,15.7375,16.9933,15.6124,15.1595,14.8537,15.3198,1.8555,0.0100275,1.17103,3.43138,+,,
ned-8,0.00561953,0.00513719,Q93725,NEDD8,17.4077,16.9786,17.3412,17.8374,18.0658,16.7764,16.9045,17.7957,0.00513719,0.983847,0.00561953,0.0153628,,,
hpo-35,0.898954,2.84521,Q93726,Uncharacterized protein,12.4114,12.0664,12.3247,12.4492,11.5747,11.1757,11.1897,11.716,2.84521,0.00213631,0.898954,5.56346,+,,
scl-11,1.02174,2.57952,Q93746,SCP-Like extracellular protein,12.5681,12.1786,11.8979,12.6549,11.31,11.1435,11.1485,11.6105,2.57952,0.00295094,1.02174,4.92889,+,,
swan-1,-2.70561,2.19652,Q93758,"Seven WD repeats, AN11 family",12.5696,12.1854,12.3123,12.7674,13.4052,15.124,16.4564,15.6716,2.19652,0.00568265,-2.70561,-4.09958,+,,
swan-2,0.139876,0.287828,Q93759,"Seven WD repeats, AN11 family",12.5006,12.1282,12.299,12.7661,12.046,12.0876,12.6965,12.3042,0.287828,0.403588,0.139876,0.690935,,,
"F53C11,3",0.63164,0.889312,Q93761,"Uncharacterized oxidoreductase F53C11,3",16.4544,16.2531,15.6426,15.6267,15.0309,15.1646,15.0273,16.2274,0.889312,0.0832799,0.63164,1.75925,,,
"CELE_F53H4,2",0.81746,2.68364,Q93778,Uncharacterized protein,18.4447,18.4275,18.4019,18.712,17.7534,17.305,17.6762,17.9817,2.68364,0.00248776,0.81746,5.17126,+,,
"CELE_F54E4,3",0.40504,0.552402,Q93786,Uncharacterized protein,14.8414,14.5101,14.2097,15.061,15.0477,13.8631,13.8111,14.2803,0.552402,0.195139,0.40504,1.18647,,,
lipl-1,-0.555943,0.780311,Q93789,Lipase,12.8939,13.7678,12.6629,12.8816,12.8604,13.7637,13.8134,13.9925,0.780311,0.108621,-0.555943,-1.57713,,,
hpo-31,1.18647,2.36187,Q93795,Uncharacterized protein,15.6747,15.1608,14.698,15.7962,14.1368,14.1311,13.9461,14.3697,2.36187,0.00435807,1.18647,4.44629,+,,
nrf-5,1.09955,2.41004,Q93796,Nose resistant to fluoxetine protein 5,15.8989,16.1987,16.3728,16.9401,15.1566,15.1621,15.1341,15.5595,2.41004,0.00385127,1.09955,4.55042,+,,
ttr-31,0.845655,0.935221,Q93805,TransThyretin-Related family domain,16.1835,14.5578,15.7253,16.5367,15.1397,14.5457,14.7164,15.2189,0.935221,0.0753718,0.845655,1.83559,,,
"CELE_F59C6,5",-0.147907,0.460824,Q93831,Uncharacterized protein,18.7773,18.4251,18.243,18.74,18.8818,18.5851,18.6132,18.6969,0.460824,0.247956,-0.147907,-1.02229,,,
"acox-1,6",0.425952,0.425113,Q93839,Acyl-coenzyme A oxidase,12.1253,11.0321,10.9563,12.7017,11.215,11.1835,11.0642,11.6489,0.425113,0.273307,0.425952,0.956534,,,
acl-1,0.66766,1.9906,Q93841,Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-1,14.9151,14.841,15.1469,15.5421,14.1837,14.5714,14.5411,14.4782,1.9906,0.00754028,0.66766,3.68918,+,,
ent-2,2.49733,1.51163,Q93871,Equilibrative Nucleoside Transporter,18.2302,16.2767,16.2278,16.0556,12.6179,15.091,15.7267,13.3653,1.51163,0.0210718,2.49733,2.80924,+,,
gas-1,-0.202786,0.468987,Q93873,"Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",15.6849,16.0292,16.1331,16.459,16.2241,16.4456,16.4654,15.9822,0.468987,0.243178,-0.202786,-1.03717,,,
rab-14,0.887407,2.59327,Q93874,RAB family,15.5881,15.3447,15.8749,15.8111,14.8279,14.703,14.4507,15.0875,2.59327,0.00279095,0.887407,4.96045,+,,
erv-46,0.810454,2.19517,Q93878,Yeast ERV (ER to Golgi transport Vesicle protein) homolog,13.7226,14.0967,13.4988,14.2544,13.1583,12.8781,13.3163,12.978,2.19517,0.0057139,0.810454,4.09681,+,,
srf-3,1.67151,0.985254,Q93890,UDP-galactose/UDP-N-acetylglucosamine transporter srf-3,13.6595,13.8969,14.1984,14.9208,12.0317,14.1295,13.4383,10.3899,0.985254,0.0664915,1.67151,1.91869,,,
mct-3,0.113815,0.21167,Q93896,MonoCarboxylate Transporter family,14.7632,15.3292,15.0954,14.4805,15.0192,14.5119,14.8327,14.8493,0.21167,0.507573,0.113815,0.531403,,,
prx-14,1.3224,2.18412,Q93930,PeRoXisome assembly factor,16.852,16.1325,15.998,17.1641,15.5665,15.2683,14.7786,15.2436,2.18412,0.00584842,1.3224,4.07423,+,,
nuaf-3,0.0131128,0.010268,Q93931,NADH:Ubiquinone oxidoreductase Assembly Factor,14.269,12.9858,14.3333,13.886,13.2838,13.7148,13.7331,14.6898,0.010268,0.967972,0.0131128,0.0305304,,,
sdz-27,0.198487,0.59852,Q93932,SKN-1 Dependent Zygotic transcript,15.5174,15.1535,15.4031,14.9823,15.1319,14.9233,14.8894,15.3177,0.59852,0.172208,0.198487,1.2672,,,
"CELE_R07H5,8",-0.364453,1.08063,Q93934,Uncharacterized protein,17.3933,17.4478,18.0078,17.75,18.149,18.1469,17.7176,18.0432,1.08063,0.052783,-0.364453,-2.07721,,,
"CELE_T01H8,2",0.556881,0.610945,Q93968,Uncharacterized protein,14.4138,13.4306,14.8855,14.9369,13.7775,13.5654,13.4943,14.602,0.610945,0.166597,0.556881,1.28876,,,
"CELE_T08G11,1",0.950181,2.45135,Q94010,Uncharacterized protein,17.3851,16.9962,17.2381,17.6782,16.3155,16.0615,16.3493,16.7706,2.45135,0.00358983,0.950181,4.64092,+,,
"CELE_T08G11,4",1.89682,1.20209,Q94013,Uncharacterized protein,14.7779,13.6557,14.3513,14.6334,10.291,12.2741,13.4484,13.8176,1.20209,0.0403691,1.89682,2.28008,+,,
"T13F2,2",0.176318,0.117313,Q94045,Putative RNA polymerase II transcriptional coactivator,15.7352,15.3492,13.7232,15.8488,15.4449,15.4488,14.5849,14.4724,0.117313,0.682245,0.176318,0.315199,,,
cav-1,0.149593,0.250431,Q94051,Caveolin-1,17.8388,17.1148,17.1994,17.8153,17.5168,17.2309,16.9833,17.639,0.250431,0.453482,0.149593,0.613957,,,
msp-78,0.346452,0.314803,Q94053,Major sperm protein 78,18.4915,17.3898,18.1177,19.0918,17.9743,17.4444,17.5333,18.753,0.314803,0.374789,0.346452,0.745049,,,
agxt-1,-0.530717,0.772766,Q94055,Serine--pyruvate aminotransferase,17.3422,16.6604,16.6736,18.0246,17.9637,17.7045,17.4894,17.666,0.772766,0.110983,-0.530717,-1.56445,,,
rab-10,0.0790029,0.106238,Q94148,Ras-related protein Rab-10,17.0763,16.7573,16.2752,17.2614,17.0904,16.9433,16.3153,16.7052,0.106238,0.705413,0.0790029,0.288049,,,
"C10G8,4",1.88207,3.67285,Q94162,Uncharacterized protein,21.2736,21.3176,21.4039,21.1162,19.26,18.8131,19.669,19.841,3.67285,0.000542714,1.88207,7.93826,+,,
sup-36,0.270492,0.452827,Q94207,SUPpressor,15.3562,15.108,15.6439,15.8454,15.2285,14.7867,15.0564,15.7999,0.452827,0.25313,0.270492,1.00766,,,
lec-11,1.22711,2.31216,Q94215,Galectin,16.2749,16.0185,15.7498,16.67,15.044,15.1816,14.3508,15.2283,2.31216,0.00475842,1.22711,4.34034,+,,
dnj-11,0.557945,1.33547,Q94216,DNaJ domain (Prokaryotic heat shock protein),14.1926,15.1486,14.5686,14.827,14.3364,14.1057,13.8874,14.1756,1.33547,0.0303947,0.557945,2.50542,+,,
odr-8,0.488503,0.822062,Q94218,Ufm1-specific protease,14.5711,14.5307,14.5129,15.5213,14.216,14.0862,14.0955,14.7843,0.822062,0.0980158,0.488503,1.64709,,,
plp-1,-0.211318,0.845062,Q94230,Pur alpha Like Protein,18.1056,17.9961,18.3882,17.9082,18.2889,18.1822,18.5078,18.2645,0.845062,0.0929633,-0.211318,-1.68551,,,
hmg-5,-0.751845,3.20665,Q94234,HMG,15.8918,15.9535,16.1125,16.0803,16.6922,17.0261,16.5351,16.792,3.20665,0.00103987,-0.751845,-6.51915,+,,
sec-22,0.8749,1.73045,Q94241,Yeast SEC homolog,14.3994,14.7222,14.8585,15.5325,13.7502,13.888,14.3742,14.0006,1.73045,0.0132275,0.8749,3.19993,+,,
gfi-1,0.76287,2.61505,Q94246,GEI-4 (Four) Interacting protein,19.8694,19.9859,19.7833,19.8782,18.955,18.7857,19.3393,19.3855,2.61505,0.00257327,0.76287,5.01073,+,,
"CELE_K04A8,1",0.0397902,0.0301596,Q94259,Uncharacterized protein,13.9464,12.5098,12.8069,13.8315,13.9891,12.8863,12.7785,13.2815,0.0301596,0.907848,0.0397902,0.0877755,,,
cif-1,1.01549,3.24877,Q94261,COP9/Signalosome and eIF3 complex-shared subunit 1,16.3785,16.9836,16.9925,16.8502,15.6962,15.8699,15.8743,15.7024,3.24877,0.000941957,1.01549,6.63822,+,,
miro-1,-0.0332997,0.0256467,Q94263,Mitochondrial Rho GTPase 1,12.7988,14.5624,14.2809,14.4641,13.8718,13.7843,14.5113,14.072,0.0256467,0.920904,-0.0332997,-0.0749957,,,
"CELE_K10C2,1",-0.0751057,0.271303,Q94269,Carboxypeptidase,17.2212,17.1254,17.008,17.4683,17.1439,17.4197,17.2355,17.3242,0.271303,0.424465,-0.0751057,-0.657218,,,
asp-14,-2.16946,4.94215,Q94271,ASpartyl Protease,15.5449,14.9931,15.2506,15.6573,17.4648,17.5337,17.4105,17.7147,4.94215,0,-2.16946,-13.2491,+,,
fah-1,-0.620398,1.81031,Q94272,FumarylAcetoacetate Hydrolase,17.6779,17.8979,18.0001,18.4468,18.8089,18.6301,18.6871,18.3781,1.81031,0.0111737,-0.620398,-3.34698,+,,
"rpl-11,1",0.0907602,0.473223,Q94300,60S ribosomal protein L11-1,19.0363,18.8902,18.893,18.7535,18.6714,18.711,18.9242,18.9034,0.473223,0.240693,0.0907602,1.04487,,,
nduf-7,0.319968,0.856517,Q94360,"Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",16.8584,16.9201,17.196,17.1811,16.4467,16.5161,16.7294,17.1836,0.856517,0.0906251,0.319968,1.70462,,,
gei-17,1.03085,3.40728,Q94361,E3 SUMO-protein ligase gei-17,12.4594,12.035,12.266,12.6413,11.4672,11.1871,11.2405,11.3835,3.40728,0.000920152,1.03085,7.10195,+,,
"CELE_ZK265,3",1.13785,2.24433,Q94401,Uncharacterized protein,12.5714,11.8081,12.3401,12.63,11.1381,10.7232,11.2614,11.6755,2.24433,0.00513808,1.13785,4.19817,+,,
"ZK265,6",0.834663,3.24623,Q94402,Nucleolar protein 16,15.6713,15.6299,15.7944,15.419,14.7572,14.8912,14.5355,14.9921,3.24623,0.000937294,0.834663,6.631,+,,
"CELE_ZK858,7",1.19183,2.8287,Q94416,Uncharacterized protein,15.2988,15.0193,15.5,15.031,14.142,13.7281,13.7292,14.4825,2.8287,0.00217582,1.19183,5.52246,+,,
clec-91,0.216597,0.665157,Q94417,C-type lectin domain-containing protein 91,15.4092,15.1412,15.2276,15.0405,14.9294,14.663,15.0406,15.319,0.665157,0.144582,0.216597,1.3821,,,
rab-3,-0.149277,0.438888,Q94986;Q95QV3,Ras-related protein Rab-3;RAB family,14.7582,14.3763,14.6011,14.1742,14.6756,14.4489,14.5521,14.8302,0.438888,0.262517,-0.149277,-0.982032,,,
pas-4,0.0286798,0.0670412,Q95005,Proteasome subunit alpha type-7,18.6126,18.851,19.1103,19.1492,18.6855,19.0799,18.8441,18.9989,0.0670412,0.80233,0.0286798,0.188156,,,
pas-5,0.306732,1.23558,Q95008,Proteasome subunit alpha type-5,17.6734,17.6535,17.7989,18.0155,17.2694,17.4608,17.4279,17.7564,1.23558,0.03744,0.306732,2.33636,+,,
ubc-9,0.0740681,0.120855,Q95017,SUMO-conjugating enzyme UBC9,16.6585,16.7976,16.6549,17.5506,16.8786,16.8376,16.6312,17.0179,0.120855,0.674538,0.0740681,0.323791,,,
cps-6,-0.946885,1.73132,Q95NM6,"Endonuclease G, mitochondrial",13.9889,13.2354,13.1711,14.1424,14.7146,14.2217,14.4502,14.9388,1.73132,0.0131891,-0.946885,-3.20153,+,,
ooc-5,-1.96173,3.58303,Q95NU5,Torsin-like protein,12.4369,12.1866,12.1817,12.6435,14.6104,14.3881,13.6515,14.6455,3.58303,0.000683371,-1.96173,-7.64668,+,,
tftc-3,0.480515,0.240828,Q95PV7,Transcription Factor ThreeC subunit (GTF3C homolog),11.8705,12.069,12.1264,12.4245,12.5941,12.876,9.34853,11.7497,0.240828,0.466059,0.480515,0.593784,,,
nck-1,-0.903153,4.59356,Q95PW9,NCK (Non-Catalytic region of tyrosine Kinase) adaptor protein family,15.5949,15.7931,15.7247,15.6958,16.562,16.4523,16.7694,16.6375,4.59356,0.000193939,-0.903153,-11.5371,+,,
tcer-1,-0.785105,2.52998,Q95PX7;Q95PX8,TransCription Elongation Regulator homolog,16.0754,15.6515,15.738,16.2702,16.7722,16.8245,16.4962,16.7827,2.52998,0.00316753,-0.785105,-4.81624,+,,
cpsf-3,1.89627,1.79369,Q95PY8,Cleavage and Polyadenylation Specificity Factor,13.9121,14.0886,13.2678,14.2684,10.7354,11.6345,13.2213,12.3606,1.79369,0.011392,1.89627,3.31617,+,,
kdp-1,0.451243,2.61517,Q95PZ1,KASH (Klarsicht/ANC-1/Syne Homology) Domain Protein,16.8986,16.8846,17.0523,17.1817,16.4604,16.6486,16.4508,16.6524,2.61517,0.00252399,0.451243,5.01098,+,,
xpb-1,0.668634,1.30628,Q95PZ4,XPB (Xeroderma Pigmentosum complementation group B) related,13.5184,14.3054,14.5263,14.6741,13.839,13.5867,13.476,13.448,1.30628,0.0322386,0.668634,2.45581,+,,
"CELE_Y66D12A,19",0.653803,0.809077,Q95PZ6,Uncharacterized protein,13.6661,13.7002,14.315,13.7141,12.8021,14.2423,12.5633,13.1725,0.809077,0.101207,0.653803,1.62536,,,
"CELE_Y66D12A,9",0.0302343,0.0662615,Q95PZ7,Uncharacterized protein,16.1134,16.6808,16.6157,16.4097,16.4684,16.1339,16.5939,16.5026,0.0662615,0.803885,0.0302343,0.186103,,,
mrps-7,-0.60003,0.634551,Q95Q11,"28S ribosomal protein S7, mitochondrial",13.8109,14.9772,13.3747,14.2255,13.8238,14.9965,15.1108,14.8573,0.634551,0.156508,-0.60003,-1.32955,,,
let-49,-0.352758,0.163143,Q95Q17,Mediator of RNA polymerase II transcription subunit 7,12.5682,12.1189,12.1961,12.7405,13.439,10.3753,13.1222,14.0983,0.163143,0.58839,-0.352758,-0.423282,,,
"Y53F4B,39",-0.794563,3.75933,Q95Q18,Beta-lactamase-like protein 2 homolog,15.0729,15.0434,14.8033,14.9427,15.8693,15.8288,15.8036,15.5389,3.75933,0.000497297,-0.794563,-8.22786,+,,
riok-2,1.07225,1.56474,Q95Q34,Serine/threonine-protein kinase RIO2,15.0779,13.9556,13.9698,15.1337,13.7279,13.4181,13.0104,13.6915,1.56474,0.0188117,1.07225,2.90256,+,,
"C37H5,13",-0.0654676,0.0666016,Q95Q68,Uncharacterized protein,13.194,14.1473,14.6156,14.4582,14.4515,13.7622,14.2169,14.2463,0.0666016,0.80305,-0.0654676,-0.186999,,,
let-363,2.78633,1.86814,Q95Q95,Target of rapamycin homolog,13.6409,14.111,13.7451,13.2166,12.008,8.57953,11.2799,11.7009,1.86814,0.00960708,2.78633,3.45514,+,,
pat-12,-0.33868,1.16987,Q95QA6,Protein pat-12,17.393,17.2645,17.5048,17.5519,17.8423,17.5681,17.5329,18.1255,1.16987,0.0435647,-0.33868,-2.22609,+,,
"CELE_T13H5,8",0.100381,0.114681,Q95QB1,Uncharacterized protein,13.9979,13.0714,13.4589,14.247,13.3168,13.454,14.1511,13.4517,0.114681,0.68803,0.100381,0.308786,,,
"CELE_R02F2,9",-0.351361,1.07809,Q95QC2,Uncharacterized protein,15.9486,15.3706,15.5486,15.6297,16.1041,15.8357,15.7234,16.2397,1.07809,0.0530374,-0.351361,-2.07297,,,
tmem-135,0.959115,2.95555,Q95QD1,Transmembrane protein 135 homolog,12.5479,12.0352,12.1753,12.5667,11.2738,11.5064,11.1534,11.5551,2.95555,0.00191656,0.959115,5.84324,+,,
lin-54,-0.565282,1.33518,Q95QD7,Protein lin-54,12.5161,11.7846,12.2254,12.5984,12.7349,12.7297,12.6834,13.2375,1.33518,0.0304218,-0.565282,-2.50494,+,,
exos-8,0.820882,1.74337,Q95QG7,EXOSome (Multiexonuclease complex) component,11.5042,12.1109,12.3145,12.6661,11.3145,11.2388,11.2171,11.5418,1.74337,0.0128573,0.820882,3.22356,+,,
fcp-1,0.200328,0.0757777,Q95QG8,FCP1 (Yeast TFIIF-interacting CTD phosphatase subunit) homolog,18.8388,18.5777,16.1056,16.6197,15.4508,18.2504,18.2026,17.4366,0.0757777,0.780464,0.200328,0.210975,,,
"CELE_F32H2,10",-1.56109,3.53404,Q95QH1,Uncharacterized protein,12.5777,12.1451,12.3418,12.7883,14.3706,13.6666,13.8915,14.1686,3.53404,0.000712446,-1.56109,-7.49146,+,,
"CELE_F32A5,8",0.68645,0.780776,Q95QH4,Uncharacterized protein,15.1835,14.5622,13.8104,15.674,13.7911,14.0332,14.0844,14.5755,0.780776,0.10851,0.68645,1.57791,,,
"CELE_F30F8,9",0.816808,1.84588,Q95QI1,Uncharacterized protein,15.7586,14.8444,14.9591,15.5063,14.2452,14.6247,14.6103,14.321,1.84588,0.0102723,0.816808,3.41334,+,,
"CELE_F26F4,12",0.954082,2.24113,Q95QI6,Uncharacterized protein,15.7122,15.6489,15.0854,16.0072,14.6977,14.3865,14.585,14.9682,2.24113,0.00512378,0.954082,4.19154,+,,
"CELE_F13H8,11",0.412652,1.01188,Q95QL1,Uncharacterized protein,15.701,15.5579,15.6746,15.8496,15.3436,14.7998,15.2111,15.7779,1.01188,0.0629174,0.412652,1.96291,,,
mrpl-13,-2.02333,1.49894,Q95QL2,"Mitochondrial Ribosomal Protein, Large",12.3066,9.72391,10.8773,12.9195,13.7371,13.2399,13.4617,13.482,1.49894,0.0218004,-2.02333,-2.78707,+,,
