geneName,log2FC,pvalue,Leading.proteins,Proteins,Protein.names,Positions.within.proteins,Localization.prob,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04, -Log.p.value, Student's T-test q-value N2_d15_N2_d5,log2FC,Student's T-test Test statistic N2_d15_N2_d5,Sign p-val: 0.05 
,-4.27349,3.26934,Q9N370,Q9N370,,35,0.970261,21.5987,20.3829,19.8891,18.736,24.3104,25.1162,24.2059,24.0682,3.26934,0.000532787,-4.27349,-6.69698,+
,0.624278,1.02047,Q9N370,Q9N370,,39,1,25.3772,24.8701,25.1162,24.9625,25.305,24.3629,23.9439,24.217,1.02047,0.0465726,0.624278,1.97719,+
,3.32974,2.05073,Q9N370,Q9N370,,23,0.909315,23.084,23.5395,23.8517,26.6081,21.0365,21.6478,19.9199,21.1602,2.05073,0.00526507,3.32974,3.80673,+
,-1.24244,0.91483,Q9N370,Q9N370,,26,1,24.8299,23.0446,22.2821,21.9963,24.9674,24.2777,24.1973,23.6802,0.91483,0.0581227,-1.24244,-1.8017,
,-4.91434,3.93244,Q9N381,Q9N381;A0A0K3AU90,,73;11,1,21.6498,20.0541,20.707,20.3266,26.2732,26.411,24.9877,24.723,3.93244,0.000404858,-4.91434,-8.835,+
,-8.24825,5.53738,Q9N381,Q9N381,,66,1,19.0918,20.0884,18.8669,19.387,27.914,26.4154,27.764,28.3338,5.53738,0,-8.24825,-16.74,+
,-0.896913,0.911579,Q9N393,Q9N393,,352,1,19.4855,19.8258,18.7426,20.9834,20.5745,20.3017,21.1508,20.5979,0.911579,0.0586843,-0.896913,-1.79629,
,-0.957328,0.931933,Q9N393,Q9N393,,53,1,20.0561,18.7944,19.4241,20.2167,21.7253,19.8731,20.5955,20.1265,0.931933,0.0560875,-0.957328,-1.83012,
samt-1,-0.252041,0.207811,Q9N3A9,Q9N3A9,,421,1,24.7664,24.5429,24.1381,23.7466,24.5142,23.366,25.0424,25.2795,0.207811,0.472012,-0.252041,-0.523011,
,-0.897668,0.684176,Q9N3D0,Q9N3D0,Signal peptidase complex catalytic subunit SEC11,117,1,20.9307,20.7465,18.5808,19.5347,21.0668,21.5687,20.6676,20.0802,0.684176,0.109723,-0.897668,-1.41457,
,-0.410352,0.184375,Q9N3D1,Q9N3D1,,219,0.999973,22.6459,24.31,22.0593,25.5544,24.9715,23.5079,23.4882,24.2435,0.184375,0.511815,-0.410352,-0.471306,
,-3.80785,3.15045,Q9N3F7,Q9N3F7,,236,1,20.9593,20.7107,18.8303,19.4495,24.6285,23.1181,23.5822,23.8525,3.15045,0.000594495,-3.80785,-6.36292,+
,-2.38304,1.66103,Q9N3G2,Q9N3G2,,4,1,19.5327,19.9536,19.2797,17.7375,21.5663,19.9638,21.5775,22.928,1.66103,0.0103884,-2.38304,-3.07416,+
inx-22,-3.01557,3.01286,Q9N3R5,Q9N3R5,Innexin,456,1,21.2168,20.3884,20.7867,19.9178,24.836,23.2484,23.2984,22.9892,3.01286,0.000767742,-3.01557,-5.99258,+
,-0.754357,0.471347,Q9N3S8,Q9N3S8,,265,0.56195,21.4249,19.5097,18.5735,20.8602,20.6397,21.3235,20.0122,21.4103,0.471347,0.203669,-0.754357,-1.04146,
,-0.645348,0.68854,Q9N3S8,Q9N3S8,,266,0.5,21.8968,19.8678,20.2814,20.842,21.4694,21.0438,21.3956,21.5606,0.68854,0.108543,-0.645348,-1.42201,
skr-14,-7.94067,4.07036,Q9N3U9,Q9N3U9,,66,0.999972,17.2998,19.2347,20.7208,20.8718,27.928,27.1516,27.2281,27.5821,4.07036,0,-7.94067,-9.34643,+
skr-14,-2.42723,1.24604,Q9N3U9,Q9N3U9,,70,0.760196,24.0883,20.2227,22.2211,24.437,24.8379,24.356,25.6248,25.8591,1.24604,0.0275159,-2.42723,-2.35397,+
rps-4,-1.64699,1.63498,Q9N3X2,Q9N3X2,40S ribosomal protein S4,232,1,18.9133,19.0357,21.1599,19.7225,21.6282,21.5408,21.3946,20.8558,1.63498,0.0111724,-1.64699,-3.02741,+
rps-4,-2.83551,4.3483,Q9N3X2,Q9N3X2,40S ribosomal protein S4,229,0.990215,20.6395,19.6147,20.5438,19.9148,23.1885,22.7687,23.2158,22.882,4.3483,0,-2.83551,-10.4579,+
rps-4,0.583071,0.662642,Q9N3X2,Q9N3X2,40S ribosomal protein S4,52,1,24.0031,24.1995,24.1971,24.7326,22.9007,24.3272,23.1508,24.4213,0.662642,0.116378,0.583071,1.37779,
rps-4,-2.26368,1.9866,Q9N3X2,Q9N3X2,40S ribosomal protein S4,61,0.976133,23.3814,23.5833,23.4737,24.3812,24.9671,25.1314,26.3815,27.3943,1.9866,0.00585692,-2.26368,-3.68141,+
rps-4,-5.2221,3.02954,Q9N3X2,Q9N3X2,40S ribosomal protein S4,133,1,21.9301,19.5438,18.4445,18.6964,24.9301,25.5535,23.9279,25.0917,3.02954,0.000700491,-5.2221,-6.03657,+
,-1.27739,2.26111,Q9N3Y1,Q9N3Y1,,210,1,19.876,19.711,19.7076,20.0961,21.7035,20.3475,21.3531,21.0961,2.26111,0.00335033,-1.27739,-4.23309,+
glrx-10,0.120387,0.0656685,Q9N456,Q9N456,,91,0.95074,19.8349,20.9946,21.5676,21.347,20.8691,21.6173,19.3129,21.4632,0.0656685,0.792116,0.120387,0.18454,
glrx-10,-0.324166,0.207435,Q9N456,Q9N456,,100,1,21.1219,21.6035,19.9127,20.1366,21.5152,19.7333,20.9185,21.9043,0.207435,0.472476,-0.324166,-0.522191,
glrx-10,4.15306,1.08209,Q9N456,Q9N456,,3,1,22.492,23.5566,22.973,30.8973,20.6043,20.3166,21.0918,21.294,1.08209,0.0400097,4.15306,2.07963,+
pinn-1,-1.18534,0.916143,Q9N492,Q9N492,,12,1,20.8495,19.7675,20.406,19.9368,22.6484,22.2372,20.0605,20.7549,0.916143,0.0580531,-1.18534,-1.80388,
yop-1,0.439628,0.482612,Q9N4G8,Q9N4G8,Receptor expression-enhancing protein,159,1,25.5898,25.6389,25.7092,26.6731,25.5667,24.9216,25.027,26.3372,0.482612,0.196421,0.439628,1.06189,
yop-1,0.627423,0.226398,Q9N4G8,Q9N4G8,Receptor expression-enhancing protein,173,1,22.9086,24.1201,23.5705,26.7195,21.5486,23.9585,24.5077,24.7943,0.226398,0.443043,0.627423,0.563133,
snr-7,-0.251925,0.244171,Q9N4G9,Q9N4G9,Probable small nuclear ribonucleoprotein G,73,1,20.2054,19.8833,21.2958,20.8618,20.869,21.4723,20.7737,20.139,0.244171,0.417231,-0.251925,-0.600827,
copa-1,-8.16349,5.26485,Q9N4H7,Q9N4H7,Coatomer subunit alpha,491,1,19.2269,17.5673,19.101,17.7108,26.0801,26.4088,27.4875,26.2835,5.26485,0,-8.16349,-15.0448,+
copa-1,-5.87952,2.89662,Q9N4H7,Q9N4H7,Coatomer subunit alpha,494,1,20.7951,18.3142,21.607,17.763,26.0801,26.4088,24.6068,24.9016,2.89662,0.000982353,-5.87952,-5.69257,+
copa-1,-0.79715,0.498711,Q9N4H7,Q9N4H7,Coatomer subunit alpha,1002,0.999932,19.1754,21.7034,19.8409,19.621,21.5121,20.9359,19.5275,21.5538,0.498711,0.187827,-0.79715,-1.09092,
,-0.263085,0.211374,Q9N4I3,Q9N4I3,,114,0.999957,20.6335,20.6936,20.6595,21.5093,21.8624,19.9337,20.976,21.7761,0.211374,0.465714,-0.263085,-0.530759,
,-1.42447,1.85615,Q9N4I3,Q9N4I3,,234,1,19.3766,20.6949,19.2489,19.5488,21.0008,20.8798,20.8059,21.8805,1.85615,0.00712353,-1.42447,-3.43259,+
,-1.03431,0.979523,Q9N4I3,Q9N4I3,,151,1,17.9999,19.4314,19.65,20.2458,20.9303,20.1243,19.7731,20.6367,0.979523,0.0505667,-1.03431,-1.90917,
,-3.03244,2.06687,Q9N4I3,Q9N4I3,,80,1,19.255,18.9746,18.966,21.3531,21.6146,23.7227,23.4728,21.8684,2.06687,0.00506868,-3.03244,-3.83859,+
,-0.649493,1.20136,Q9N4I3,Q9N4I3,,97,1,19.4398,20.2773,20.0327,20.548,21.13,20.8265,20.4674,20.4719,1.20136,0.0302358,-0.649493,-2.27886,+
,-0.453588,0.770112,Q9N4I3,Q9N4I3,,137,1,20.9127,21.618,20.352,20.8914,21.473,21.3674,21.059,21.6889,0.770112,0.086067,-0.453588,-1.55999,
rpl-10a;rpl-1,-5.06466,3.32607,Q9N4I4,Q9N4I4;Q95Y46,60S ribosomal protein L10a;Ribosomal protein,132;71,1,20.1773,21.1486,18.6898,18.8743,25.657,24.2292,25.4665,23.796,3.32607,0.000555556,-5.06466,-6.86123,+
rpl-10a;rpl-1,-2.13231,2.20676,Q9N4I4,Q9N4I4;Q95Y46,60S ribosomal protein L10a;Ribosomal protein,146;85,1,20.2937,19.8217,21.4997,21.9157,22.8552,22.7247,23.038,23.4422,2.20676,0.00366515,-2.13231,-4.12058,+
rpl-10a;rpl-1,-5.21893,3.23297,Q9N4I4,Q9N4I4;Q95Y46,60S ribosomal protein L10a;Ribosomal protein,129;68,0.99601,19.656,20.266,18.8596,21.6498,25.9034,25.9584,23.75,25.6953,3.23297,0.000510806,-5.21893,-6.59337,+
rpl-10a;rpl-1,-4.61886,3.50647,Q9N4I4,Q9N4I4;Q95Y46,60S ribosomal protein L10a;Ribosomal protein,117;56,1,21.4719,18.8102,20.3704,20.3143,24.1431,24.8625,24.8226,25.6141,3.50647,0.000253807,-4.61886,-7.40528,+
vit-3,-0.883258,0.671336,Q9N4J2,Q9N4J2,Vitellogenin-3,1550,1,22.8099,21.7981,21.6358,23.9375,23.5927,23.7801,22.4126,23.9289,0.671336,0.114044,-0.883258,-1.39266,
cct-3,-4.58524,3.22014,Q9N4J8,Q9N4J8,T-complex protein 1 subunit gamma,537,1,19.363,16.7838,19.5047,19.4448,23.6189,23.6019,22.7059,23.5106,3.22014,0.000502901,-4.58524,-6.5571,+
cct-3,-1.05613,0.744313,Q9N4J8,Q9N4J8,T-complex protein 1 subunit gamma,383,1,21.4739,19.4826,18.9686,21.2998,21.9478,21.5935,21.3229,20.5852,0.744313,0.0920322,-1.05613,-1.51654,
cct-3,-3.12517,2.33156,Q9N4J8,Q9N4J8,T-complex protein 1 subunit gamma,126,1,20.0884,19.3293,16.9002,18.9615,22.5485,21.6031,21.9026,21.726,2.33156,0.00279528,-3.12517,-4.38151,+
anc-1,-2.33957,2.49894,Q9N4M4,Q9N4M4,Nuclear anchorage protein 1,8209,1,20.6521,19.5058,19.429,19.0161,22.2782,20.9575,22.2835,22.4421,2.49894,0.00174102,-2.33957,-4.74653,+
anc-1,-3.78212,2.45895,Q9N4M4,Q9N4M4,Nuclear anchorage protein 1,3816,0.99978,18.3049,19.6717,19.2261,20.536,24.5146,24.0199,21.5389,22.7937,2.45895,0.00199154,-3.78212,-4.65767,+
anc-1,0.544235,0.371467,Q9N4M4,Q9N4M4,Nuclear anchorage protein 1,3513,0.999984,22.1732,22.3398,22.1582,19.8042,21.3461,21.459,20.8149,20.6783,0.371467,0.277459,0.544235,0.855446,
anc-1,-2.05459,1.9694,Q9N4M4,Q9N4M4,Nuclear anchorage protein 1,3859,0.998239,21.0956,19.6558,20.9706,19.2949,22.0843,22.0334,21.8324,23.2851,1.9694,0.00606003,-2.05459,-3.64815,+
anc-1,-2.45666,2.044,Q9N4M4,Q9N4M4,Nuclear anchorage protein 1,3691,1,18.0163,20.4885,17.9406,19.471,21.8942,21.6297,20.9571,21.262,2.044,0.00533772,-2.45666,-3.79347,+
anc-1,-1.40627,1.61386,Q9N4M4,Q9N4M4,Nuclear anchorage protein 1,3868,1,19.7616,19.193,20.4178,21.1209,21.9684,21.6228,20.9215,21.6056,1.61386,0.0117521,-1.40627,-2.98969,+
,-4.65486,3.20748,Q9N4P0,Q9N4P0,,159,1,19.7691,17.5474,20.6078,18.6184,23.7768,23.1413,24.3603,23.8839,3.20748,0.0005,-4.65486,-6.52148,+
aakg-3,-1.10668,1.28875,Q9N501,Q9N501,,228,1,19.684,20.7135,19.065,20.7855,20.7228,21.3134,21.0481,21.5904,1.28875,0.0252229,-1.10668,-2.42611,+
szy-2,-1.79692,1.08773,Q9N537,Q9N537,,12,0.99992,18.6912,21.6741,19.4969,18.2012,21.7088,21.7812,20.1518,21.6093,1.08773,0.0393971,-1.79692,-2.08902,+
szy-2,-0.936571,0.599437,Q9N537,Q9N537,,29,1,19.0127,20.8811,21.1411,18.6791,20.4543,21.1239,20.071,21.811,0.599437,0.140064,-0.936571,-1.26879,
dhs-9,1.45946,1.28151,Q9N538,Q9N538,,61,1,26.0807,25.2889,27.2352,26.5311,23.6183,25.6394,25.3313,24.709,1.28151,0.0255961,1.45946,2.41385,+
tyms-1,-5.03468,3.73113,Q9N588,Q9N588,,30,0.981243,20.799,20.63,18.7941,18.5977,24.9135,24.1716,24.7643,25.1102,3.73113,0.000331126,-5.03468,-8.13243,+
pas-3,-0.621111,0.461934,Q9N599,Q9N599,Proteasome subunit alpha type-4,228,0.999996,22.0042,19.1769,20.597,20.1896,21.4168,20.6749,21.1667,21.1937,0.461934,0.209263,-0.621111,-1.02432,
rme-1,3.93816,3.74468,Q9N5B7,Q9N5B7;G5ECC3;Q86S80;G5EEU7;Q8WSP1;G5EFP1,,672;721;441;475;499;462,1,25.0157,24.0279,25.0412,25.4324,20.6957,21.0884,20.0902,21.8903,3.74468,0.000340136,3.93816,8.17816,+
rme-1,-0.790486,1.29023,Q9N5B7,Q9N5B7;G5ECC3,,121;170,0.561337,21.1907,20.5497,20.1055,20.1429,21.0792,21.496,20.8285,21.7469,1.29023,0.0251478,-0.790486,-2.42861,+
pme-4,-0.0980678,0.0374442,Q9N5L4,Q9N5L4,Poly(ADP-ribose) glycohydrolase pme-4,24,1,23.634,25.0247,22.4881,24.6218,25.1095,24.2621,21.9812,24.808,0.0374442,0.875639,-0.0980678,-0.108162,
pdf-2,-1.77008,2.54923,Q9N5M2,Q9N5M2,Prefoldin subunit 2,124,1,19.0349,19.4046,19.4124,19.643,21.1836,21.2274,20.2497,21.9146,2.54923,0.00155431,-1.77008,-4.85982,+
,-0.943614,0.737845,Q9N5M3,Q9N5M3,,96,1,19.1256,19.8799,21.4965,21.3021,21.9499,20.8431,21.076,21.7095,0.737845,0.0939213,-0.943614,-1.50562,
odd-2,-1.36306,1.14532,Q9N5X6,Q9N5X6,,57,1,19.8932,20.0617,18.6997,18.815,20.8402,21.763,19.3138,21.0048,1.14532,0.0344947,-1.36306,-2.18505,+
ccg-1,-1.74455,4.32251,Q9NA39,Q9NA39,,209,1,19.8379,19.5776,20.1531,19.5207,21.4152,21.408,21.4704,21.774,4.32251,0,-1.74455,-10.35,+
ccg-1,-0.68628,0.46902,Q9NA39,Q9NA39,,212,1,22.7058,21.5827,21.9161,23.7497,23.5111,23.7642,21.8236,23.6005,0.46902,0.204857,-0.68628,-1.03723,
,2.58374,2.06318,Q9NA82,Q9NA82,,139,1,25.7507,26.0691,23.9189,26.3317,22.521,23.6003,23.5924,22.0217,2.06318,0.00508757,2.58374,3.8313,+
aat-9,-0.345472,0.509253,Q9NA91,Q9NA91,,493,1,25.6794,25.7694,25.2309,24.8412,25.927,26.2317,25.1955,25.5485,0.509253,0.181757,-0.345472,-1.10983,
arp-1,-1.71513,3.09621,Q9NA98,Q9NA98;U4PR70,,325;144,1,19.441,19.7664,20.2482,19.0218,21.6157,21.2051,21.2415,21.2755,3.09621,0.000567426,-1.71513,-6.2149,+
arp-1,2.38613,2.85548,Q9NA98,Q9NA98,,118,1,23.1917,23.4973,23.3687,24.9642,21.3218,21.0775,21.3855,21.6925,2.85548,0.00111932,2.38613,5.58907,+
pinn-4,-1.17516,1.07465,Q9NAF9,Q9NAF9,,52,0.862461,18.6266,20.8352,19.3269,19.9423,21.7225,20.9215,20.2235,20.5641,1.07465,0.0410539,-1.17516,-2.06725,+
,-1.54993,0.943558,Q9NEI8,Q9NEI8,,232,0.976828,19.1436,17.7933,21.3031,20.8565,21.1871,21.724,20.7545,21.6307,0.943558,0.0544079,-1.54993,-1.84944,
rps-6,-1.57789,1.96159,Q9NEN6,Q9NEN6;I2HAF8;I2HAF9,40S ribosomal protein S6,211;178;149,0.999615,19.8918,20.6721,18.7814,20.2604,21.9139,21.1835,21.4144,21.4055,1.96159,0.00611433,-1.57789,-3.63309,+
rps-6,-3.86114,2.90417,Q9NEN6,Q9NEN6,40S ribosomal protein S6,58,0.999995,19.6554,19.2087,20.463,20.0782,25.3744,22.4643,23.1883,23.8227,2.90417,0.000923077,-3.86114,-5.7117,+
rps-6,-2.08319,1.61364,Q9NEN6,Q9NEN6;I2HAF8,40S ribosomal protein S6,22;22,0.882324,17.886,20.7436,18.6643,20.3784,21.9168,21.3915,21.3762,21.3205,1.61364,0.0117445,-2.08319,-2.9893,+
rps-6,-2.4357,0.989117,Q9NEN6,Q9NEN6;I2HAF8;I2HAF9,40S ribosomal protein S6,175;142;113,1,25.6835,25.573,21.315,26.8095,28.3119,27.2525,26.9922,26.5673,0.989117,0.0496931,-2.4357,-1.92511,+
rps-6,-3.66451,2.84215,Q9NEN6,Q9NEN6;I2HAF8;I2HAF9,40S ribosomal protein S6,162;129;100,0.999994,20.9129,20.1786,20.9486,21.7555,24.0124,23.3712,25.1038,25.9664,2.84215,0.0011083,-3.66451,-5.55584,+
fat-1,-1.69079,1.69109,Q9NEQ0,Q9NEQ0,Omega-3 fatty acid desaturase fat-1,31,1,26.1078,25.78,24.3919,26.431,27.9199,26.9935,26.7196,27.8409,1.69109,0.00989149,-1.69079,-3.12839,+
fat-1,0.00123453,0.000853926,Q9NEQ0,Q9NEQ0,Omega-3 fatty acid desaturase fat-1,42,1,23.9058,22.8737,23.3693,23.8888,24.3059,22.3983,23.4038,23.9246,0.000853926,0.997349,0.00123453,0.00256616,
rsp-3,0.6998,0.332467,Q9NEW6,Q9NEW6,"Probable splicing factor, arginine/serine-rich 3",23,1,23.1696,22.8768,19.5928,22.6227,21.7125,21.629,20.3594,21.7618,0.332467,0.312475,0.6998,0.779913,
rsp-3,-0.945272,0.631667,Q9NEW6,Q9NEW6,"Probable splicing factor, arginine/serine-rich 3",31,0.999998,18.8993,20.4912,19.7013,21.8507,21.8028,20.4768,20.7319,21.7122,0.631667,0.127382,-0.945272,-1.32458,
rsp-3,-1.23544,1.64739,Q9NEW6,Q9NEW6,"Probable splicing factor, arginine/serine-rich 3",140,1,19.8388,20.1658,19.5332,21.1769,21.6931,21.6999,20.8851,21.3783,1.64739,0.0107777,-1.23544,-3.04965,+
rsp-3,-2.14046,2.3336,Q9NEW6,Q9NEW6,"Probable splicing factor, arginine/serine-rich 3",171,1,20.7295,18.8605,19.9893,19.5961,22.2342,22.5881,21.2811,21.6338,2.3336,0.00280079,-2.14046,-4.38586,+
ech-7,-5.46311,3.72638,Q9NEZ8,Q9NEZ8,,170,1,20.7183,17.9797,19.1754,20.617,24.9126,24.7741,25.1004,25.5557,3.72638,0.000324675,-5.46311,-8.11647,+
clc-5,-2.41158,1.79715,Q9NGJ7,Q9NGJ7,Clc-like protein 5,272,1,19.813,19.0425,17.1008,19.854,21.4615,21.7327,20.397,21.8655,1.79715,0.00809309,-2.41158,-3.32257,+
mdf-2,-4.11106,2.22387,Q9NGT3,Q9NGT3;Q8T870,,5;5,1,21.6617,19.9051,18.9909,17.6188,23.8317,23.3227,22.5164,24.9501,2.22387,0.00364338,-4.11106,-4.15583,+
hrp-2,-2.58724,2.26395,Q9NLD1,Q9NLD1,,6,0.999999,21.1734,19.8535,19.8234,18.8578,23.311,21.8654,21.8527,23.0279,2.26395,0.00335667,-2.58724,-4.23903,+
png-1,-1.06943,0.939802,Q9TW67,Q9TW67,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,428,1,25.087,23.8258,22.9373,23.0436,25.3912,24.8657,23.9567,24.9578,0.939802,0.0549073,-1.06943,-1.8432,
png-1,0.3243,0.215449,Q9TW67,Q9TW67,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,102,1,24.6745,24.7134,24.2584,26.1543,25.2625,24.3901,23.4946,25.3562,0.215449,0.460146,0.3243,0.539588,
png-1,-3.47434,3.20427,Q9TW67,Q9TW67,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,400,1,18.9712,19.1757,20.1425,20.2434,23.4475,23.7373,21.8632,23.3822,3.20427,0.00049904,-3.47434,-6.51247,+
png-1,-1.74938,3.00118,Q9TW67,Q9TW67,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,358,1,18.9786,19.4897,20.1255,20.0593,21.6609,21.5488,21.2901,21.1507,3.00118,0.000822967,-1.74938,-5.96191,+
ubxn-1,-1.75734,1.4321,Q9TXH9,Q9TXH9,,112,1,18.4639,19.4174,20.2965,18.2322,19.6427,20.7947,21.1878,21.8143,1.4321,0.017767,-1.75734,-2.67106,+
ubxn-1,-0.926215,0.918625,Q9TXH9,Q9TXH9,,153,1,20.0823,19.4651,19.3803,20.6526,21.7792,21.2621,20.12,20.1237,0.918625,0.0576574,-0.926215,-1.80801,
ubxn-1,-0.97462,0.530946,Q9TXH9,Q9TXH9,,206,1,21.8988,21.5365,18.8156,18.8965,21.2537,21.5234,20.7582,21.5106,0.530946,0.170407,-0.97462,-1.1485,
ubxn-1,-1.60264,1.44133,Q9TXH9,Q9TXH9,,218,1,18.6659,19.4998,21.2291,19.6865,21.6283,20.5993,21.4857,21.7785,1.44133,0.0175869,-1.60264,-2.68701,+
ubxn-1,-4.94387,4.6128,Q9TXH9,Q9TXH9,,102,1,20.8093,20.1206,19.2696,20.0379,25.0659,25.6419,25.0539,24.2513,4.6128,0,-4.94387,-11.6259,+
ubxn-1,1.86922,2.19353,Q9TXH9,Q9TXH9,,127,0.575963,22.6371,22.7121,21.6687,23.3365,21.206,20.1616,20.2408,21.269,2.19353,0.00381142,1.86922,4.09346,+
ubxn-1,-0.886784,0.666011,Q9TXH9,Q9TXH9,,88,0.803581,21.7508,18.7543,20.6609,20.5461,20.9873,21.6678,21.4996,21.1044,0.666011,0.115551,-0.886784,-1.38356,
ubxn-1,1.04377,0.59496,Q9TXH9,Q9TXH9,,90,1,25.9709,24.9283,23.8444,23.7045,23.8682,22.422,22.7463,25.2364,0.59496,0.14183,1.04377,1.261,
did-2,-1.07461,1.71698,Q9TXI3,Q9TXI3,,136,0.924526,21.1119,20.3081,19.661,20.6309,21.8897,21.2521,21.2914,21.5772,1.71698,0.00948718,-1.07461,-3.17539,+
atg-9,-1.35353,1.95412,Q9TXN6,Q9TXN6,,602,1,20.1069,19.1347,20.2996,19.9889,21.6475,21.2567,20.4628,21.5773,1.95412,0.00618409,-1.35353,-3.61871,+
atg-9,0.326325,0.142694,Q9TXN6,Q9TXN6,,7,1,24.8649,22.9441,24.9835,22.4902,23.3403,22.0423,23.7306,24.8643,0.142694,0.5987,0.326325,0.375853,
pme-5,-3.48492,2.04735,Q9TXQ1,Q9TXQ1,Poly(ADP-ribose) polymerase pme-5,823,0.999992,20.6847,17.559,20.9671,20.7671,22.2487,24.1556,23.845,23.6683,2.04735,0.00525639,-3.48492,-3.80007,+
,-4.71932,3.36382,Q9TXQ6,Q9TXQ6,,99,1,19.6219,18.6735,20.998,19.6966,25.5629,23.2532,24.3245,24.7266,3.36382,0.000451327,-4.71932,-6.97228,+
,-1.04366,0.802521,Q9TXU1,Q9TXU1,,337,1,20.3869,19.232,19.4873,19.6316,21.2374,18.9542,21.1737,21.5472,0.802521,0.0779204,-1.04366,-1.61438,
abt-4,-0.489077,0.484689,Q9TXV8,Q9TXV8,,1421,1,22.2997,20.3788,21.5667,20.8638,21.326,21.9244,21.6232,22.1917,0.484689,0.195243,-0.489077,-1.06565,
abt-4,-1.15918,0.896071,Q9TXV8,Q9TXV8,,1447,1,20.2961,18.1194,20.1954,20.0845,21.0122,20.3494,20.0943,21.8761,0.896071,0.0611531,-1.15918,-1.7705,
ykt-6,-0.739632,0.513671,Q9TXZ9,Q9TXZ9,,132,1,21.0486,21.3716,21.3748,19.0202,21.9709,21.6279,20.4397,21.7354,0.513671,0.17941,-0.739632,-1.11773,
Y66H1A.4,-1.25627,0.881542,Q9TYK1,Q9TYK1,Probable H/ACA ribonucleoprotein complex subunit 1-like protein,95,0.668513,21.1351,20.3606,19.1583,18.2955,21.0624,20.1338,20.9439,21.8346,0.881542,0.0631692,-1.25627,-1.74631,
,-1.37458,1.78815,Q9TYP8,Q9TYP8,,136,1,18.9341,19.8219,19.9926,19.9567,21.9674,21.0992,20.6581,20.4788,1.78815,0.00807574,-1.37458,-3.30591,+
mca-2,-0.237946,0.160189,Q9TYP9,Q9TYP9,Calcium-transporting ATPase,1150,1,25.4613,26.7216,24.9281,26.0675,26.1689,26.791,24.8346,26.3358,0.160189,0.56156,-0.237946,-0.416504,
mca-2,-0.779786,0.694084,Q9TYP9,Q9TYP9,Calcium-transporting ATPase,1036,1,19.4538,20.4754,20.3366,18.6842,20.5046,21.1563,19.5472,20.8611,0.694084,0.106961,-0.779786,-1.43145,
mca-2,-0.969184,0.640187,Q9TYP9,Q9TYP9,Calcium-transporting ATPase,1062,1,19.1047,21.6594,20.3192,18.8886,21.5365,20.1615,21.5201,20.6306,0.640187,0.124565,-0.969184,-1.33926,
ftn-2,1.13831,0.488285,Q9TYS3,Q9TYS3,Ferritin,165,1,28.1463,27.5016,25.8468,23.4852,25.1129,25.1248,25.6224,24.5667,0.488285,0.193277,1.13831,1.07214,
,-0.803527,0.876843,Q9TYT8,Q9TYT8,,209,0.904101,24.3524,24.7494,23.9728,23.4496,25.1307,24.0671,24.7106,25.8299,0.876843,0.0639172,-0.803527,-1.73849,
fbxa-60;fbxa-59,-1.50236,1.51194,Q9TZ26,Q9TZ26;Q9TZ27,,301;264,1,21.4806,21.0767,20.0866,22.6051,22.6139,23.0742,22.9638,22.6065,1.51194,0.014847,-1.50236,-2.80978,+
,-0.345222,0.163428,Q9TZ58,Q9TZ58;A0A0K3ATZ8,,260;53,0.999213,21.8869,19.6665,19.0851,21.898,21.9566,20.9751,20.6072,20.3783,0.163428,0.555082,-0.345222,-0.423935,
ubc-20,-0.967185,0.803153,Q9TZ69,Q9TZ69,,78,1,19.4591,20.7821,21.2192,18.7319,21.1992,21.2516,21.0641,20.5461,0.803153,0.0777138,-0.967185,-1.61544,
ubc-20,-0.0524306,0.025061,Q9TZ69,Q9TZ69,,158,1,23.4366,22.1303,22.9332,25.3228,23.945,23.3351,22.9501,23.8025,0.025061,0.917344,-0.0524306,-0.0733283,
ubc-20,-0.85099,0.59576,Q9TZ69,Q9TZ69,,168,0.992622,24.4816,23.9907,23.1914,26.0999,25.2371,24.8366,25.0016,26.0922,0.59576,0.141462,-0.85099,-1.2624,
ubc-20,-0.604085,0.434034,Q9TZ69,Q9TZ69,,74,0.995973,24.6256,24.8507,24.3513,22.3385,24.4413,24.1636,24.7404,25.237,0.434034,0.227726,-0.604085,-0.973066,
T10B11.2,2.89048,2.6441,Q9TZI1,Q9TZI1,Ceramide kinase 1,466,1,23.1071,23.5612,23.2668,25.3965,20.6364,20.6835,20.9076,21.5423,2.6441,0.00125359,2.89048,5.0783,+
acs-16,-1.35825,1.67086,Q9TZI7,Q9TZI7,,125,1,19.7168,20.3891,19.4728,20.0099,21.9558,21.4903,20.1299,21.4456,1.67086,0.010184,-1.35825,-3.09186,+
pfk-1,-2.33685,2.49892,Q9TZL8,Q9TZL8,ATP-dependent 6-phosphofructokinase 1,713,1,19.3138,19.0819,21.0263,20.5998,22.4872,22.2163,22.0635,22.6023,2.49892,0.00173913,-2.33685,-4.74649,+
