geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value N2_d5_N2_d1,log2FC,Student's T-test Test statistic N2_d5_N2_d1,Sign p-val: 0.05 
"CELE_Y50D4C,3",1.27104,2.52682,Q965Q9,Uncharacterized protein,12.9734,13.4102,12.7182,13.3657,11.3474,11.7035,12.3019,12.0304,2.52682,0.00308923,1.27104,4.80912,+
"CELE_Y97E10AR,6",1.31686,5.1454,Q965R9,Uncharacterized protein,15.5644,15.8517,15.5108,15.7534,14.3479,14.3736,14.2362,14.4552,5.1454,0,1.31686,14.3547,+
rpb-9,-2.07416,4.25843,Q965S0,DNA-directed RNA polymerase subunit,11.428,11.1553,11.1272,11.6995,13.2634,13.6997,13.6754,13.068,4.25843,0.000501567,-2.07416,-10.0862,+
abhd-12,-3.56368,3.88265,Q965S2,ABHydrolase Domain containing homolog,11.6596,13.1888,12.9327,12.8158,15.5718,16.5436,16.16,16.5762,3.88265,0.000497817,-3.56368,-8.65653,+
natb-1,0.10181,0.180691,Q965S3,"N-terminal AceTyltransferase B (NatB) complex, catalytic subunit, homolog",13.3974,12.8911,13.6521,13.7045,13.5476,12.9876,13.3788,13.3239,0.180691,0.537936,0.10181,0.463058,
"eif-3,I",-0.214188,0.878155,Q965S8,Eukaryotic translation initiation factor 3 subunit I,15.709,16.0931,16.0677,16.2983,16.2444,16.2297,16.2865,16.2643,0.878155,0.0831137,-0.214188,-1.74067,
"CELE_Y54F10AR,1",0.357965,1.57426,Q965T2,Uncharacterized protein,15.9522,16.0349,16.0674,16.4813,15.8666,15.7302,15.7783,15.7288,1.57426,0.0172115,0.357965,2.91939,+
taco-1,-0.225915,1.53089,Q965T4,Translational Activator of Cytochrome c Oxidase,15.1421,15.3779,15.2473,15.2602,15.3007,15.592,15.5119,15.5266,1.53089,0.0187425,-0.225915,-2.84298,+
xpo-2,-0.35561,1.74306,Q965V4,EXPOrtin (Nuclear export receptor),14.3966,14.707,14.8045,14.7296,15.1336,15.0545,14.8343,15.0378,1.74306,0.0118202,-0.35561,-3.22298,+
ubh-3,0.114532,0.137598,Q965V9,Ubiquitin carboxyl-terminal hydrolase,14.9558,16.1478,15.9791,15.3871,15.4828,15.6789,15.7733,15.0767,0.137598,0.617741,0.114532,0.363841,
comt-3,0.11075,0.194593,Q965W3,Catechol-O-MethylTransferase family,16.4637,16.1619,15.9361,16.1864,15.7536,15.8864,16.6419,16.0233,0.194593,0.513516,0.11075,0.49401,
comt-4,1.72087,4.2662,Q965W4,Catechol-O-MethylTransferase family,15.7165,15.3187,15.764,15.2857,13.6956,14.1284,13.6178,13.7595,4.2662,0.000511182,1.72087,10.1178,+
nape-2,0.0537164,0.0323085,Q965X9,N-Acyl Phosphatidyl Ethanolamine specific phospholipase D (NAPE-PLD) homolog,14.0142,14.1232,11.8209,13.841,13.599,12.9713,13.2735,13.7407,0.0323085,0.89046,0.0537164,0.09382,
map-1,0.559949,4.72682,Q965Y1,Methionine aminopeptidase,16.1014,16.1721,16.1048,16.1959,15.5815,15.5811,15.6823,15.4895,4.72682,0,0.559949,12.1656,+
"CELE_ZK105,1",1.73736,4.15625,Q965Z4,Uncharacterized protein,15.047,14.5528,14.5848,14.8328,13.0327,12.6405,13.2935,13.1013,4.15625,0.000550143,1.73736,9.67798,+
"CELE_Y58A7A,4;CELE_Y58A7A,3",0.237735,0.392082,Q966A5;Q966A6,Uncharacterized protein,13.9297,13.4291,13.4657,14.3153,13.9121,13.2468,13.3015,13.7284,0.392082,0.287098,0.237735,0.894647,
rpl-7A,-1.21019,4.47659,Q966C6,60S ribosomal protein L7a,19.9743,20.1683,19.9423,19.9744,21.1661,21.4803,21.2385,21.0152,4.47659,0.000528926,-1.21019,-11.0103,+
tald-1,-0.206948,0.670311,Q966C7,Transaldolase,17.8501,17.9643,18.1952,18.3024,17.9944,18.5056,18.3437,18.296,0.670311,0.136632,-0.206948,-1.39091,
"CELE_Y104H12D,3",-0.00742006,0.00956831,Q966E7,Uncharacterized protein,14.8013,13.9747,13.8395,13.6962,14.2135,14.1847,14.0865,13.8567,0.00956831,0.966143,-0.00742006,-0.028472,
"CELE_T13G4,4",1.22891,1.82392,Q966F6,Uncharacterized protein,13.4163,13.3687,13.1986,13.7997,12.8603,11.2928,12.1414,12.573,1.82392,0.0102335,1.22891,3.3723,+
"CELE_K08D12,3",1.06507,0.60417,Q966I7,Uncharacterized protein,18.4338,16.0371,17.0685,15.8793,17.3728,14.8482,14.9258,16.0116,0.60417,0.161443,1.06507,1.27701,
pbs-1,0.562657,1.52955,Q966I8,Proteasome subunit beta type,17.2634,18.129,17.7769,17.5046,16.928,17.2579,17.0966,17.1408,1.52955,0.0187902,0.562657,2.84062,+
"CELE_F41B4,1",1.24831,2.88905,Q966J6,Uncharacterized protein,15.9327,15.4303,15.6136,14.9819,14.3607,13.9694,14.2539,14.3812,2.88905,0.00176726,1.24831,5.67341,+
poml-2,-0.591332,1.54007,Q966L1,PON (Paraoxonase) and MEC-6 Like,13.4328,13.5003,13.2433,13.6626,13.9463,13.5739,14.4286,14.2556,1.54007,0.0184423,-0.591332,-2.8591,+
"CELE_E01A2,5",1.45553,1.40584,Q966L4,Diphthine--ammonia ligase,13.4562,12.4155,11.6476,13.967,11.5129,10.856,11.5797,11.7156,1.40584,0.024619,1.45553,2.62581,+
"E01A2,2",0.00103498,0.00288599,Q966L5,Serrate RNA effector molecule homolog,14.7044,14.5817,14.7494,15.0041,14.7318,14.7609,14.5763,14.9664,0.00288599,0.989915,0.00103498,0.00865265,
glh-2,0.440948,0.402071,Q966L9,ATP-dependent RNA helicase glh-2,14.0974,13.4408,12.422,14.2992,13.4083,13.2723,12.4305,13.3845,0.402071,0.279045,0.440948,0.913478,
dbr-1,-0.36955,0.158603,Q966M6,Lariat debranching enzyme,10.8508,14.5287,14.2812,14.4486,13.8889,13.9929,13.7579,13.9477,0.158603,0.577007,-0.36955,-0.412856,
"C36B7,6",0.332388,0.632638,Q966P8,Uncharacterized protein,14.5433,14.6529,14.7538,13.7515,13.8034,14.1367,14.2869,14.1451,0.632638,0.149544,0.332388,1.32625,
eif-1,0.277158,0.256563,Q967F1,Eukaryotic Initiation Factor,16.1189,15.648,14.3177,15.5729,15.7895,14.9274,14.9299,14.902,0.256563,0.423319,0.277158,0.626749,
hmr-1,0.822453,1.82801,Q967F4,Cadherin-related hmr-1,14.5908,13.9756,14.5912,15.1606,13.6992,13.809,13.7903,13.73,1.82801,0.0101465,0.822453,3.37993,+
xrn-1,-0.654212,0.503677,Q9BHK7,5'-3' exoribonuclease 1,13.6477,15.4898,13.7396,13.5912,15.5117,13.9554,15.3117,14.3064,0.503677,0.211489,-0.654212,-1.09984,
"CELE_Y66D12A,13",-0.305359,0.76,Q9BI47,Uncharacterized protein,11.4187,11.2033,11.0086,11.7075,11.8066,11.6207,11.2822,11.8501,0.76,0.110075,-0.305359,-1.54298,
epn-1,1.16017,3.26624,Q9BI71;Q9BI72,EPsiN (Endocytic protein) homolog,16.2927,16.0753,15.8066,16.5774,14.862,15.0447,15.0758,15.1288,3.26624,0.00126596,1.16017,6.6881,+
ska-3,0.557528,0.895393,Q9BI86,Spindle and Kinetochore-Associated protein homolog,13.3551,13.0248,12.9835,13.8598,12.3186,13.0482,13.2694,12.3569,0.895393,0.0798441,0.557528,1.76937,
"F46B6,12",0.232618,0.536284,Q9BI88,"UPF0587 protein F46B6,12",14.294,14.6564,15.0909,14.8688,14.1786,14.6117,14.5416,14.6476,0.536284,0.193516,0.232618,1.15797,
sand-1,-1.75894,2.50371,Q9BI89,SAND endocytosis protein family,11.4173,11.1101,11.0798,11.6373,13.3875,12.0368,13.3806,13.4753,2.50371,0.00311279,-1.75894,-4.7572,+
"B0464,9",0.0959535,0.0697097,Q9BIB3,Probable protein phosphatase methylesterase 1,14.1746,13.3011,13.327,14.134,14.117,12.7846,13.0622,14.589,0.0697097,0.779319,0.0959535,0.195162,
hrpf-1,0.632565,2.46824,Q9BIB7,HnRNP F homolog,16.5163,16.2383,16.1283,16.5508,15.9854,15.65,15.6259,15.6422,2.46824,0.00358333,0.632565,4.67823,+
imb-1,-0.0800924,0.244586,Q9BIB8,IMportin Beta family,15.266,15.1316,15.3554,15.5929,15.5142,15.2058,15.3331,15.6132,0.244586,0.438357,-0.0800924,-0.601699,
"ech-1,2",-0.0181751,0.052266,Q9BIC3;Q9GYT0,Enoyl-CoA Hydratase,18.0304,17.6811,17.6262,17.927,18.0058,17.709,17.7102,17.9123,0.052266,0.830278,-0.0181751,-0.148765,
spp-15,1.14491,0.652285,Q9BIC4,SaPosin-like Protein family,14.2432,13.6299,12.6961,15.8602,11.5389,12.9508,13.9416,13.4185,0.652285,0.143069,1.14491,1.36004,
"C49A9,9",-0.868045,1.55229,Q9BKP7,Uncharacterized protein,12.8469,12.8114,13.8549,12.6346,13.5669,14.0542,13.9062,14.0927,1.55229,0.0180373,-0.868045,-2.8806,+
"C17F4,7",0.74153,1.88564,Q9BKP8,Uncharacterized protein,18.3295,18.0619,18.5209,18.9521,17.8419,17.4611,17.6811,17.9142,1.88564,0.00925131,0.74153,3.48816,+
"CELE_Y37B11A,3",1.30742,2.46206,Q9BKQ2,Uncharacterized protein,15.8344,15.1603,16.0016,16.3401,14.542,14.199,14.5274,14.8383,2.46206,0.00357535,1.30742,4.66456,+
rep-1,1.01437,0.323954,Q9BKQ5,Rab GDP dissociation inhibitor,10.7008,11.446,9.73049,11.4767,9.09406,12.183,11.4339,6.58552,0.323954,0.347959,1.01437,0.763166,
"CELE_Y67D2,7",0.985918,1.4741,Q9BKQ7,Uncharacterized protein,15.4385,14.9443,14.2652,15.7467,13.8333,14.1889,14.5234,13.9055,1.4741,0.0212184,0.985918,2.74381,+
"cisd-3,2",0.102068,0.170175,Q9BKQ9,CDGSH Iron Sulfur Domain protein homolog,17.2243,17.2109,16.2706,16.9268,16.993,16.7031,16.7757,16.7525,0.170175,0.556612,0.102068,0.43932,
"Y67D2,5",-0.460801,0.497412,Q9BKR0,N-acetyltransferase 9-like protein,12.3281,13.7445,13.2189,12.6952,13.566,12.9518,13.0828,14.2294,0.497412,0.215151,-0.460801,-1.08859,
ttc-37,-0.232903,0.251466,Q9BKR2,TeTratriCopeptide repeat domain protein related,12.085,13.6922,13.0218,12.5078,13.3757,12.9431,12.693,13.2266,0.251466,0.428711,-0.232903,-0.616122,
"CELE_Y47A7,2",-0.565092,0.427696,Q9BKR3,Uncharacterized protein,11.9055,11.1743,11.1911,11.7331,12.0282,10.7727,13.4952,11.9684,0.427696,0.260022,-0.565092,-0.961327,
"CELE_Y82E9BR,18",0.556897,0.698803,Q9BKR5,Uncharacterized protein,15.1044,13.7266,14.0604,15.1697,14.0123,13.954,13.6273,14.24,0.698803,0.128262,0.556897,1.43947,
"CELE_Y82E9BR,16",0.0325248,0.0832949,Q9BKR9,Uncharacterized protein,15.0829,14.9314,15.3016,15.5162,15.0045,15.181,15.2717,15.2447,0.0832949,0.74224,0.0325248,0.230344,
elc-1,0.686708,2.68183,Q9BKS1,ELongin C,16.2203,15.9852,16.0195,16.4995,15.3147,15.5839,15.5485,15.5305,2.68183,0.00219847,0.686708,5.16698,+
"CELE_Y82E9BR,14",-0.322848,0.867328,Q9BKS2,Uncharacterized protein,14.1143,14.5634,14.5526,14.8331,14.8348,14.9992,14.5175,15.0033,0.867328,0.0850415,-0.322848,-1.72264,
npp-13,-0.27599,1.24443,Q9BKT9,Nuclear pore protein,14.5239,14.7981,14.3625,14.3912,14.97,14.6748,14.7644,14.7704,1.24443,0.035013,-0.27599,-2.35126,+
eif-2alpha,-0.222239,2.27134,Q9BKU3,Eukaryotic Initiation Factor,16.9997,16.9633,17.0196,16.8924,17.1554,17.31,17.1963,17.1022,2.27134,0.00479738,-0.222239,-4.25446,+
phb-1,-0.135575,1.01779,Q9BKU4,Mitochondrial prohibitin complex protein 1,18.1889,18.246,18.3421,18.4988,18.4586,18.4677,18.4705,18.4213,1.01779,0.0593885,-0.135575,-1.97272,
"CELE_Y37E3,8",-1.34617,3.14833,Q9BKU5,Uncharacterized protein,17.9271,18.3137,18.3148,18.6483,19.3835,19.9839,19.8248,19.3965,3.14833,0.00160964,-1.34617,-6.35709,+
moag-4,1.25312,1.30576,Q9BKU8,MOdifier of protein AGgregation,17.1786,17.5403,17.4473,17.0688,14.5696,16.5532,16.4176,16.6821,1.30576,0.0307215,1.25312,2.45494,+
"CELE_Y92H12BL,4",0.317347,0.563601,Q9BKW0,Uncharacterized protein,13.0358,12.9598,13.2327,13.5653,13.2912,12.8917,12.2496,13.0917,0.563601,0.179472,0.317347,1.20618,
"CELE_Y22D7AR,10",0.250031,0.160892,Q9BKX4,Uncharacterized protein,14.0197,12.1026,12.6115,13.8875,12.0981,12.4781,13.4588,13.5862,0.160892,0.573315,0.250031,0.41812,
"CELE_Y54F10AM,5",0.271018,2.31611,Q9BL03,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,19.0749,19.1582,19.0614,19.0359,18.6688,18.7734,18.9014,18.9027,2.31611,0.00456292,0.271018,4.34871,+
rbc-2,0.746509,0.264393,Q9BL05,RaBConnectin related,8.23019,10.991,11.7091,11.6446,8.42117,11.5452,11.0729,8.54961,0.264393,0.414484,0.746509,0.642981,
"Y54F10AM,8",-0.326742,2.70415,Q9BL07,Putative phospholipase B-like 3,16.7939,16.9828,16.7026,16.7462,17.1471,17.1467,17.1368,17.1019,2.70415,0.00215411,-0.326742,-5.21996,+
herc-1,-0.212528,1.1888,Q9BL11,HECT and RCC domain E3 ubiquitin ligase,13.2513,13.5469,13.1682,13.2206,13.6145,13.5109,13.4197,13.4921,1.1888,0.0395549,-0.212528,-2.25779,+
"CELE_Y48G8AL,5",-0.301295,1.27993,Q9BL15,Uncharacterized protein,15.204,15.643,15.5512,15.4882,15.5406,15.88,15.8924,15.7786,1.27993,0.032632,-0.301295,-2.41118,+
haf-6,-0.820285,1.7817,Q9BL17;V6CKC7,HAlF transporter (PGP related),14.6721,15.0991,14.81,15.6321,15.7644,15.9277,16.2062,15.5961,1.7817,0.0109454,-0.820285,-3.294,+
rpl-17,-0.819745,3.35885,Q9BL19,60S ribosomal protein L17,18.1349,18.399,18.2359,18.2118,19.1147,19.08,18.7831,19.2827,3.35885,0.00109827,-0.819745,-6.95758,+
"CELE_Y71H2AR,1",0.349995,0.749546,Q9BL27,Uncharacterized protein,16.194,16.1302,15.9698,16.4991,15.2937,15.9079,15.9361,16.2553,0.749546,0.113002,0.349995,1.52536,
"CELE_Y71H2AM,1",-1.14166,1.04677,Q9BL28,Probable tRNA N6-adenosine threonylcarbamoyltransferase,12.4691,14.6982,14.1359,12.6965,14.3734,14.9463,14.8642,14.3825,1.04677,0.0555327,-1.14166,-2.02089,
"CELE_Y71H2AM,4",-1.05473,2.57477,Q9BL33,Uncharacterized protein,15.5787,15.3334,15.2502,15.9056,16.1964,16.4425,16.7628,16.8851,2.57477,0.00286577,-1.05473,-4.91801,+
"CELE_Y71H2AM,5",-0.372725,1.8662,Q9BL34,Uncharacterized protein,17.8979,17.4601,17.6691,17.6212,18.0499,17.8793,18.1665,18.0434,1.8662,0.0094774,-0.372725,-3.45149,+
"CELE_Y71H2AM,20",0.617152,0.602475,Q9BL35,Serine/threonine-protein phosphatase 2A activator,15.5648,13.6195,14.5274,15.6681,14.1246,14.2983,14.267,14.2213,0.602475,0.161991,0.617152,1.27407,
swsn-3,1.26464,2.53446,Q9BL39,SWI/SNF nucleosome remodeling complex component,15.2882,14.8491,14.7796,15.016,13.7208,13.2503,14.3654,13.5379,2.53446,0.00296445,1.26464,4.82637,+
"CELE_Y71H2AM,13",0.324617,1.50857,Q9BL43,Uncharacterized protein,16.329,16.1839,16.0686,15.8602,15.6817,15.8739,15.9047,15.6829,1.50857,0.0197835,0.324617,2.80389,+
"CELE_Y71H2AM,11",-0.152475,0.329893,Q9BL46,Uncharacterized protein,16.6313,15.9517,15.9663,16.5252,16.4435,16.3209,16.2842,16.6359,0.329893,0.343021,-0.152475,-0.774859,
set-27,-0.236575,0.13342,Q9BL48,SET (Trithorax/polycomb) domain containing,13.5333,15.0607,16.3403,14.5307,15.0697,14.6056,16.0285,14.7075,0.13342,0.625199,-0.236575,-0.353931,
"CELE_Y65B4A,8",-0.112205,0.18543,Q9BL56,Uncharacterized protein,14.2165,13.7091,14.2794,13.4852,13.7752,13.8841,14.084,14.3957,0.18543,0.529437,-0.112205,-0.473662,
"CELE_Y65B4A,1",0.492017,2.60311,Q9BL57,Uncharacterized protein,13.2269,13.2789,13.5141,13.0981,12.9196,12.7075,12.7848,12.7381,2.60311,0.00256818,0.492017,4.98311,+
vps-20,0.395813,0.712621,Q9BL60,Related to yeast Vacuolar Protein Sorting factor,15.8284,15.0912,15.3262,15.7138,15.1174,14.759,15.6781,14.822,0.712621,0.123969,0.395813,1.46293,
"CELE_Y54H5A,2",0.30211,0.378543,Q9BL64,Uncharacterized protein,14.8957,14.4709,14.5376,15.3467,14.3865,14.4567,13.917,15.2821,0.378543,0.298242,0.30211,0.868954,
frl-1,-0.386619,0.381974,Q9BL72,FRL (Formin Related gene in Leukocytes) homolog,13.4459,12.7067,13.5857,13.2906,12.4566,14.123,14.0343,13.9615,0.381974,0.295569,-0.386619,-0.875485,
ppk-2,-0.516885,1.08388,Q9BL73,PIP Kinase,14.0852,14.0661,13.9007,14.1012,14.3049,14.4016,14.2349,15.2794,1.08388,0.0507053,-0.516885,-2.08262,
"CELE_Y48G1C,9",0.398145,0.529892,Q9BL76,Uncharacterized protein,13.6823,12.4568,12.6536,13.7849,12.7768,12.6508,12.8822,12.6752,0.529892,0.197302,0.398145,1.14663,
"CELE_Y47G6A,21",0.290197,1.45144,Q9BL81,Uncharacterized protein,15.8903,16.0311,15.8932,16.1969,15.7633,15.5504,15.6273,15.9098,1.45144,0.0223408,0.290197,2.7045,+
vps-4,0.337745,0.832364,Q9BL83,Related to yeast Vacuolar Protein Sorting factor,16.3598,15.9068,15.8575,16.4266,16.2134,15.6604,15.6346,15.6914,0.832364,0.091995,0.337745,1.6643,
mrpl-38,-4.43694,0.667726,Q9BL86,"Mitochondrial Ribosomal Protein, Large",11.4706,13.3052,13.2424,0,13.6909,13.8864,13.813,14.3757,0.667726,0.137564,-4.43694,-1.38649,
"CELE_Y18H1A,4",0.490412,0.742416,Q9BL94,Uncharacterized protein,14.1813,14.2842,13.4762,14.7936,13.9725,13.2601,13.547,13.9941,0.742416,0.115314,0.490412,1.51333,
"C36E6,1",0.216925,1.07207,Q9BLA0,Uncharacterized protein,14.6828,14.515,14.6406,14.4003,14.2427,14.2265,14.3155,14.5863,1.07207,0.0521541,0.216925,2.06295,
mog-2,0.403872,1.10578,Q9BLB6,Probable U2 small nuclear ribonucleoprotein A',16.9032,16.4893,16.4355,17.1382,16.4049,16.1567,16.2343,16.5549,1.10578,0.0479357,0.403872,2.11909,+
atln-1,-0.326017,1.09074,Q9BMU4,ATLastiN (Endoplasmic reticulum GTPase) related,16.7382,16.4128,16.0662,16.1657,16.642,16.6977,16.5731,16.7742,1.09074,0.049707,-0.326017,-2.09403,+
zig-11,-0.335043,1.05436,Q9BPN5,2 (Zwei) IG domain protein,16.0846,15.8781,16.0554,16.4673,16.3861,16.2585,16.4156,16.7653,1.05436,0.0546685,-0.335043,-2.0335,
mrpl-15,-0.89385,4.3664,Q9BPN6,"Mitochondrial Ribosomal Protein, Large",14.1267,14.4857,14.1947,14.3478,15.1102,15.1803,15.1978,15.242,4.3664,0.000573477,-0.89385,-10.5343,+
"Y92H12BR,3",1.12731,3.45375,Q9BPN8,"Uncharacterized protein Y92H12BR,3",16.8843,16.2754,16.7334,16.7859,15.3245,15.5412,15.66,15.6442,3.45375,0.000846986,1.12731,7.24276,+
"CELE_Y92H12BR,2",-1.6852,3.31563,Q9BPN9,Uncharacterized protein,13.4348,12.4365,12.9211,13.3962,14.5727,14.802,14.9099,14.6447,3.31563,0.00128671,-1.6852,-6.83075,+
set-29,-1.18787,3.12477,Q9BPP1,SET (Trithorax/polycomb) domain containing,12.889,12.8694,13.6351,12.9899,14.3127,14.1683,14.4096,14.2442,3.12477,0.0015792,-1.18787,-6.2925,+
par-4,-3.0729,4.08418,Q9GN62,Serine/threonine-protein kinase par-4,11.2439,11.202,10.8664,11.6406,13.6542,15.0367,14.3786,14.1749,4.08418,0.00059375,-3.0729,-9.39908,+
uggt-1,0.207665,0.902963,Q9GPA0,UDP-Glucose Glycoprotein glucosylTransferase,15.5881,15.4939,15.5055,15.9321,15.4423,15.4031,15.2892,15.5543,0.902963,0.0783283,0.207665,1.78196,
"CELE_F48E3,4",2.31143,4.05017,Q9GPA1,Uncharacterized protein,18.2228,17.9805,17.7923,18.2104,16.065,16.1949,15.3882,15.3122,4.05017,0.000575758,2.31143,9.26995,+
rpb-10,-1.35645,2.40754,Q9GR61,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",12.6285,13.5067,13.5731,13.4933,14.236,15.1438,14.4709,14.7767,2.40754,0.00391373,-1.35645,-4.54497,+
"CELE_Y71A12B,10",2.59462,3.79441,Q9GRV1,Uncharacterized protein,14.0924,15.2128,13.8333,14.1735,11.8449,11.8306,11.694,11.5639,3.79441,0.000532787,2.59462,8.34787,+
pcp-4,-0.600465,2.80577,Q9GRV9,Prolyl Carboxy Peptidase like,13.7366,13.9402,13.519,13.6742,14.3739,14.4236,14.3517,14.1226,2.80577,0.00188214,-0.600465,-5.46585,+
nova-1,0.0337925,0.102015,Q9GRY9,NOVA kh (KH) homology domain homolog,16.5597,16.4153,16.5909,16.9072,16.4476,16.5921,16.7535,16.5447,0.102015,0.693907,0.0337925,0.27758,
ebp-1,0.96199,2.09331,Q9GRZ1,Microtubule End Binding Protein,16.6173,16.2676,16.0318,16.662,15.9584,15.1556,15.1077,15.5091,2.09331,0.00631106,0.96199,3.89108,+
prp-6,-0.40292,0.862677,Q9GRZ2,Yeast PRP (Splicing factor) related,13.9859,14.2752,13.7821,14.5813,14.3605,14.7673,14.8826,14.2257,0.862677,0.0860665,-0.40292,-1.71489,
tcc-1,0.96701,2.94696,Q9GRZ9,Transmembrane and Coiled-Coil protein,18.4275,18.3897,17.8018,18.3575,17.5004,17.2142,17.2217,17.1723,2.94696,0.00179567,0.96701,5.82108,+
csn-1,0.209558,0.521832,Q9GS00,COP9 signalosome complex subunit 1,14.6536,14.4237,14.2343,14.7131,14.4585,13.9399,14.1781,14.61,0.521832,0.201593,0.209558,1.13229,
ric-8,0.938752,1.54284,Q9GSX9,Synembryn,15.2875,15.1481,14.3656,14.9907,14.5141,13.5901,14.3898,13.5429,1.54284,0.0182718,0.938752,2.86397,+
"CELE_F14F9,4",-0.397363,0.103604,Q9GUC8,Uncharacterized protein,10.372,11.8806,11.1595,11.6428,11.3207,14.217,13.1489,7.95781,0.103604,0.690224,-0.397363,-0.281527,
acp-6,-0.579576,2.17002,Q9GUF2,ACid Phosphatase family,17.2052,17.1343,16.8573,17.3674,17.6362,17.8864,17.8703,17.4896,2.17002,0.00549877,-0.579576,-4.0455,+
"CELE_Y73E7A,1",0.959435,2.91089,Q9GUM1,Uncharacterized protein,18.0002,17.7052,17.3583,17.9743,16.6246,16.7913,16.994,16.7903,2.91089,0.00180463,0.959435,5.72878,+
"CELE_Y73E7A,2",-0.40399,1.16433,Q9GUM5,Uncharacterized protein,12.9434,12.7005,12.3276,12.8525,13.4679,13.034,12.9248,13.0133,1.16433,0.0419139,-0.40399,-2.21683,+
cpx-1,0.824555,2.77104,Q9GUM7,Putative complexin-1,16.1665,15.6909,15.7118,15.5121,15.1038,14.9869,14.815,14.8775,2.77104,0.00199278,0.824555,5.38092,+
eel-1,-0.57312,3.80585,Q9GUP2;U4PBJ5;U4PBK1;U4PBX5;U4PBY0;U4PES6;U4PMD1;U4PRN6,Enhancer of EfL-1 mutant phenotype,15.1704,15.3381,15.2155,15.3245,15.986,15.8376,15.7846,15.7328,3.80585,0.000538302,-0.57312,-8.38734,+
unc-27,0.701827,2.11973,Q9GYF1,Troponin I 2,20.6647,20.3995,20.0191,20.7435,19.6227,19.8443,19.9055,19.6469,2.11973,0.00614961,0.701827,3.9439,+
hap-1,0.145792,0.123118,Q9GYG4,Inosine triphosphate pyrophosphatase,14.0954,14.5712,14.2133,13.137,13.2486,14.4309,14.3904,13.3638,0.123118,0.646358,0.145792,0.329258,
rme-6,0.587727,0.944142,Q9GYH7,Receptor-mediated endocytosis protein 6,10.5979,11.4063,12.0064,11.6666,10.8482,10.8786,10.5493,11.0502,0.944142,0.0714513,0.587727,1.85041,
"CELE_F29B9,11",0.212444,0.953594,Q9GYI1,Uncharacterized protein,18.0103,18.3408,18.125,18.1401,18.1712,17.8768,17.74,17.9785,0.953594,0.0700317,0.212444,1.86611,
mrps-21,-2.4432,2.29261,Q9GYI2,"Mitochondrial Ribosomal Protein, Small",11.2186,10.646,11.6328,12.9838,14.1985,14.0275,14.6778,13.3502,2.29261,0.00462766,-2.4432,-4.29908,+
"CELE_F29B9,8",0.571125,2.51858,Q9GYI7,Uncharacterized protein,14.9284,14.8789,15.1661,15.0723,14.5009,14.1591,14.4753,14.6259,2.51858,0.00306799,0.571125,4.79058,+
"C46H11,2",-1.28158,1.65975,Q9GYJ1,Flavin-containing monooxygenase,11.4088,11.9827,11.2094,11.5378,12.1092,13.8818,12.8196,12.4544,1.65975,0.0141716,-1.28158,-3.07186,+
phat-2,-1.26913,2.34188,Q9GYJ2,PHAryngeal gland Toxin-related,11.9869,11.6983,12.4499,12.3139,12.8759,13.1163,13.639,13.8942,2.34188,0.00442294,-1.26913,-4.4035,+
snx-1,0.334017,0.915502,Q9GYJ9,Sorting NeXin,14.8706,15.1275,14.6135,15.0859,14.2337,14.8823,14.4992,14.7462,0.915502,0.076473,0.334017,1.80281,
"C05D9,3",0.0739076,0.113532,Q9GYK2,"Uncharacterized integrin beta-like protein C05D9,3",15.7946,14.6989,14.9989,15.2145,15.297,14.9777,15.0433,15.0933,0.113532,0.667358,0.0739076,0.305979,
"CELE_R03H10,1",4.36756,3.7262,Q9GYL7,Uncharacterized protein,19.7428,20.382,20.7164,19.3195,15.3452,14.6013,16.5456,16.1984,3.7262,0.000565891,4.36756,8.11586,+
endu-2,0.518748,3.18095,Q9GYM9,"ENDonuclease, poly(U) specific",15.4722,15.3328,15.2067,15.455,14.9664,14.7185,14.8292,14.8776,3.18095,0.00154187,0.518748,6.44735,+
"CELE_F46C8,3",0.0778849,0.0352264,Q9GYP5,Uncharacterized protein,10.6588,13.05,12.7913,14.2947,12.7851,12.8323,12.5222,12.3439,0.0352264,0.880631,0.0778849,0.101986,
"C49H3,3",-0.151432,0.254965,Q9GYQ6,Uncharacterized protein,15.0969,14.8783,14.5367,14.6055,15.3115,14.3538,15.1037,14.9542,0.254965,0.424673,-0.151432,-0.623423,
xpo-3,-1.24537,1.04747,Q9GYQ7;W6RQY2,EXPOrtin (Nuclear export receptor),12.8823,10.2332,11.9134,12.7435,13.3436,13.287,12.9229,13.2004,1.04747,0.0554964,-1.24537,-2.02205,
ntl-4,-0.04126,0.0849833,Q9GYQ9;W6RRU8;W6RTE4;W6SBC7,NOT-Like (Yeast CCR4/NOT complex component),14.5139,14.5829,13.9333,14.2465,14.1505,14.2798,14.4148,14.5967,0.0849833,0.73764,-0.04126,-0.234662,
arp-11,-0.46947,0.482377,Q9GYR2,Actin-Related Proteins,12.749,12.6072,14.1632,13.7293,14.0689,13.2352,14.2432,13.5793,0.482377,0.224448,-0.46947,-1.06147,
